Instrument:,H2S-200302595,,,,
Time Zone Offset (Minutes):,-240,,,,
Orignal File Name:,"C:\Users\Phil.Bennington\Documents\Aculog NH3\H2S-200302595_5_19_2022, 1_41_25 PM --- 5_31_2022, 8_11_25 AM.acrudata",,,,
Session ID:,9065,,,,
Session 1st Title:,"H2S-200302595_5_19_2022, 1_41_25 PM --- 5_31_2022, 8_11_25 AM",,,,
Session Start:,"5/19/2022, 1:41:25 PM",,,,
Session End:,"5/31/2022, 8:11:25 AM",,,,
,,,,,
Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),H2S (PPM),ISO time
"5/20/2022, 1:41:25 PM",3.637,91.2,100,1,2022-05-20T17:41:25.000Z
"5/20/2022, 1:46:25 PM",3.637,91.6,100,1,2022-05-20T17:46:25.000Z
"5/20/2022, 1:51:25 PM",3.637,91.8,100,1,2022-05-20T17:51:25.000Z
"5/20/2022, 1:56:25 PM",3.637,91.8,100,1,2022-05-20T17:56:25.000Z
"5/20/2022, 2:01:25 PM",3.637,91.8,100,1,2022-05-20T18:01:25.000Z
"5/20/2022, 2:06:25 PM",3.637,91.9,100,1,2022-05-20T18:06:25.000Z
"5/20/2022, 2:11:25 PM",3.637,92.3,100,1,2022-05-20T18:11:25.000Z
"5/20/2022, 2:16:25 PM",3.637,92.7,100,1,2022-05-20T18:16:25.000Z
"5/20/2022, 2:21:25 PM",3.636,92.7,100,0,2022-05-20T18:21:25.000Z
"5/20/2022, 2:26:25 PM",3.637,92.8,100,1,2022-05-20T18:26:25.000Z
"5/20/2022, 2:31:25 PM",3.636,92.8,100,1,2022-05-20T18:31:25.000Z
"5/20/2022, 2:36:25 PM",3.637,93,100,1,2022-05-20T18:36:25.000Z
"5/20/2022, 2:41:25 PM",3.636,93.2,100,1,2022-05-20T18:41:25.000Z
"5/20/2022, 2:46:25 PM",3.636,93.6,100,0,2022-05-20T18:46:25.000Z
"5/20/2022, 2:51:25 PM",3.636,93.7,100,1,2022-05-20T18:51:25.000Z
"5/20/2022, 2:56:25 PM",3.636,93.9,100,2,2022-05-20T18:56:25.000Z
"5/20/2022, 3:01:25 PM",3.636,94.1,100,3,2022-05-20T19:01:25.000Z
"5/20/2022, 3:06:25 PM",3.636,94.3,100,2,2022-05-20T19:06:25.000Z
"5/20/2022, 3:11:25 PM",3.636,94.5,100,2,2022-05-20T19:11:25.000Z
"5/20/2022, 3:16:25 PM",3.636,94.8,100,6,2022-05-20T19:16:25.000Z
"5/20/2022, 3:21:25 PM",3.636,95.4,100,5,2022-05-20T19:21:25.000Z
"5/20/2022, 3:26:25 PM",3.635,95.5,100,6,2022-05-20T19:26:25.000Z
"5/20/2022, 3:31:25 PM",3.635,95.9,100,5,2022-05-20T19:31:25.000Z
"5/20/2022, 3:36:25 PM",3.635,96.1,100,3,2022-05-20T19:36:25.000Z
"5/20/2022, 3:41:25 PM",3.635,96.3,100,3,2022-05-20T19:41:25.000Z
"5/20/2022, 3:46:25 PM",3.635,96.4,100,2,2022-05-20T19:46:25.000Z
"5/20/2022, 3:51:25 PM",3.635,96.6,100,2,2022-05-20T19:51:25.000Z
"5/20/2022, 3:56:25 PM",3.635,96.8,100,2,2022-05-20T19:56:25.000Z
"5/20/2022, 4:01:25 PM",3.634,97.2,100,1,2022-05-20T20:01:25.000Z
"5/20/2022, 4:06:25 PM",3.634,97.3,100,1,2022-05-20T20:06:25.000Z
"5/20/2022, 4:11:25 PM",3.635,97.5,100,1,2022-05-20T20:11:25.000Z
"5/20/2022, 4:16:25 PM",3.635,97.7,100,1,2022-05-20T20:16:25.000Z
"5/20/2022, 4:21:25 PM",3.634,97.9,100,1,2022-05-20T20:21:25.000Z
"5/20/2022, 4:26:25 PM",3.634,98.2,100,1,2022-05-20T20:26:25.000Z
"5/20/2022, 4:31:25 PM",3.634,99.5,100,0,2022-05-20T20:31:25.000Z
"5/20/2022, 4:36:25 PM",3.633,100.9,100,0,2022-05-20T20:36:25.000Z
"5/20/2022, 4:41:25 PM",3.633,102.4,100,0,2022-05-20T20:41:25.000Z
"5/20/2022, 4:46:25 PM",3.632,103.5,100,0,2022-05-20T20:46:25.000Z
"5/20/2022, 4:51:25 PM",3.631,104.2,100,0,2022-05-20T20:51:25.000Z
"5/20/2022, 4:56:25 PM",3.631,104.7,100,0,2022-05-20T20:56:25.000Z
"5/20/2022, 5:01:25 PM",3.631,105.1,100,0,2022-05-20T21:01:25.000Z
"5/20/2022, 5:06:25 PM",3.63,105.1,100,0,2022-05-20T21:06:25.000Z
"5/20/2022, 5:11:25 PM",3.63,104.7,100,0,2022-05-20T21:11:25.000Z
"5/20/2022, 5:16:25 PM",3.63,104.5,100,0,2022-05-20T21:16:25.000Z
"5/20/2022, 5:21:25 PM",3.631,104,100,0,2022-05-20T21:21:25.000Z
"5/20/2022, 5:26:25 PM",3.631,103.5,100,0,2022-05-20T21:26:25.000Z
"5/20/2022, 5:31:25 PM",3.632,102.9,100,0,2022-05-20T21:31:25.000Z
"5/20/2022, 5:36:25 PM",3.632,102.6,100,0,2022-05-20T21:36:25.000Z
"5/20/2022, 5:41:25 PM",3.632,102,100,0,2022-05-20T21:41:25.000Z
"5/20/2022, 5:46:25 PM",3.632,101.7,100,0,2022-05-20T21:46:25.000Z
"5/20/2022, 5:51:25 PM",3.633,101.1,100,0,2022-05-20T21:51:25.000Z
"5/20/2022, 5:56:25 PM",3.633,100.6,100,0,2022-05-20T21:56:25.000Z
"5/20/2022, 6:01:25 PM",3.633,100,100,0,2022-05-20T22:01:25.000Z
"5/20/2022, 6:06:25 PM",3.634,99.5,100,0,2022-05-20T22:06:25.000Z
"5/20/2022, 6:11:25 PM",3.634,99,100,0,2022-05-20T22:11:25.000Z
"5/20/2022, 6:16:25 PM",3.634,98.6,100,0,2022-05-20T22:16:25.000Z
"5/20/2022, 6:21:25 PM",3.635,98.2,100,0,2022-05-20T22:21:25.000Z
"5/20/2022, 6:26:25 PM",3.636,97.9,100,0,2022-05-20T22:26:25.000Z
"5/20/2022, 6:31:25 PM",3.636,97.7,100,0,2022-05-20T22:31:25.000Z
"5/20/2022, 6:36:25 PM",3.636,97.2,100,0,2022-05-20T22:36:25.000Z
"5/20/2022, 6:41:25 PM",3.637,96.8,100,0,2022-05-20T22:41:25.000Z
"5/20/2022, 6:46:25 PM",3.637,96.3,100,0,2022-05-20T22:46:25.000Z
"5/20/2022, 6:51:25 PM",3.637,95.7,100,0,2022-05-20T22:51:25.000Z
"5/20/2022, 6:56:25 PM",3.638,95.2,100,0,2022-05-20T22:56:25.000Z
"5/20/2022, 7:01:25 PM",3.638,94.6,100,0,2022-05-20T23:01:25.000Z
"5/20/2022, 7:06:25 PM",3.638,93.9,100,0,2022-05-20T23:06:25.000Z
"5/20/2022, 7:11:25 PM",3.639,93.4,100,0,2022-05-20T23:11:25.000Z
"5/20/2022, 7:16:25 PM",3.639,92.8,100,0,2022-05-20T23:16:25.000Z
"5/20/2022, 7:21:25 PM",3.64,92.7,100,0,2022-05-20T23:21:25.000Z
"5/20/2022, 7:26:25 PM",3.64,92.1,100,0,2022-05-20T23:26:25.000Z
"5/20/2022, 7:31:25 PM",3.64,91.8,100,0,2022-05-20T23:31:25.000Z
"5/20/2022, 7:36:25 PM",3.641,91.2,100,0,2022-05-20T23:36:25.000Z
"5/20/2022, 7:41:25 PM",3.641,90.9,100,0,2022-05-20T23:41:25.000Z
"5/20/2022, 7:46:25 PM",3.641,90.5,100,0,2022-05-20T23:46:25.000Z
"5/20/2022, 7:51:25 PM",3.642,90.1,100,0,2022-05-20T23:51:25.000Z
"5/20/2022, 7:56:25 PM",3.642,89.8,100,0,2022-05-20T23:56:25.000Z
"5/20/2022, 8:01:25 PM",3.642,89.4,100,0,2022-05-21T00:01:25.000Z
"5/20/2022, 8:06:25 PM",3.642,89.1,100,0,2022-05-21T00:06:25.000Z
"5/20/2022, 8:11:25 PM",3.642,88.7,100,0,2022-05-21T00:11:25.000Z
"5/20/2022, 8:16:25 PM",3.643,88.2,100,0,2022-05-21T00:16:25.000Z
"5/20/2022, 8:21:25 PM",3.643,88,100,0,2022-05-21T00:21:25.000Z
"5/20/2022, 8:26:25 PM",3.643,87.4,100,0,2022-05-21T00:26:25.000Z
"5/20/2022, 8:31:25 PM",3.644,87.1,100,0,2022-05-21T00:31:25.000Z
"5/20/2022, 8:36:25 PM",3.643,86.9,100,0,2022-05-21T00:36:25.000Z
"5/20/2022, 8:41:25 PM",3.644,86.5,100,0,2022-05-21T00:41:25.000Z
"5/20/2022, 8:46:25 PM",3.644,86.2,100,0,2022-05-21T00:46:25.000Z
"5/20/2022, 8:51:25 PM",3.644,86,100,0,2022-05-21T00:51:25.000Z
"5/20/2022, 8:56:25 PM",3.644,85.6,100,0,2022-05-21T00:56:25.000Z
"5/20/2022, 9:01:25 PM",3.644,85.5,100,0,2022-05-21T01:01:25.000Z
"5/20/2022, 9:06:25 PM",3.644,85.3,100,1,2022-05-21T01:06:25.000Z
"5/20/2022, 9:11:25 PM",3.644,85.1,100,1,2022-05-21T01:11:25.000Z
"5/20/2022, 9:16:25 PM",3.645,84.9,100,1,2022-05-21T01:16:25.000Z
"5/20/2022, 9:21:25 PM",3.644,84.7,100,1,2022-05-21T01:21:25.000Z
"5/20/2022, 9:26:25 PM",3.645,84.6,100,1,2022-05-21T01:26:25.000Z
"5/20/2022, 9:31:25 PM",3.645,84.4,100,1,2022-05-21T01:31:25.000Z
"5/20/2022, 9:36:25 PM",3.644,84.2,100,0,2022-05-21T01:36:25.000Z
"5/20/2022, 9:41:25 PM",3.645,84,100,0,2022-05-21T01:41:25.000Z
"5/20/2022, 9:46:25 PM",3.645,84,100,0,2022-05-21T01:46:25.000Z
"5/20/2022, 9:51:25 PM",3.645,83.8,100,1,2022-05-21T01:51:25.000Z
"5/20/2022, 9:56:25 PM",3.645,83.7,100,1,2022-05-21T01:56:25.000Z
"5/20/2022, 10:01:25 PM",3.645,83.7,100,1,2022-05-21T02:01:25.000Z
"5/20/2022, 10:06:25 PM",3.645,83.5,100,1,2022-05-21T02:06:25.000Z
"5/20/2022, 10:11:25 PM",3.645,83.5,100,1,2022-05-21T02:11:25.000Z
"5/20/2022, 10:16:25 PM",3.645,83.3,100,1,2022-05-21T02:16:25.000Z
"5/20/2022, 10:21:25 PM",3.646,83.1,100,1,2022-05-21T02:21:25.000Z
"5/20/2022, 10:26:25 PM",3.645,83.1,100,1,2022-05-21T02:26:25.000Z
"5/20/2022, 10:31:25 PM",3.646,82.9,100,1,2022-05-21T02:31:25.000Z
"5/20/2022, 10:36:25 PM",3.645,82.9,100,1,2022-05-21T02:36:25.000Z
"5/20/2022, 10:41:25 PM",3.645,82.9,100,1,2022-05-21T02:41:25.000Z
"5/20/2022, 10:46:25 PM",3.645,82.9,100,1,2022-05-21T02:46:25.000Z
"5/20/2022, 10:51:25 PM",3.645,82.9,100,1,2022-05-21T02:51:25.000Z
"5/20/2022, 10:56:25 PM",3.645,82.8,100,1,2022-05-21T02:56:25.000Z
"5/20/2022, 11:01:25 PM",3.645,82.8,100,1,2022-05-21T03:01:25.000Z
"5/20/2022, 11:06:25 PM",3.645,82.8,100,1,2022-05-21T03:06:25.000Z
"5/20/2022, 11:11:25 PM",3.645,82.6,100,1,2022-05-21T03:11:25.000Z
"5/20/2022, 11:16:25 PM",3.645,82.6,100,1,2022-05-21T03:16:25.000Z
"5/20/2022, 11:21:25 PM",3.645,82.6,100,1,2022-05-21T03:21:25.000Z
"5/20/2022, 11:26:25 PM",3.645,82.6,100,1,2022-05-21T03:26:25.000Z
"5/20/2022, 11:31:25 PM",3.645,82.6,100,1,2022-05-21T03:31:25.000Z
"5/20/2022, 11:36:25 PM",3.645,82.4,100,1,2022-05-21T03:36:25.000Z
"5/20/2022, 11:41:25 PM",3.645,82.4,100,1,2022-05-21T03:41:25.000Z
"5/20/2022, 11:46:25 PM",3.645,82.4,100,1,2022-05-21T03:46:25.000Z
"5/20/2022, 11:51:25 PM",3.645,82.2,100,1,2022-05-21T03:51:25.000Z
"5/20/2022, 11:56:25 PM",3.645,82.2,100,1,2022-05-21T03:56:25.000Z
"5/21/2022, 12:01:25 AM",3.645,82.2,100,1,2022-05-21T04:01:25.000Z
"5/21/2022, 12:06:25 AM",3.646,82.2,100,1,2022-05-21T04:06:25.000Z
"5/21/2022, 12:11:25 AM",3.645,82.2,100,1,2022-05-21T04:11:25.000Z
"5/21/2022, 12:16:25 AM",3.645,82,100,1,2022-05-21T04:16:25.000Z
"5/21/2022, 12:21:25 AM",3.645,82,100,1,2022-05-21T04:21:25.000Z
"5/21/2022, 12:26:25 AM",3.645,81.9,100,1,2022-05-21T04:26:25.000Z
"5/21/2022, 12:31:25 AM",3.645,81.9,100,1,2022-05-21T04:31:25.000Z
"5/21/2022, 12:36:25 AM",3.646,81.9,100,1,2022-05-21T04:36:25.000Z
"5/21/2022, 12:41:25 AM",3.645,81.7,100,1,2022-05-21T04:41:25.000Z
"5/21/2022, 12:46:25 AM",3.646,81.7,100,1,2022-05-21T04:46:25.000Z
"5/21/2022, 12:51:25 AM",3.645,81.7,100,1,2022-05-21T04:51:25.000Z
"5/21/2022, 12:56:25 AM",3.645,81.7,100,1,2022-05-21T04:56:25.000Z
"5/21/2022, 1:01:25 AM",3.645,81.7,100,1,2022-05-21T05:01:25.000Z
"5/21/2022, 1:06:25 AM",3.645,81.5,100,1,2022-05-21T05:06:25.000Z
"5/21/2022, 1:11:25 AM",3.645,81.5,100,1,2022-05-21T05:11:25.000Z
"5/21/2022, 1:16:25 AM",3.646,81.5,100,1,2022-05-21T05:16:25.000Z
"5/21/2022, 1:21:25 AM",3.645,81.3,100,1,2022-05-21T05:21:25.000Z
"5/21/2022, 1:26:25 AM",3.645,81.3,100,1,2022-05-21T05:26:25.000Z
"5/21/2022, 1:31:25 AM",3.645,81.3,100,1,2022-05-21T05:31:25.000Z
"5/21/2022, 1:36:25 AM",3.645,81.3,100,1,2022-05-21T05:36:25.000Z
"5/21/2022, 1:41:25 AM",3.646,81.3,100,1,2022-05-21T05:41:25.000Z
"5/21/2022, 1:46:25 AM",3.646,81.3,100,1,2022-05-21T05:46:25.000Z
"5/21/2022, 1:51:25 AM",3.646,81.1,100,1,2022-05-21T05:51:25.000Z
"5/21/2022, 1:56:25 AM",3.646,81.1,100,1,2022-05-21T05:56:25.000Z
"5/21/2022, 2:01:25 AM",3.646,81.1,100,1,2022-05-21T06:01:25.000Z
"5/21/2022, 2:06:25 AM",3.645,81.1,100,1,2022-05-21T06:06:25.000Z
"5/21/2022, 2:11:25 AM",3.645,81.1,100,1,2022-05-21T06:11:25.000Z
"5/21/2022, 2:16:25 AM",3.645,81.1,100,1,2022-05-21T06:16:25.000Z
"5/21/2022, 2:21:25 AM",3.645,81.1,100,1,2022-05-21T06:21:25.000Z
"5/21/2022, 2:26:25 AM",3.645,81,100,1,2022-05-21T06:26:25.000Z
"5/21/2022, 2:31:25 AM",3.646,81,100,1,2022-05-21T06:31:25.000Z
"5/21/2022, 2:36:25 AM",3.646,81,100,1,2022-05-21T06:36:25.000Z
"5/21/2022, 2:41:25 AM",3.646,80.8,100,1,2022-05-21T06:41:25.000Z
"5/21/2022, 2:46:25 AM",3.645,80.8,100,1,2022-05-21T06:46:25.000Z
"5/21/2022, 2:51:25 AM",3.646,80.6,100,1,2022-05-21T06:51:25.000Z
"5/21/2022, 2:56:25 AM",3.646,80.6,100,1,2022-05-21T06:56:25.000Z
"5/21/2022, 3:01:25 AM",3.645,80.6,100,1,2022-05-21T07:01:25.000Z
"5/21/2022, 3:06:25 AM",3.645,80.6,100,1,2022-05-21T07:06:25.000Z
"5/21/2022, 3:11:25 AM",3.646,80.6,100,1,2022-05-21T07:11:25.000Z
"5/21/2022, 3:16:25 AM",3.646,80.4,100,1,2022-05-21T07:16:25.000Z
"5/21/2022, 3:21:25 AM",3.646,80.4,100,1,2022-05-21T07:21:25.000Z
"5/21/2022, 3:26:25 AM",3.646,80.4,100,1,2022-05-21T07:26:25.000Z
"5/21/2022, 3:31:25 AM",3.646,80.4,100,1,2022-05-21T07:31:25.000Z
"5/21/2022, 3:36:25 AM",3.646,80.4,100,1,2022-05-21T07:36:25.000Z
"5/21/2022, 3:41:25 AM",3.646,80.4,100,1,2022-05-21T07:41:25.000Z
"5/21/2022, 3:46:25 AM",3.646,80.4,100,1,2022-05-21T07:46:25.000Z
"5/21/2022, 3:51:25 AM",3.646,80.6,100,2,2022-05-21T07:51:25.000Z
"5/21/2022, 3:56:25 AM",3.646,80.6,100,2,2022-05-21T07:56:25.000Z
"5/21/2022, 4:01:25 AM",3.645,80.6,100,2,2022-05-21T08:01:25.000Z
"5/21/2022, 4:06:25 AM",3.646,80.6,100,2,2022-05-21T08:06:25.000Z
"5/21/2022, 4:11:25 AM",3.646,80.6,100,2,2022-05-21T08:11:25.000Z
"5/21/2022, 4:16:25 AM",3.646,80.6,100,2,2022-05-21T08:16:25.000Z
"5/21/2022, 4:21:25 AM",3.646,80.6,100,2,2022-05-21T08:21:25.000Z
"5/21/2022, 4:26:25 AM",3.646,80.4,100,2,2022-05-21T08:26:25.000Z
"5/21/2022, 4:31:25 AM",3.646,80.4,100,2,2022-05-21T08:31:25.000Z
"5/21/2022, 4:36:25 AM",3.645,80.4,100,2,2022-05-21T08:36:25.000Z
"5/21/2022, 4:41:25 AM",3.646,80.2,100,2,2022-05-21T08:41:25.000Z
"5/21/2022, 4:46:25 AM",3.646,80.2,100,2,2022-05-21T08:46:25.000Z
"5/21/2022, 4:51:25 AM",3.646,80.2,100,2,2022-05-21T08:51:25.000Z
"5/21/2022, 4:56:25 AM",3.646,80.2,100,2,2022-05-21T08:56:25.000Z
"5/21/2022, 5:01:25 AM",3.646,80.1,100,2,2022-05-21T09:01:25.000Z
"5/21/2022, 5:06:25 AM",3.646,80.1,100,2,2022-05-21T09:06:25.000Z
"5/21/2022, 5:11:25 AM",3.646,80.1,100,2,2022-05-21T09:11:25.000Z
"5/21/2022, 5:16:25 AM",3.646,80.1,100,2,2022-05-21T09:16:25.000Z
"5/21/2022, 5:21:25 AM",3.646,80.1,100,2,2022-05-21T09:21:25.000Z
"5/21/2022, 5:26:25 AM",3.646,80.1,100,2,2022-05-21T09:26:25.000Z
"5/21/2022, 5:31:25 AM",3.646,79.9,100,2,2022-05-21T09:31:25.000Z
"5/21/2022, 5:36:25 AM",3.646,80.1,100,2,2022-05-21T09:36:25.000Z
"5/21/2022, 5:41:25 AM",3.646,80.1,100,2,2022-05-21T09:41:25.000Z
"5/21/2022, 5:46:25 AM",3.646,80.1,100,2,2022-05-21T09:46:25.000Z
"5/21/2022, 5:51:25 AM",3.646,80.1,100,2,2022-05-21T09:51:25.000Z
"5/21/2022, 5:56:25 AM",3.646,79.9,100,2,2022-05-21T09:56:25.000Z
"5/21/2022, 6:01:25 AM",3.646,79.9,100,2,2022-05-21T10:01:25.000Z
"5/21/2022, 6:06:25 AM",3.646,79.9,100,2,2022-05-21T10:06:25.000Z
"5/21/2022, 6:11:25 AM",3.646,79.9,100,3,2022-05-21T10:11:25.000Z
"5/21/2022, 6:16:25 AM",3.646,79.7,100,3,2022-05-21T10:16:25.000Z
"5/21/2022, 6:21:25 AM",3.646,79.7,100,3,2022-05-21T10:21:25.000Z
"5/21/2022, 6:26:25 AM",3.646,79.7,100,4,2022-05-21T10:26:25.000Z
"5/21/2022, 6:31:25 AM",3.646,79.5,100,4,2022-05-21T10:31:25.000Z
"5/21/2022, 6:36:25 AM",3.646,79.7,100,4,2022-05-21T10:36:25.000Z
"5/21/2022, 6:41:25 AM",3.646,79.7,100,4,2022-05-21T10:41:25.000Z
"5/21/2022, 6:46:25 AM",3.646,79.7,100,4,2022-05-21T10:46:25.000Z
"5/21/2022, 6:51:25 AM",3.647,79.9,100,4,2022-05-21T10:51:25.000Z
"5/21/2022, 6:56:25 AM",3.646,80.1,100,4,2022-05-21T10:56:25.000Z
"5/21/2022, 7:01:25 AM",3.646,80.1,100,5,2022-05-21T11:01:25.000Z
"5/21/2022, 7:06:25 AM",3.646,80.2,100,4,2022-05-21T11:06:25.000Z
"5/21/2022, 7:11:25 AM",3.646,80.4,100,5,2022-05-21T11:11:25.000Z
"5/21/2022, 7:16:25 AM",3.645,80.6,100,4,2022-05-21T11:16:25.000Z
"5/21/2022, 7:21:25 AM",3.646,80.6,100,5,2022-05-21T11:21:25.000Z
"5/21/2022, 7:26:25 AM",3.646,80.8,100,5,2022-05-21T11:26:25.000Z
"5/21/2022, 7:31:25 AM",3.646,81,100,5,2022-05-21T11:31:25.000Z
"5/21/2022, 7:36:25 AM",3.646,81.1,100,5,2022-05-21T11:36:25.000Z
"5/21/2022, 7:41:25 AM",3.646,81.3,100,5,2022-05-21T11:41:25.000Z
"5/21/2022, 7:46:25 AM",3.646,81.3,100,5,2022-05-21T11:46:25.000Z
"5/21/2022, 7:51:25 AM",3.645,81.5,100,5,2022-05-21T11:51:25.000Z
"5/21/2022, 7:56:25 AM",3.645,81.9,100,5,2022-05-21T11:56:25.000Z
"5/21/2022, 8:01:25 AM",3.645,82,100,5,2022-05-21T12:01:25.000Z
"5/21/2022, 8:06:25 AM",3.645,82.2,100,5,2022-05-21T12:06:25.000Z
"5/21/2022, 8:11:25 AM",3.645,82.4,100,5,2022-05-21T12:11:25.000Z
"5/21/2022, 8:16:25 AM",3.645,82.4,100,5,2022-05-21T12:16:25.000Z
"5/21/2022, 8:21:25 AM",3.645,82.6,100,5,2022-05-21T12:21:25.000Z
"5/21/2022, 8:26:25 AM",3.645,82.6,100,5,2022-05-21T12:26:25.000Z
"5/21/2022, 8:31:25 AM",3.645,82.8,100,5,2022-05-21T12:31:25.000Z
"5/21/2022, 8:36:25 AM",3.645,82.9,100,5,2022-05-21T12:36:25.000Z
"5/21/2022, 8:41:25 AM",3.645,83.1,100,4,2022-05-21T12:41:25.000Z
"5/21/2022, 8:46:25 AM",3.645,83.3,100,4,2022-05-21T12:46:25.000Z
"5/21/2022, 8:51:25 AM",3.644,83.5,100,4,2022-05-21T12:51:25.000Z
"5/21/2022, 8:56:25 AM",3.644,83.5,100,3,2022-05-21T12:56:25.000Z
"5/21/2022, 9:01:25 AM",3.644,83.7,100,3,2022-05-21T13:01:25.000Z
"5/21/2022, 9:06:25 AM",3.644,83.8,100,3,2022-05-21T13:06:25.000Z
"5/21/2022, 9:11:25 AM",3.644,83.8,100,3,2022-05-21T13:11:25.000Z
"5/21/2022, 9:16:25 AM",3.644,84.2,100,3,2022-05-21T13:16:25.000Z
"5/21/2022, 9:21:25 AM",3.644,84.4,100,2,2022-05-21T13:21:25.000Z
"5/21/2022, 9:26:25 AM",3.644,84.6,100,2,2022-05-21T13:26:25.000Z
"5/21/2022, 9:31:25 AM",3.644,84.9,100,2,2022-05-21T13:31:25.000Z
"5/21/2022, 9:36:25 AM",3.644,85.1,100,1,2022-05-21T13:36:25.000Z
"5/21/2022, 9:41:25 AM",3.643,85.5,100,2,2022-05-21T13:41:25.000Z
"5/21/2022, 9:46:25 AM",3.644,85.6,100,1,2022-05-21T13:46:25.000Z
"5/21/2022, 9:51:25 AM",3.644,85.6,100,1,2022-05-21T13:51:25.000Z
"5/21/2022, 9:56:25 AM",3.643,85.6,100,1,2022-05-21T13:56:25.000Z
"5/21/2022, 10:01:25 AM",3.643,85.6,100,1,2022-05-21T14:01:25.000Z
"5/21/2022, 10:06:25 AM",3.644,85.6,100,2,2022-05-21T14:06:25.000Z
"5/21/2022, 10:11:25 AM",3.644,85.6,100,1,2022-05-21T14:11:25.000Z
"5/21/2022, 10:16:25 AM",3.644,86,100,2,2022-05-21T14:16:25.000Z
"5/21/2022, 10:21:25 AM",3.643,86.2,100,2,2022-05-21T14:21:25.000Z
"5/21/2022, 10:26:25 AM",3.643,86.2,100,2,2022-05-21T14:26:25.000Z
"5/21/2022, 10:31:25 AM",3.643,86.4,100,1,2022-05-21T14:31:25.000Z
"5/21/2022, 10:36:25 AM",3.643,86.7,100,2,2022-05-21T14:36:25.000Z
"5/21/2022, 10:41:25 AM",3.643,87.1,100,1,2022-05-21T14:41:25.000Z
"5/21/2022, 10:46:25 AM",3.643,87.4,100,1,2022-05-21T14:46:25.000Z
"5/21/2022, 10:51:25 AM",3.642,88,100,1,2022-05-21T14:51:25.000Z
"5/21/2022, 10:56:25 AM",3.642,88.2,100,1,2022-05-21T14:56:25.000Z
"5/21/2022, 11:01:25 AM",3.642,88.5,100,1,2022-05-21T15:01:25.000Z
"5/21/2022, 11:06:25 AM",3.642,88.7,100,1,2022-05-21T15:06:25.000Z
"5/21/2022, 11:11:25 AM",3.641,89.1,100,1,2022-05-21T15:11:25.000Z
"5/21/2022, 11:16:25 AM",3.641,89.4,100,1,2022-05-21T15:16:25.000Z
"5/21/2022, 11:21:25 AM",3.641,89.6,100,1,2022-05-21T15:21:25.000Z
"5/21/2022, 11:26:25 AM",3.641,90,100,1,2022-05-21T15:26:25.000Z
"5/21/2022, 11:31:25 AM",3.641,90.1,100,1,2022-05-21T15:31:25.000Z
"5/21/2022, 11:36:25 AM",3.641,90.3,100,1,2022-05-21T15:36:25.000Z
"5/21/2022, 11:41:25 AM",3.641,90.5,100,1,2022-05-21T15:41:25.000Z
"5/21/2022, 11:46:25 AM",3.641,90.9,100,1,2022-05-21T15:46:25.000Z
"5/21/2022, 11:51:25 AM",3.641,91.2,100,1,2022-05-21T15:51:25.000Z
"5/21/2022, 11:56:25 AM",3.641,91.8,100,0,2022-05-21T15:56:25.000Z
"5/21/2022, 12:01:25 PM",3.64,92.1,100,0,2022-05-21T16:01:25.000Z
"5/21/2022, 12:06:25 PM",3.64,92.7,100,0,2022-05-21T16:06:25.000Z
"5/21/2022, 12:11:25 PM",3.64,92.8,100,0,2022-05-21T16:11:25.000Z
"5/21/2022, 12:16:25 PM",3.639,93.2,100,0,2022-05-21T16:16:25.000Z
"5/21/2022, 12:21:25 PM",3.639,93.4,100,0,2022-05-21T16:21:25.000Z
"5/21/2022, 12:26:25 PM",3.639,93.4,100,0,2022-05-21T16:26:25.000Z
"5/21/2022, 12:31:25 PM",3.639,93,100,0,2022-05-21T16:31:25.000Z
"5/21/2022, 12:36:25 PM",3.64,92.8,100,0,2022-05-21T16:36:25.000Z
"5/21/2022, 12:41:25 PM",3.639,92.8,100,0,2022-05-21T16:41:25.000Z
"5/21/2022, 12:46:25 PM",3.639,92.8,100,0,2022-05-21T16:46:25.000Z
"5/21/2022, 12:51:25 PM",3.64,93,100,0,2022-05-21T16:51:25.000Z
"5/21/2022, 12:56:25 PM",3.639,93.2,100,0,2022-05-21T16:56:25.000Z
"5/21/2022, 1:01:25 PM",3.64,93,100,0,2022-05-21T17:01:25.000Z
"5/21/2022, 1:06:25 PM",3.64,92.8,100,0,2022-05-21T17:06:25.000Z
"5/21/2022, 1:11:25 PM",3.64,93,100,1,2022-05-21T17:11:25.000Z
"5/21/2022, 1:16:25 PM",3.64,92.8,100,1,2022-05-21T17:16:25.000Z
"5/21/2022, 1:21:25 PM",3.64,92.7,100,1,2022-05-21T17:21:25.000Z
"5/21/2022, 1:26:25 PM",3.64,92.1,100,1,2022-05-21T17:26:25.000Z
"5/21/2022, 1:31:25 PM",3.64,91.9,100,1,2022-05-21T17:31:25.000Z
"5/21/2022, 1:36:25 PM",3.641,92.3,100,1,2022-05-21T17:36:25.000Z
"5/21/2022, 1:41:25 PM",3.641,92.7,100,0,2022-05-21T17:41:25.000Z
"5/21/2022, 1:46:25 PM",3.641,93,100,0,2022-05-21T17:46:25.000Z
"5/21/2022, 1:51:25 PM",3.64,93,100,1,2022-05-21T17:51:25.000Z
"5/21/2022, 1:56:25 PM",3.64,92.8,100,1,2022-05-21T17:56:25.000Z
