Instrument:,H2S-200302595,,,,
Time Zone Offset (Minutes):,-240,,,,
Orignal File Name:,"C:\Users\Phil.Bennington\Documents\Aculog NH3\H2S-200302595_5_19_2022, 1_41_25 PM --- 5_31_2022, 8_11_25 AM.acrudata",,,,
Session ID:,9065,,,,
Session 1st Title:,"H2S-200302595_5_19_2022, 1_41_25 PM --- 5_31_2022, 8_11_25 AM",,,,
Session Start:,"5/19/2022, 1:41:25 PM",,,,
Session End:,"5/31/2022, 8:11:25 AM",,,,
,,,,,
Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),H2S (PPM),ISO time
"5/22/2022, 10:06:25 AM",3.648,76.5,100,1,2022-05-22T14:06:25.000Z
"5/22/2022, 10:11:25 AM",3.648,76.3,100,1,2022-05-22T14:11:25.000Z
"5/22/2022, 10:16:25 AM",3.648,76.3,100,1,2022-05-22T14:16:25.000Z
"5/22/2022, 10:21:25 AM",3.649,76.3,100,0,2022-05-22T14:21:25.000Z
"5/22/2022, 10:26:25 AM",3.649,76.3,100,0,2022-05-22T14:26:25.000Z
"5/22/2022, 10:31:25 AM",3.648,76.6,100,1,2022-05-22T14:31:25.000Z
"5/22/2022, 10:36:25 AM",3.648,76.6,100,0,2022-05-22T14:36:25.000Z
"5/22/2022, 10:41:25 AM",3.648,76.6,100,0,2022-05-22T14:41:25.000Z
"5/22/2022, 10:46:25 AM",3.648,76.8,100,0,2022-05-22T14:46:25.000Z
"5/22/2022, 10:51:25 AM",3.648,77,100,0,2022-05-22T14:51:25.000Z
"5/22/2022, 10:56:25 AM",3.648,77.5,100,0,2022-05-22T14:56:25.000Z
"5/22/2022, 11:01:25 AM",3.647,77.7,100,0,2022-05-22T15:01:25.000Z
"5/22/2022, 11:06:25 AM",3.647,78.1,100,0,2022-05-22T15:06:25.000Z
"5/22/2022, 11:11:25 AM",3.648,78.1,100,0,2022-05-22T15:11:25.000Z
"5/22/2022, 11:16:25 AM",3.647,78.1,100,0,2022-05-22T15:16:25.000Z
"5/22/2022, 11:21:25 AM",3.647,78.8,100,0,2022-05-22T15:21:25.000Z
"5/22/2022, 11:26:25 AM",3.647,79.2,100,0,2022-05-22T15:26:25.000Z
"5/22/2022, 11:31:25 AM",3.646,79.3,100,0,2022-05-22T15:31:25.000Z
"5/22/2022, 11:36:25 AM",3.646,79.5,100,0,2022-05-22T15:36:25.000Z
"5/22/2022, 11:41:25 AM",3.647,79.9,100,0,2022-05-22T15:41:25.000Z
"5/22/2022, 11:46:25 AM",3.646,79.7,100,0,2022-05-22T15:46:25.000Z
"5/22/2022, 11:51:25 AM",3.646,79.3,100,0,2022-05-22T15:51:25.000Z
"5/22/2022, 11:56:25 AM",3.647,79.5,100,0,2022-05-22T15:56:25.000Z
"5/22/2022, 12:01:25 PM",3.647,79.2,100,0,2022-05-22T16:01:25.000Z
"5/22/2022, 12:06:25 PM",3.646,79.2,100,0,2022-05-22T16:06:25.000Z
"5/22/2022, 12:11:25 PM",3.647,79.3,100,0,2022-05-22T16:11:25.000Z
"5/22/2022, 12:16:25 PM",3.646,79.2,100,0,2022-05-22T16:16:25.000Z
"5/22/2022, 12:21:25 PM",3.647,79.2,100,0,2022-05-22T16:21:25.000Z
"5/22/2022, 12:26:25 PM",3.647,79.2,100,0,2022-05-22T16:26:25.000Z
"5/22/2022, 12:31:25 PM",3.647,79.2,100,0,2022-05-22T16:31:25.000Z
"5/22/2022, 12:36:25 PM",3.646,78.8,100,0,2022-05-22T16:36:25.000Z
"5/22/2022, 12:41:25 PM",3.646,79,100,0,2022-05-22T16:41:25.000Z
"5/22/2022, 12:46:25 PM",3.647,79.7,100,0,2022-05-22T16:46:25.000Z
"5/22/2022, 12:51:25 PM",3.646,79.7,100,0,2022-05-22T16:51:25.000Z
"5/22/2022, 12:56:25 PM",3.646,80.1,100,0,2022-05-22T16:56:25.000Z
"5/22/2022, 1:01:25 PM",3.646,80.1,100,0,2022-05-22T17:01:25.000Z
"5/22/2022, 1:06:25 PM",3.646,79.7,100,0,2022-05-22T17:06:25.000Z
"5/22/2022, 1:11:25 PM",3.647,79.7,100,1,2022-05-22T17:11:25.000Z
"5/22/2022, 1:16:25 PM",3.646,80.1,100,0,2022-05-22T17:16:25.000Z
"5/22/2022, 1:21:25 PM",3.646,79.7,100,0,2022-05-22T17:21:25.000Z
"5/22/2022, 1:26:25 PM",3.646,80.1,100,0,2022-05-22T17:26:25.000Z
"5/22/2022, 1:31:25 PM",3.646,80.2,100,0,2022-05-22T17:31:25.000Z
"5/22/2022, 1:36:25 PM",3.646,80.4,100,0,2022-05-22T17:36:25.000Z
"5/22/2022, 1:41:25 PM",3.646,80.4,100,0,2022-05-22T17:41:25.000Z
"5/22/2022, 1:46:25 PM",3.646,80.8,100,0,2022-05-22T17:46:25.000Z
"5/22/2022, 1:51:25 PM",3.645,81.3,100,0,2022-05-22T17:51:25.000Z
"5/22/2022, 1:56:25 PM",3.645,82,100,0,2022-05-22T17:56:25.000Z
"5/22/2022, 2:01:25 PM",3.645,82.2,100,0,2022-05-22T18:01:25.000Z
"5/22/2022, 2:06:25 PM",3.645,82.4,100,0,2022-05-22T18:06:25.000Z
"5/22/2022, 2:11:25 PM",3.645,82.6,100,0,2022-05-22T18:11:25.000Z
"5/22/2022, 2:16:25 PM",3.645,82.8,100,0,2022-05-22T18:16:25.000Z
"5/22/2022, 2:21:25 PM",3.645,82.8,100,0,2022-05-22T18:21:25.000Z
"5/22/2022, 2:26:25 PM",3.645,82.9,100,0,2022-05-22T18:26:25.000Z
"5/22/2022, 2:31:25 PM",3.645,82.9,100,0,2022-05-22T18:31:25.000Z
"5/22/2022, 2:36:25 PM",3.644,83.1,100,0,2022-05-22T18:36:25.000Z
"5/22/2022, 2:41:25 PM",3.645,83.5,100,0,2022-05-22T18:41:25.000Z
"5/22/2022, 2:46:25 PM",3.644,83.8,100,0,2022-05-22T18:46:25.000Z
"5/22/2022, 2:51:25 PM",3.644,83.8,100,0,2022-05-22T18:51:25.000Z
"5/22/2022, 2:56:25 PM",3.644,84.2,100,0,2022-05-22T18:56:25.000Z
"5/22/2022, 3:01:25 PM",3.644,84.2,100,0,2022-05-22T19:01:25.000Z
"5/22/2022, 3:06:25 PM",3.644,84.2,100,0,2022-05-22T19:06:25.000Z
"5/22/2022, 3:11:25 PM",3.644,84,100,0,2022-05-22T19:11:25.000Z
"5/22/2022, 3:16:25 PM",3.644,84,100,0,2022-05-22T19:16:25.000Z
"5/22/2022, 3:21:25 PM",3.644,83.8,100,0,2022-05-22T19:21:25.000Z
"5/22/2022, 3:26:25 PM",3.644,84,100,0,2022-05-22T19:26:25.000Z
"5/22/2022, 3:31:25 PM",3.644,84,100,0,2022-05-22T19:31:25.000Z
"5/22/2022, 3:36:25 PM",3.644,84,100,0,2022-05-22T19:36:25.000Z
"5/22/2022, 3:41:25 PM",3.644,83.7,100,0,2022-05-22T19:41:25.000Z
"5/22/2022, 3:46:25 PM",3.644,83.5,100,0,2022-05-22T19:46:25.000Z
"5/22/2022, 3:51:25 PM",3.645,83.7,100,0,2022-05-22T19:51:25.000Z
"5/22/2022, 3:56:25 PM",3.645,83.7,100,0,2022-05-22T19:56:25.000Z
"5/22/2022, 4:01:25 PM",3.645,84,100,0,2022-05-22T20:01:25.000Z
"5/22/2022, 4:06:25 PM",3.645,84.2,100,0,2022-05-22T20:06:25.000Z
"5/22/2022, 4:11:25 PM",3.645,84.2,100,0,2022-05-22T20:11:25.000Z
"5/22/2022, 4:16:25 PM",3.645,84.6,100,0,2022-05-22T20:16:25.000Z
"5/22/2022, 4:21:25 PM",3.645,84.6,100,0,2022-05-22T20:21:25.000Z
"5/22/2022, 4:26:25 PM",3.644,84.6,100,0,2022-05-22T20:26:25.000Z
"5/22/2022, 4:31:25 PM",3.644,84.6,100,0,2022-05-22T20:31:25.000Z
"5/22/2022, 4:36:25 PM",3.644,84.4,100,0,2022-05-22T20:36:25.000Z
"5/22/2022, 4:41:25 PM",3.644,84.2,100,0,2022-05-22T20:41:25.000Z
"5/22/2022, 4:46:25 PM",3.644,84,100,0,2022-05-22T20:46:25.000Z
"5/22/2022, 4:51:25 PM",3.644,83.8,100,0,2022-05-22T20:51:25.000Z
"5/22/2022, 4:56:25 PM",3.644,84,100,0,2022-05-22T20:56:25.000Z
"5/22/2022, 5:01:25 PM",3.645,84.2,100,0,2022-05-22T21:01:25.000Z
"5/22/2022, 5:06:25 PM",3.644,84.6,100,0,2022-05-22T21:06:25.000Z
"5/22/2022, 5:11:25 PM",3.644,86,100,0,2022-05-22T21:11:25.000Z
"5/22/2022, 5:16:25 PM",3.643,86.4,100,0,2022-05-22T21:16:25.000Z
"5/22/2022, 5:21:25 PM",3.643,86,100,0,2022-05-22T21:21:25.000Z
"5/22/2022, 5:26:25 PM",3.644,86,100,0,2022-05-22T21:26:25.000Z
"5/22/2022, 5:31:25 PM",3.644,86,100,0,2022-05-22T21:31:25.000Z
"5/22/2022, 5:36:25 PM",3.644,86,100,0,2022-05-22T21:36:25.000Z
"5/22/2022, 5:41:25 PM",3.644,85.6,100,0,2022-05-22T21:41:25.000Z
"5/22/2022, 5:46:25 PM",3.644,85.3,100,0,2022-05-22T21:46:25.000Z
"5/22/2022, 5:51:25 PM",3.643,86.2,100,0,2022-05-22T21:51:25.000Z
"5/22/2022, 5:56:25 PM",3.643,86.2,100,0,2022-05-22T21:56:25.000Z
"5/22/2022, 6:01:25 PM",3.643,85.8,100,0,2022-05-22T22:01:25.000Z
"5/22/2022, 6:06:25 PM",3.644,85.3,100,0,2022-05-22T22:06:25.000Z
"5/22/2022, 6:11:25 PM",3.644,84.9,100,0,2022-05-22T22:11:25.000Z
"5/22/2022, 6:16:25 PM",3.644,85.1,100,0,2022-05-22T22:16:25.000Z
"5/22/2022, 6:21:25 PM",3.644,85.1,100,0,2022-05-22T22:21:25.000Z
"5/22/2022, 6:26:25 PM",3.644,84.9,100,0,2022-05-22T22:26:25.000Z
"5/22/2022, 6:31:25 PM",3.644,84.7,100,0,2022-05-22T22:31:25.000Z
"5/22/2022, 6:36:25 PM",3.644,84,100,0,2022-05-22T22:36:25.000Z
"5/22/2022, 6:41:25 PM",3.645,83.5,100,1,2022-05-22T22:41:25.000Z
"5/22/2022, 6:46:25 PM",3.645,82.8,100,1,2022-05-22T22:46:25.000Z
"5/22/2022, 6:51:25 PM",3.646,82,100,1,2022-05-22T22:51:25.000Z
"5/22/2022, 6:56:25 PM",3.646,81.7,100,1,2022-05-22T22:56:25.000Z
"5/22/2022, 7:01:25 PM",3.646,81.3,100,1,2022-05-22T23:01:25.000Z
"5/22/2022, 7:06:25 PM",3.646,81.1,100,1,2022-05-22T23:06:25.000Z
"5/22/2022, 7:11:25 PM",3.647,80.8,100,1,2022-05-22T23:11:25.000Z
"5/22/2022, 7:16:25 PM",3.647,80.4,100,1,2022-05-22T23:16:25.000Z
"5/22/2022, 7:21:25 PM",3.647,79.9,100,1,2022-05-22T23:21:25.000Z
"5/22/2022, 7:26:25 PM",3.647,79.7,100,1,2022-05-22T23:26:25.000Z
"5/22/2022, 7:31:25 PM",3.648,79.3,100,1,2022-05-22T23:31:25.000Z
"5/22/2022, 7:36:25 PM",3.647,78.8,100,1,2022-05-22T23:36:25.000Z
"5/22/2022, 7:41:25 PM",3.648,78.4,100,1,2022-05-22T23:41:25.000Z
"5/22/2022, 7:46:25 PM",3.648,78.3,100,1,2022-05-22T23:46:25.000Z
"5/22/2022, 7:51:25 PM",3.648,78.1,100,1,2022-05-22T23:51:25.000Z
"5/22/2022, 7:56:25 PM",3.648,78.1,100,1,2022-05-22T23:56:25.000Z
"5/22/2022, 8:01:25 PM",3.648,78.1,100,1,2022-05-23T00:01:25.000Z
"5/22/2022, 8:06:25 PM",3.648,78.1,100,1,2022-05-23T00:06:25.000Z
"5/22/2022, 8:11:25 PM",3.648,78.1,100,1,2022-05-23T00:11:25.000Z
"5/22/2022, 8:16:25 PM",3.648,77.7,100,1,2022-05-23T00:16:25.000Z
"5/22/2022, 8:21:25 PM",3.648,77.5,100,1,2022-05-23T00:21:25.000Z
"5/22/2022, 8:26:25 PM",3.648,77.4,100,1,2022-05-23T00:26:25.000Z
"5/22/2022, 8:31:25 PM",3.648,77.2,100,1,2022-05-23T00:31:25.000Z
"5/22/2022, 8:36:25 PM",3.649,76.8,100,1,2022-05-23T00:36:25.000Z
"5/22/2022, 8:41:25 PM",3.649,76.8,100,1,2022-05-23T00:41:25.000Z
"5/22/2022, 8:46:25 PM",3.649,76.6,100,1,2022-05-23T00:46:25.000Z
"5/22/2022, 8:51:25 PM",3.648,76.5,100,1,2022-05-23T00:51:25.000Z
"5/22/2022, 8:56:25 PM",3.649,76.1,100,1,2022-05-23T00:56:25.000Z
"5/22/2022, 9:01:25 PM",3.649,76.1,100,1,2022-05-23T01:01:25.000Z
"5/22/2022, 9:06:25 PM",3.649,75.7,100,1,2022-05-23T01:06:25.000Z
"5/22/2022, 9:11:25 PM",3.649,75.7,100,1,2022-05-23T01:11:25.000Z
"5/22/2022, 9:16:25 PM",3.649,75.6,100,1,2022-05-23T01:16:25.000Z
"5/22/2022, 9:21:25 PM",3.649,75.4,100,1,2022-05-23T01:21:25.000Z
"5/22/2022, 9:26:25 PM",3.649,74.5,100,1,2022-05-23T01:26:25.000Z
"5/22/2022, 9:31:25 PM",3.649,74.7,100,1,2022-05-23T01:31:25.000Z
"5/22/2022, 9:36:25 PM",3.649,75,100,1,2022-05-23T01:36:25.000Z
"5/22/2022, 9:41:25 PM",3.649,74.7,100,1,2022-05-23T01:41:25.000Z
"5/22/2022, 9:46:25 PM",3.649,74.5,100,1,2022-05-23T01:46:25.000Z
"5/22/2022, 9:51:25 PM",3.649,74.5,100,1,2022-05-23T01:51:25.000Z
"5/22/2022, 9:56:25 PM",3.65,74.1,100,1,2022-05-23T01:56:25.000Z
"5/22/2022, 10:01:25 PM",3.65,74.3,100,1,2022-05-23T02:01:25.000Z
"5/22/2022, 10:06:25 PM",3.649,74.3,100,1,2022-05-23T02:06:25.000Z
"5/22/2022, 10:11:25 PM",3.649,73.9,100,1,2022-05-23T02:11:25.000Z
"5/22/2022, 10:16:25 PM",3.649,73.8,100,1,2022-05-23T02:16:25.000Z
"5/22/2022, 10:21:25 PM",3.65,73.4,100,1,2022-05-23T02:21:25.000Z
"5/22/2022, 10:26:25 PM",3.65,73.4,100,1,2022-05-23T02:26:25.000Z
"5/22/2022, 10:31:25 PM",3.65,73.2,100,1,2022-05-23T02:31:25.000Z
"5/22/2022, 10:36:25 PM",3.649,73.2,100,1,2022-05-23T02:36:25.000Z
"5/22/2022, 10:41:25 PM",3.65,73,100,1,2022-05-23T02:41:25.000Z
"5/22/2022, 10:46:25 PM",3.649,73.4,100,1,2022-05-23T02:46:25.000Z
"5/22/2022, 10:51:25 PM",3.65,73.4,100,1,2022-05-23T02:51:25.000Z
"5/22/2022, 10:56:25 PM",3.65,73,100,1,2022-05-23T02:56:25.000Z
"5/22/2022, 11:01:25 PM",3.65,73,100,1,2022-05-23T03:01:25.000Z
"5/22/2022, 11:06:25 PM",3.65,73,100,1,2022-05-23T03:06:25.000Z
"5/22/2022, 11:11:25 PM",3.65,72.7,100,1,2022-05-23T03:11:25.000Z
"5/22/2022, 11:16:25 PM",3.65,72.5,100,1,2022-05-23T03:16:25.000Z
"5/22/2022, 11:21:25 PM",3.65,72.3,100,1,2022-05-23T03:21:25.000Z
"5/22/2022, 11:26:25 PM",3.65,72,100,1,2022-05-23T03:26:25.000Z
"5/22/2022, 11:31:25 PM",3.65,72,100,1,2022-05-23T03:31:25.000Z
"5/22/2022, 11:36:25 PM",3.65,71.6,100,1,2022-05-23T03:36:25.000Z
"5/22/2022, 11:41:25 PM",3.65,71.6,100,1,2022-05-23T03:41:25.000Z
"5/22/2022, 11:46:25 PM",3.65,71.8,100,1,2022-05-23T03:46:25.000Z
"5/22/2022, 11:51:25 PM",3.65,71.4,100,1,2022-05-23T03:51:25.000Z
"5/22/2022, 11:56:25 PM",3.65,71.6,100,1,2022-05-23T03:56:25.000Z
"5/23/2022, 12:01:25 AM",3.65,71.6,100,1,2022-05-23T04:01:25.000Z
"5/23/2022, 12:06:25 AM",3.651,71.2,100,1,2022-05-23T04:06:25.000Z
"5/23/2022, 12:11:25 AM",3.65,71.1,100,1,2022-05-23T04:11:25.000Z
"5/23/2022, 12:16:25 AM",3.65,70.9,100,1,2022-05-23T04:16:25.000Z
"5/23/2022, 12:21:25 AM",3.651,70.5,100,1,2022-05-23T04:21:25.000Z
"5/23/2022, 12:26:25 AM",3.651,70.5,100,1,2022-05-23T04:26:25.000Z
"5/23/2022, 12:31:25 AM",3.651,70.5,100,1,2022-05-23T04:31:25.000Z
"5/23/2022, 12:36:25 AM",3.65,70.2,100,1,2022-05-23T04:36:25.000Z
"5/23/2022, 12:41:25 AM",3.65,70,100,1,2022-05-23T04:41:25.000Z
"5/23/2022, 12:46:25 AM",3.651,69.8,100,1,2022-05-23T04:46:25.000Z
"5/23/2022, 12:51:25 AM",3.65,69.6,100,1,2022-05-23T04:51:25.000Z
"5/23/2022, 12:56:25 AM",3.651,69.4,100,1,2022-05-23T04:56:25.000Z
"5/23/2022, 1:01:25 AM",3.651,69.4,100,1,2022-05-23T05:01:25.000Z
"5/23/2022, 1:06:25 AM",3.651,69.6,100,1,2022-05-23T05:06:25.000Z
"5/23/2022, 1:11:25 AM",3.651,69.3,100,1,2022-05-23T05:11:25.000Z
"5/23/2022, 1:16:25 AM",3.651,69.4,100,1,2022-05-23T05:16:25.000Z
"5/23/2022, 1:21:25 AM",3.651,69.6,100,1,2022-05-23T05:21:25.000Z
"5/23/2022, 1:26:25 AM",3.65,69.4,100,1,2022-05-23T05:26:25.000Z
"5/23/2022, 1:31:25 AM",3.651,69.4,100,1,2022-05-23T05:31:25.000Z
"5/23/2022, 1:36:25 AM",3.65,69.8,100,1,2022-05-23T05:36:25.000Z
"5/23/2022, 1:41:25 AM",3.65,69.6,100,1,2022-05-23T05:41:25.000Z
"5/23/2022, 1:46:25 AM",3.65,69.8,100,1,2022-05-23T05:46:25.000Z
"5/23/2022, 1:51:25 AM",3.65,69.6,100,1,2022-05-23T05:51:25.000Z
"5/23/2022, 1:56:25 AM",3.65,69.8,100,1,2022-05-23T05:56:25.000Z
"5/23/2022, 2:01:25 AM",3.65,69.6,100,1,2022-05-23T06:01:25.000Z
"5/23/2022, 2:06:25 AM",3.65,69.6,100,1,2022-05-23T06:06:25.000Z
"5/23/2022, 2:11:25 AM",3.65,69.8,100,1,2022-05-23T06:11:25.000Z
"5/23/2022, 2:16:25 AM",3.65,69.8,100,1,2022-05-23T06:16:25.000Z
"5/23/2022, 2:21:25 AM",3.65,69.4,100,1,2022-05-23T06:21:25.000Z
"5/23/2022, 2:26:25 AM",3.65,69.4,100,1,2022-05-23T06:26:25.000Z
"5/23/2022, 2:31:25 AM",3.65,69.4,100,1,2022-05-23T06:31:25.000Z
"5/23/2022, 2:36:25 AM",3.65,69.4,100,1,2022-05-23T06:36:25.000Z
"5/23/2022, 2:41:25 AM",3.65,69.3,100,1,2022-05-23T06:41:25.000Z
"5/23/2022, 2:46:25 AM",3.65,68.9,100,1,2022-05-23T06:46:25.000Z
"5/23/2022, 2:51:25 AM",3.65,68.5,100,1,2022-05-23T06:51:25.000Z
"5/23/2022, 2:56:25 AM",3.65,68.4,100,1,2022-05-23T06:56:25.000Z
"5/23/2022, 3:01:25 AM",3.65,68.5,100,1,2022-05-23T07:01:25.000Z
"5/23/2022, 3:06:25 AM",3.65,68.4,100,1,2022-05-23T07:06:25.000Z
"5/23/2022, 3:11:25 AM",3.65,68.2,100,1,2022-05-23T07:11:25.000Z
"5/23/2022, 3:16:25 AM",3.651,68.2,100,1,2022-05-23T07:16:25.000Z
"5/23/2022, 3:21:25 AM",3.65,67.8,100,1,2022-05-23T07:21:25.000Z
"5/23/2022, 3:26:25 AM",3.651,67.8,100,1,2022-05-23T07:26:25.000Z
"5/23/2022, 3:31:25 AM",3.651,67.6,100,1,2022-05-23T07:31:25.000Z
"5/23/2022, 3:36:25 AM",3.65,67.5,100,1,2022-05-23T07:36:25.000Z
"5/23/2022, 3:41:25 AM",3.651,67.1,100,1,2022-05-23T07:41:25.000Z
"5/23/2022, 3:46:25 AM",3.651,66.9,100,1,2022-05-23T07:46:25.000Z
"5/23/2022, 3:51:25 AM",3.651,66.9,100,1,2022-05-23T07:51:25.000Z
"5/23/2022, 3:56:25 AM",3.651,67.1,100,1,2022-05-23T07:56:25.000Z
"5/23/2022, 4:01:25 AM",3.651,66.9,100,1,2022-05-23T08:01:25.000Z
"5/23/2022, 4:06:25 AM",3.651,66.7,100,1,2022-05-23T08:06:25.000Z
"5/23/2022, 4:11:25 AM",3.651,66.4,100,1,2022-05-23T08:11:25.000Z
"5/23/2022, 4:16:25 AM",3.651,66.2,100,1,2022-05-23T08:16:25.000Z
"5/23/2022, 4:21:25 AM",3.651,66.2,100,1,2022-05-23T08:21:25.000Z
"5/23/2022, 4:26:25 AM",3.651,66,100,1,2022-05-23T08:26:25.000Z
"5/23/2022, 4:31:25 AM",3.651,66.4,100,1,2022-05-23T08:31:25.000Z
"5/23/2022, 4:36:25 AM",3.651,66,100,1,2022-05-23T08:36:25.000Z
"5/23/2022, 4:41:25 AM",3.651,65.7,100,1,2022-05-23T08:41:25.000Z
"5/23/2022, 4:46:25 AM",3.651,65.7,100,1,2022-05-23T08:46:25.000Z
"5/23/2022, 4:51:25 AM",3.651,66.2,100,1,2022-05-23T08:51:25.000Z
"5/23/2022, 4:56:25 AM",3.651,66,100,1,2022-05-23T08:56:25.000Z
"5/23/2022, 5:01:25 AM",3.651,66.2,100,1,2022-05-23T09:01:25.000Z
"5/23/2022, 5:06:25 AM",3.651,66.2,100,1,2022-05-23T09:06:25.000Z
"5/23/2022, 5:11:25 AM",3.651,66,100,1,2022-05-23T09:11:25.000Z
"5/23/2022, 5:16:25 AM",3.651,66.4,100,1,2022-05-23T09:16:25.000Z
"5/23/2022, 5:21:25 AM",3.651,66.6,100,1,2022-05-23T09:21:25.000Z
"5/23/2022, 5:26:25 AM",3.65,66.6,100,1,2022-05-23T09:26:25.000Z
"5/23/2022, 5:31:25 AM",3.651,66.4,100,1,2022-05-23T09:31:25.000Z
"5/23/2022, 5:36:25 AM",3.65,66.2,100,1,2022-05-23T09:36:25.000Z
"5/23/2022, 5:41:25 AM",3.651,66.2,100,1,2022-05-23T09:41:25.000Z
"5/23/2022, 5:46:25 AM",3.651,66.2,100,1,2022-05-23T09:46:25.000Z
"5/23/2022, 5:51:25 AM",3.651,66.2,100,1,2022-05-23T09:51:25.000Z
"5/23/2022, 5:56:25 AM",3.65,66,100,1,2022-05-23T09:56:25.000Z
"5/23/2022, 6:01:25 AM",3.65,66.2,100,1,2022-05-23T10:01:25.000Z
"5/23/2022, 6:06:25 AM",3.651,66.2,100,1,2022-05-23T10:06:25.000Z
"5/23/2022, 6:11:25 AM",3.65,66.2,100,1,2022-05-23T10:11:25.000Z
"5/23/2022, 6:16:25 AM",3.651,66.4,100,1,2022-05-23T10:16:25.000Z
"5/23/2022, 6:21:25 AM",3.651,66,100,1,2022-05-23T10:21:25.000Z
"5/23/2022, 6:26:25 AM",3.65,65.8,100,1,2022-05-23T10:26:25.000Z
"5/23/2022, 6:31:25 AM",3.65,66.2,100,1,2022-05-23T10:31:25.000Z
"5/23/2022, 6:36:25 AM",3.65,66.2,100,1,2022-05-23T10:36:25.000Z
"5/23/2022, 6:41:25 AM",3.65,66.2,100,1,2022-05-23T10:41:25.000Z
"5/23/2022, 6:46:25 AM",3.65,66.2,100,1,2022-05-23T10:46:25.000Z
"5/23/2022, 6:51:25 AM",3.65,66.2,100,1,2022-05-23T10:51:25.000Z
"5/23/2022, 6:56:25 AM",3.65,65.8,100,1,2022-05-23T10:56:25.000Z
"5/23/2022, 7:01:25 AM",3.65,66.2,100,1,2022-05-23T11:01:25.000Z
"5/23/2022, 7:06:25 AM",3.65,66.2,100,1,2022-05-23T11:06:25.000Z
"5/23/2022, 7:11:25 AM",3.65,66.2,100,1,2022-05-23T11:11:25.000Z
"5/23/2022, 7:16:25 AM",3.65,66.2,100,1,2022-05-23T11:16:25.000Z
"5/23/2022, 7:21:25 AM",3.65,66.2,100,1,2022-05-23T11:21:25.000Z
"5/23/2022, 7:26:25 AM",3.65,66.2,100,1,2022-05-23T11:26:25.000Z
"5/23/2022, 7:31:25 AM",3.65,66.7,100,1,2022-05-23T11:31:25.000Z
"5/23/2022, 7:36:25 AM",3.65,66.4,100,1,2022-05-23T11:36:25.000Z
"5/23/2022, 7:41:25 AM",3.65,66.6,100,1,2022-05-23T11:41:25.000Z
"5/23/2022, 7:46:25 AM",3.65,66.6,100,1,2022-05-23T11:46:25.000Z
"5/23/2022, 7:51:25 AM",3.65,66.7,100,1,2022-05-23T11:51:25.000Z
"5/23/2022, 7:56:25 AM",3.65,66.9,100,1,2022-05-23T11:56:25.000Z
"5/23/2022, 8:01:25 AM",3.65,66.9,100,1,2022-05-23T12:01:25.000Z
"5/23/2022, 8:06:25 AM",3.649,66.9,100,1,2022-05-23T12:06:25.000Z
"5/23/2022, 8:11:25 AM",3.65,66.9,100,1,2022-05-23T12:11:25.000Z
"5/23/2022, 8:16:25 AM",3.65,67.3,100,1,2022-05-23T12:16:25.000Z
"5/23/2022, 8:21:25 AM",3.649,67.5,100,1,2022-05-23T12:21:25.000Z
"5/23/2022, 8:26:25 AM",3.65,67.3,100,1,2022-05-23T12:26:25.000Z
"5/23/2022, 8:31:25 AM",3.65,67.5,100,1,2022-05-23T12:31:25.000Z
"5/23/2022, 8:36:25 AM",3.65,67.6,100,1,2022-05-23T12:36:25.000Z
"5/23/2022, 8:41:25 AM",3.649,67.8,100,1,2022-05-23T12:41:25.000Z
"5/23/2022, 8:46:25 AM",3.649,68.2,100,1,2022-05-23T12:46:25.000Z
"5/23/2022, 8:51:25 AM",3.649,68.2,100,1,2022-05-23T12:51:25.000Z
"5/23/2022, 8:56:25 AM",3.65,68.2,100,1,2022-05-23T12:56:25.000Z
"5/23/2022, 9:01:25 AM",3.649,68.2,100,1,2022-05-23T13:01:25.000Z
"5/23/2022, 9:06:25 AM",3.649,68.2,100,0,2022-05-23T13:06:25.000Z
"5/23/2022, 9:11:25 AM",3.649,68.4,100,0,2022-05-23T13:11:25.000Z
"5/23/2022, 9:16:25 AM",3.649,68.4,100,0,2022-05-23T13:16:25.000Z
"5/23/2022, 9:21:25 AM",3.649,68.5,100,0,2022-05-23T13:21:25.000Z
"5/23/2022, 9:26:25 AM",3.649,68.9,100,1,2022-05-23T13:26:25.000Z
"5/23/2022, 9:31:25 AM",3.649,69.3,100,1,2022-05-23T13:31:25.000Z
"5/23/2022, 9:36:25 AM",3.649,69.8,100,1,2022-05-23T13:36:25.000Z
"5/23/2022, 9:41:25 AM",3.648,70.2,100,1,2022-05-23T13:41:25.000Z
"5/23/2022, 9:46:25 AM",3.648,70.2,100,1,2022-05-23T13:46:25.000Z
"5/23/2022, 9:51:25 AM",3.648,70.5,100,1,2022-05-23T13:51:25.000Z
"5/23/2022, 9:56:25 AM",3.648,70.9,100,1,2022-05-23T13:56:25.000Z
"5/23/2022, 10:01:25 AM",3.648,71.1,100,0,2022-05-23T14:01:25.000Z
"5/23/2022, 10:06:25 AM",3.648,71.4,100,0,2022-05-23T14:06:25.000Z
"5/23/2022, 10:11:25 AM",3.648,71.4,100,1,2022-05-23T14:11:25.000Z
"5/23/2022, 10:16:25 AM",3.647,71.8,100,1,2022-05-23T14:16:25.000Z
"5/23/2022, 10:21:25 AM",3.647,72.5,100,1,2022-05-23T14:21:25.000Z
