Instrument:,NH3-211205141,,,,
Name:,Biosolids Dewatering,,,,
Time Zone Offset (Minutes):,-300,,,,
Orignal File Name:,"C:\Users\Phil.Bennington\Documents\Aculog NH3\NH3-211205141_4_22_2022, 7_27_14 AM --- 4_29_2022, 9_12_14 AM.acrudata",,,,
Session ID:,39018,,,,
Session 1st Title:,"NH3-211205141_4_22_2022, 7_27_14 AM --- 4_29_2022, 9_12_14 AM",,,,
Session Start:,"4/22/2022, 6:27:14 AM",,,,
Session End:,"4/29/2022, 8:12:14 AM",,,,
,,,,,
Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),NH3 (PPM),ISO time
"4/25/2022, 2:03:14 PM",3.658,77.4,75.4,7,2022-04-25T19:03:14.000Z
"4/25/2022, 2:06:14 PM",3.657,77.4,75.4,7,2022-04-25T19:06:14.000Z
"4/25/2022, 2:09:14 PM",3.658,77.4,75.4,7,2022-04-25T19:09:14.000Z
"4/25/2022, 2:12:14 PM",3.657,77.4,75.5,8,2022-04-25T19:12:14.000Z
"4/25/2022, 2:15:14 PM",3.657,77.2,75.5,8,2022-04-25T19:15:14.000Z
"4/25/2022, 2:18:14 PM",3.658,77.2,75.5,8,2022-04-25T19:18:14.000Z
"4/25/2022, 2:21:14 PM",3.658,77.2,75.5,8,2022-04-25T19:21:14.000Z
"4/25/2022, 2:24:14 PM",3.658,77.2,75.6,8,2022-04-25T19:24:14.000Z
"4/25/2022, 2:27:14 PM",3.657,77.2,75.6,8,2022-04-25T19:27:14.000Z
"4/25/2022, 2:30:14 PM",3.657,77,75.6,8,2022-04-25T19:30:14.000Z
"4/25/2022, 2:33:14 PM",3.657,77,75.6,8,2022-04-25T19:33:14.000Z
"4/25/2022, 2:36:14 PM",3.657,77,75.6,8,2022-04-25T19:36:14.000Z
"4/25/2022, 2:39:14 PM",3.657,77,75.7,8,2022-04-25T19:39:14.000Z
"4/25/2022, 2:42:14 PM",3.658,76.8,75.7,7,2022-04-25T19:42:14.000Z
"4/25/2022, 2:45:14 PM",3.657,76.8,75.7,7,2022-04-25T19:45:14.000Z
"4/25/2022, 2:48:14 PM",3.657,76.6,75.7,8,2022-04-25T19:48:14.000Z
"4/25/2022, 2:51:14 PM",3.658,76.5,75.7,7,2022-04-25T19:51:14.000Z
"4/25/2022, 2:54:14 PM",3.658,76.3,75.7,7,2022-04-25T19:54:14.000Z
"4/25/2022, 2:57:14 PM",3.658,76.1,75.7,7,2022-04-25T19:57:14.000Z
"4/25/2022, 3:00:14 PM",3.658,75.7,75.6,7,2022-04-25T20:00:14.000Z
"4/25/2022, 3:03:14 PM",3.658,75.6,75.6,6,2022-04-25T20:03:14.000Z
"4/25/2022, 3:06:14 PM",3.658,75.4,75.6,6,2022-04-25T20:06:14.000Z
"4/25/2022, 3:09:14 PM",3.658,75.2,75.6,6,2022-04-25T20:09:14.000Z
"4/25/2022, 3:12:14 PM",3.658,75,75.5,6,2022-04-25T20:12:14.000Z
"4/25/2022, 3:15:14 PM",3.658,74.7,75.6,6,2022-04-25T20:15:14.000Z
"4/25/2022, 3:18:14 PM",3.658,74.5,75.6,6,2022-04-25T20:18:14.000Z
"4/25/2022, 3:21:14 PM",3.658,74.5,75.6,6,2022-04-25T20:21:14.000Z
"4/25/2022, 3:24:14 PM",3.658,74.3,75.6,6,2022-04-25T20:24:14.000Z
"4/25/2022, 3:27:14 PM",3.658,74.1,75.6,6,2022-04-25T20:27:14.000Z
"4/25/2022, 3:30:14 PM",3.658,74.1,75.7,6,2022-04-25T20:30:14.000Z
"4/25/2022, 3:33:14 PM",3.658,73.9,75.7,6,2022-04-25T20:33:14.000Z
"4/25/2022, 3:36:14 PM",3.658,73.9,75.7,6,2022-04-25T20:36:14.000Z
"4/25/2022, 3:39:14 PM",3.658,73.9,75.7,6,2022-04-25T20:39:14.000Z
"4/25/2022, 3:42:14 PM",3.658,73.8,75.8,6,2022-04-25T20:42:14.000Z
"4/25/2022, 3:45:14 PM",3.658,73.8,75.9,6,2022-04-25T20:45:14.000Z
"4/25/2022, 3:48:14 PM",3.658,73.8,75.9,6,2022-04-25T20:48:14.000Z
"4/25/2022, 3:51:14 PM",3.658,73.6,76,6,2022-04-25T20:51:14.000Z
"4/25/2022, 3:54:14 PM",3.658,73.6,76,6,2022-04-25T20:54:14.000Z
"4/25/2022, 3:57:14 PM",3.658,73.4,76.1,6,2022-04-25T20:57:14.000Z
"4/25/2022, 4:00:14 PM",3.658,73.4,76.1,6,2022-04-25T21:00:14.000Z
"4/25/2022, 4:03:14 PM",3.658,73.4,76.2,7,2022-04-25T21:03:14.000Z
"4/25/2022, 4:06:14 PM",3.658,73.4,76.2,6,2022-04-25T21:06:14.000Z
"4/25/2022, 4:09:14 PM",3.658,73.6,76.3,7,2022-04-25T21:09:14.000Z
"4/25/2022, 4:12:14 PM",3.658,73.6,76.4,7,2022-04-25T21:12:14.000Z
"4/25/2022, 4:15:14 PM",3.658,73.6,76.4,7,2022-04-25T21:15:14.000Z
"4/25/2022, 4:18:14 PM",3.658,73.8,76.5,6,2022-04-25T21:18:14.000Z
"4/25/2022, 4:21:14 PM",3.658,73.9,76.6,7,2022-04-25T21:21:14.000Z
"4/25/2022, 4:24:14 PM",3.658,73.9,76.7,7,2022-04-25T21:24:14.000Z
"4/25/2022, 4:27:14 PM",3.658,73.9,76.8,6,2022-04-25T21:27:14.000Z
"4/25/2022, 4:30:14 PM",3.658,74.1,76.8,7,2022-04-25T21:30:14.000Z
"4/25/2022, 4:33:14 PM",3.658,74.1,76.9,6,2022-04-25T21:33:14.000Z
"4/25/2022, 4:36:14 PM",3.658,74.3,76.9,8,2022-04-25T21:36:14.000Z
"4/25/2022, 4:39:14 PM",3.658,74.5,77,9,2022-04-25T21:39:14.000Z
"4/25/2022, 4:42:14 PM",3.658,74.5,77.1,9,2022-04-25T21:42:14.000Z
"4/25/2022, 4:45:14 PM",3.658,74.7,77.3,12,2022-04-25T21:45:14.000Z
"4/25/2022, 4:48:14 PM",3.658,74.8,77.4,12,2022-04-25T21:48:14.000Z
"4/25/2022, 4:51:14 PM",3.658,75,77.6,12,2022-04-25T21:51:14.000Z
"4/25/2022, 4:54:14 PM",3.658,75,77.7,13,2022-04-25T21:54:14.000Z
"4/25/2022, 4:57:14 PM",3.657,75.2,77.8,12,2022-04-25T21:57:14.000Z
"4/25/2022, 5:00:14 PM",3.657,75.2,78,13,2022-04-25T22:00:14.000Z
"4/25/2022, 5:03:14 PM",3.657,75.4,78.1,13,2022-04-25T22:03:14.000Z
"4/25/2022, 5:06:14 PM",3.657,75.6,78.2,13,2022-04-25T22:06:14.000Z
"4/25/2022, 5:09:14 PM",3.658,75.6,78.4,13,2022-04-25T22:09:14.000Z
"4/25/2022, 5:12:14 PM",3.657,75.7,78.4,13,2022-04-25T22:12:14.000Z
"4/25/2022, 5:15:14 PM",3.657,75.7,78.5,14,2022-04-25T22:15:14.000Z
"4/25/2022, 5:18:14 PM",3.657,75.9,78.6,14,2022-04-25T22:18:14.000Z
"4/25/2022, 5:21:14 PM",3.657,76.1,78.7,14,2022-04-25T22:21:14.000Z
"4/25/2022, 5:24:14 PM",3.657,76.1,78.8,14,2022-04-25T22:24:14.000Z
"4/25/2022, 5:27:14 PM",3.657,76.1,78.9,14,2022-04-25T22:27:14.000Z
"4/25/2022, 5:30:14 PM",3.657,76.3,79,14,2022-04-25T22:30:14.000Z
"4/25/2022, 5:33:14 PM",3.657,76.3,79.1,14,2022-04-25T22:33:14.000Z
"4/25/2022, 5:36:14 PM",3.657,76.3,79.1,14,2022-04-25T22:36:14.000Z
"4/25/2022, 5:39:14 PM",3.657,76.5,79.2,14,2022-04-25T22:39:14.000Z
"4/25/2022, 5:42:14 PM",3.657,76.5,79.3,14,2022-04-25T22:42:14.000Z
"4/25/2022, 5:45:14 PM",3.657,76.5,79.4,14,2022-04-25T22:45:14.000Z
"4/25/2022, 5:48:14 PM",3.657,76.5,79.5,14,2022-04-25T22:48:14.000Z
"4/25/2022, 5:51:14 PM",3.657,76.5,79.5,14,2022-04-25T22:51:14.000Z
"4/25/2022, 5:54:14 PM",3.657,76.5,79.6,14,2022-04-25T22:54:14.000Z
"4/25/2022, 5:57:14 PM",3.657,76.5,79.6,15,2022-04-25T22:57:14.000Z
"4/25/2022, 6:00:14 PM",3.657,76.6,79.7,15,2022-04-25T23:00:14.000Z
"4/25/2022, 6:03:14 PM",3.657,76.6,79.7,15,2022-04-25T23:03:14.000Z
"4/25/2022, 6:06:14 PM",3.657,76.6,79.8,15,2022-04-25T23:06:14.000Z
"4/25/2022, 6:09:14 PM",3.657,76.8,79.8,15,2022-04-25T23:09:14.000Z
"4/25/2022, 6:12:14 PM",3.657,76.8,79.9,15,2022-04-25T23:12:14.000Z
"4/25/2022, 6:15:14 PM",3.657,76.8,80,15,2022-04-25T23:15:14.000Z
"4/25/2022, 6:18:14 PM",3.657,76.8,80,15,2022-04-25T23:18:14.000Z
"4/25/2022, 6:21:14 PM",3.657,76.8,80.1,15,2022-04-25T23:21:14.000Z
"4/25/2022, 6:24:14 PM",3.657,76.8,80.1,15,2022-04-25T23:24:14.000Z
"4/25/2022, 6:27:14 PM",3.657,76.6,80.1,15,2022-04-25T23:27:14.000Z
"4/25/2022, 6:30:14 PM",3.657,76.6,80.2,15,2022-04-25T23:30:14.000Z
"4/25/2022, 6:33:14 PM",3.657,76.6,80.2,15,2022-04-25T23:33:14.000Z
"4/25/2022, 6:36:14 PM",3.657,76.5,80.3,15,2022-04-25T23:36:14.000Z
"4/25/2022, 6:39:14 PM",3.657,76.5,80.2,15,2022-04-25T23:39:14.000Z
"4/25/2022, 6:42:14 PM",3.657,76.5,80.3,15,2022-04-25T23:42:14.000Z
"4/25/2022, 6:45:14 PM",3.657,76.5,80.3,15,2022-04-25T23:45:14.000Z
"4/25/2022, 6:48:14 PM",3.657,76.3,80.4,16,2022-04-25T23:48:14.000Z
"4/25/2022, 6:51:14 PM",3.657,76.3,80.4,15,2022-04-25T23:51:14.000Z
"4/25/2022, 6:54:14 PM",3.657,76.3,80.5,16,2022-04-25T23:54:14.000Z
"4/25/2022, 6:57:14 PM",3.657,76.3,80.5,15,2022-04-25T23:57:14.000Z
"4/25/2022, 7:00:14 PM",3.657,76.3,80.5,15,2022-04-26T00:00:14.000Z
"4/25/2022, 7:03:14 PM",3.658,76.1,80.5,15,2022-04-26T00:03:14.000Z
"4/25/2022, 7:06:14 PM",3.657,76.1,80.5,15,2022-04-26T00:06:14.000Z
"4/25/2022, 7:09:14 PM",3.657,75.9,80.6,15,2022-04-26T00:09:14.000Z
"4/25/2022, 7:12:14 PM",3.657,75.9,80.6,16,2022-04-26T00:12:14.000Z
"4/25/2022, 7:15:14 PM",3.658,75.9,80.7,16,2022-04-26T00:15:14.000Z
"4/25/2022, 7:18:14 PM",3.657,75.7,80.6,16,2022-04-26T00:18:14.000Z
"4/25/2022, 7:21:14 PM",3.658,75.7,80.7,16,2022-04-26T00:21:14.000Z
"4/25/2022, 7:24:14 PM",3.658,75.7,80.7,15,2022-04-26T00:24:14.000Z
"4/25/2022, 7:27:14 PM",3.657,75.7,80.7,15,2022-04-26T00:27:14.000Z
"4/25/2022, 7:30:14 PM",3.657,75.6,80.8,15,2022-04-26T00:30:14.000Z
"4/25/2022, 7:33:14 PM",3.657,75.6,80.8,15,2022-04-26T00:33:14.000Z
"4/25/2022, 7:36:14 PM",3.657,75.4,80.8,15,2022-04-26T00:36:14.000Z
"4/25/2022, 7:39:14 PM",3.657,75.4,80.8,15,2022-04-26T00:39:14.000Z
"4/25/2022, 7:42:14 PM",3.657,75.4,80.8,15,2022-04-26T00:42:14.000Z
"4/25/2022, 7:45:14 PM",3.658,75.2,80.8,15,2022-04-26T00:45:14.000Z
"4/25/2022, 7:48:14 PM",3.657,75.2,80.8,15,2022-04-26T00:48:14.000Z
"4/25/2022, 7:51:14 PM",3.657,75,80.8,15,2022-04-26T00:51:14.000Z
"4/25/2022, 7:54:14 PM",3.657,75,80.9,15,2022-04-26T00:54:14.000Z
"4/25/2022, 7:57:14 PM",3.658,74.8,80.9,15,2022-04-26T00:57:14.000Z
"4/25/2022, 8:00:14 PM",3.658,74.8,80.9,15,2022-04-26T01:00:14.000Z
"4/25/2022, 8:03:14 PM",3.657,74.7,80.9,15,2022-04-26T01:03:14.000Z
"4/25/2022, 8:06:14 PM",3.658,74.7,81,15,2022-04-26T01:06:14.000Z
"4/25/2022, 8:09:14 PM",3.658,74.7,81,15,2022-04-26T01:09:14.000Z
"4/25/2022, 8:12:14 PM",3.658,74.5,81,15,2022-04-26T01:12:14.000Z
"4/25/2022, 8:15:14 PM",3.657,74.5,81.1,15,2022-04-26T01:15:14.000Z
"4/25/2022, 8:18:14 PM",3.658,74.5,81.1,15,2022-04-26T01:18:14.000Z
"4/25/2022, 8:21:14 PM",3.657,74.3,81.1,14,2022-04-26T01:21:14.000Z
"4/25/2022, 8:24:14 PM",3.657,74.3,81.2,14,2022-04-26T01:24:14.000Z
"4/25/2022, 8:27:14 PM",3.657,74.3,81.1,14,2022-04-26T01:27:14.000Z
"4/25/2022, 8:30:14 PM",3.658,74.1,81.2,14,2022-04-26T01:30:14.000Z
"4/25/2022, 8:33:14 PM",3.658,74.1,81.2,14,2022-04-26T01:33:14.000Z
"4/25/2022, 8:36:14 PM",3.657,74.1,81.2,14,2022-04-26T01:36:14.000Z
"4/25/2022, 8:39:14 PM",3.657,73.9,81.3,14,2022-04-26T01:39:14.000Z
"4/25/2022, 8:42:14 PM",3.657,73.9,81.3,13,2022-04-26T01:42:14.000Z
"4/25/2022, 8:45:14 PM",3.658,73.9,81.3,13,2022-04-26T01:45:14.000Z
"4/25/2022, 8:48:14 PM",3.657,73.8,81.3,13,2022-04-26T01:48:14.000Z
"4/25/2022, 8:51:14 PM",3.657,73.8,81.4,13,2022-04-26T01:51:14.000Z
"4/25/2022, 8:54:14 PM",3.658,73.6,81.4,12,2022-04-26T01:54:14.000Z
"4/25/2022, 8:57:14 PM",3.658,73.6,81.4,12,2022-04-26T01:57:14.000Z
"4/25/2022, 9:00:14 PM",3.657,73.4,81.4,12,2022-04-26T02:00:14.000Z
"4/25/2022, 9:03:14 PM",3.658,73.4,81.4,12,2022-04-26T02:03:14.000Z
"4/25/2022, 9:06:14 PM",3.657,73.2,81.5,12,2022-04-26T02:06:14.000Z
"4/25/2022, 9:09:14 PM",3.658,73.2,81.5,12,2022-04-26T02:09:14.000Z
"4/25/2022, 9:12:14 PM",3.657,73,81.5,12,2022-04-26T02:12:14.000Z
"4/25/2022, 9:15:14 PM",3.658,73,81.5,11,2022-04-26T02:15:14.000Z
"4/25/2022, 9:18:14 PM",3.658,72.9,81.5,11,2022-04-26T02:18:14.000Z
"4/25/2022, 9:21:14 PM",3.658,72.9,81.6,11,2022-04-26T02:21:14.000Z
"4/25/2022, 9:24:14 PM",3.657,72.7,81.6,12,2022-04-26T02:24:14.000Z
"4/25/2022, 9:27:14 PM",3.658,72.7,81.6,12,2022-04-26T02:27:14.000Z
"4/25/2022, 9:30:14 PM",3.657,72.7,81.6,12,2022-04-26T02:30:14.000Z
"4/25/2022, 9:33:14 PM",3.657,72.5,81.7,12,2022-04-26T02:33:14.000Z
"4/25/2022, 9:36:14 PM",3.658,72.5,81.7,12,2022-04-26T02:36:14.000Z
"4/25/2022, 9:39:14 PM",3.658,72.5,81.7,11,2022-04-26T02:39:14.000Z
"4/25/2022, 9:42:14 PM",3.657,72.3,81.7,12,2022-04-26T02:42:14.000Z
"4/25/2022, 9:45:14 PM",3.658,72.3,81.8,12,2022-04-26T02:45:14.000Z
"4/25/2022, 9:48:14 PM",3.658,72.1,81.8,12,2022-04-26T02:48:14.000Z
"4/25/2022, 9:51:14 PM",3.658,72.1,81.8,12,2022-04-26T02:51:14.000Z
"4/25/2022, 9:54:14 PM",3.658,72.1,81.8,12,2022-04-26T02:54:14.000Z
"4/25/2022, 9:57:14 PM",3.658,72,81.8,11,2022-04-26T02:57:14.000Z
"4/25/2022, 10:00:14 PM",3.657,72,81.9,11,2022-04-26T03:00:14.000Z
"4/25/2022, 10:03:14 PM",3.658,71.8,81.9,11,2022-04-26T03:03:14.000Z
"4/25/2022, 10:06:14 PM",3.658,71.8,81.9,11,2022-04-26T03:06:14.000Z
"4/25/2022, 10:09:14 PM",3.658,71.8,81.9,11,2022-04-26T03:09:14.000Z
"4/25/2022, 10:12:14 PM",3.658,71.6,82,11,2022-04-26T03:12:14.000Z
"4/25/2022, 10:15:14 PM",3.658,71.6,82,11,2022-04-26T03:15:14.000Z
"4/25/2022, 10:18:14 PM",3.658,71.4,82,11,2022-04-26T03:18:14.000Z
"4/25/2022, 10:21:14 PM",3.658,71.4,82,11,2022-04-26T03:21:14.000Z
"4/25/2022, 10:24:14 PM",3.658,71.2,82.1,11,2022-04-26T03:24:14.000Z
"4/25/2022, 10:27:14 PM",3.658,71.1,82.1,11,2022-04-26T03:27:14.000Z
"4/25/2022, 10:30:14 PM",3.658,70.9,82.2,11,2022-04-26T03:30:14.000Z
"4/25/2022, 10:33:14 PM",3.658,70.9,82.2,11,2022-04-26T03:33:14.000Z
"4/25/2022, 10:36:14 PM",3.658,70.7,82.2,11,2022-04-26T03:36:14.000Z
"4/25/2022, 10:39:14 PM",3.658,70.5,82.2,11,2022-04-26T03:39:14.000Z
"4/25/2022, 10:42:14 PM",3.658,70.3,82.2,11,2022-04-26T03:42:14.000Z
"4/25/2022, 10:45:14 PM",3.657,70.3,82.3,11,2022-04-26T03:45:14.000Z
"4/25/2022, 10:48:14 PM",3.658,70.2,82.3,11,2022-04-26T03:48:14.000Z
"4/25/2022, 10:51:14 PM",3.657,70.2,82.3,11,2022-04-26T03:51:14.000Z
"4/25/2022, 10:54:14 PM",3.658,70,82.3,11,2022-04-26T03:54:14.000Z
"4/25/2022, 10:57:14 PM",3.657,69.8,82.3,11,2022-04-26T03:57:14.000Z
"4/25/2022, 11:00:14 PM",3.658,69.8,82.4,11,2022-04-26T04:00:14.000Z
"4/25/2022, 11:03:14 PM",3.658,69.6,82.4,11,2022-04-26T04:03:14.000Z
"4/25/2022, 11:06:14 PM",3.658,69.6,82.4,11,2022-04-26T04:06:14.000Z
"4/25/2022, 11:09:14 PM",3.658,69.4,82.5,11,2022-04-26T04:09:14.000Z
"4/25/2022, 11:12:14 PM",3.658,69.4,82.4,11,2022-04-26T04:12:14.000Z
"4/25/2022, 11:15:14 PM",3.658,69.3,82.5,11,2022-04-26T04:15:14.000Z
"4/25/2022, 11:18:14 PM",3.658,69.3,82.5,11,2022-04-26T04:18:14.000Z
"4/25/2022, 11:21:14 PM",3.658,69.1,82.5,11,2022-04-26T04:21:14.000Z
"4/25/2022, 11:24:14 PM",3.657,69.1,82.6,11,2022-04-26T04:24:14.000Z
"4/25/2022, 11:27:14 PM",3.658,69.1,82.6,11,2022-04-26T04:27:14.000Z
"4/25/2022, 11:30:14 PM",3.658,69.1,82.6,11,2022-04-26T04:30:14.000Z
"4/25/2022, 11:33:14 PM",3.658,68.9,82.6,12,2022-04-26T04:33:14.000Z
"4/25/2022, 11:36:14 PM",3.658,68.9,82.7,12,2022-04-26T04:36:14.000Z
"4/25/2022, 11:39:14 PM",3.658,68.7,82.7,12,2022-04-26T04:39:14.000Z
"4/25/2022, 11:42:14 PM",3.657,68.7,82.7,12,2022-04-26T04:42:14.000Z
"4/25/2022, 11:45:14 PM",3.657,68.7,82.7,12,2022-04-26T04:45:14.000Z
"4/25/2022, 11:48:14 PM",3.657,68.5,82.7,12,2022-04-26T04:48:14.000Z
"4/25/2022, 11:51:14 PM",3.657,68.5,82.7,12,2022-04-26T04:51:14.000Z
"4/25/2022, 11:54:14 PM",3.657,68.4,82.8,12,2022-04-26T04:54:14.000Z
"4/25/2022, 11:57:14 PM",3.657,68.4,82.8,12,2022-04-26T04:57:14.000Z
"4/26/2022, 12:00:14 AM",3.658,68.2,82.8,11,2022-04-26T05:00:14.000Z
"4/26/2022, 12:03:14 AM",3.658,68.2,82.8,12,2022-04-26T05:03:14.000Z
"4/26/2022, 12:06:14 AM",3.657,68.2,82.9,12,2022-04-26T05:06:14.000Z
"4/26/2022, 12:09:14 AM",3.658,68,82.9,12,2022-04-26T05:09:14.000Z
"4/26/2022, 12:12:14 AM",3.657,68,82.9,11,2022-04-26T05:12:14.000Z
"4/26/2022, 12:15:14 AM",3.657,68,83,11,2022-04-26T05:15:14.000Z
"4/26/2022, 12:18:14 AM",3.657,67.8,83,11,2022-04-26T05:18:14.000Z
"4/26/2022, 12:21:14 AM",3.658,67.8,83,11,2022-04-26T05:21:14.000Z
"4/26/2022, 12:24:14 AM",3.657,67.8,83,11,2022-04-26T05:24:14.000Z
"4/26/2022, 12:27:14 AM",3.657,67.8,83,11,2022-04-26T05:27:14.000Z
"4/26/2022, 12:30:14 AM",3.657,67.8,83,11,2022-04-26T05:30:14.000Z
"4/26/2022, 12:33:14 AM",3.657,67.6,83,11,2022-04-26T05:33:14.000Z
"4/26/2022, 12:36:14 AM",3.657,67.6,83,11,2022-04-26T05:36:14.000Z
"4/26/2022, 12:39:14 AM",3.657,67.6,83.1,11,2022-04-26T05:39:14.000Z
"4/26/2022, 12:42:14 AM",3.657,67.6,83.1,11,2022-04-26T05:42:14.000Z
"4/26/2022, 12:45:14 AM",3.657,67.5,83.2,11,2022-04-26T05:45:14.000Z
"4/26/2022, 12:48:14 AM",3.657,67.5,83.2,11,2022-04-26T05:48:14.000Z
"4/26/2022, 12:51:14 AM",3.657,67.5,83.2,11,2022-04-26T05:51:14.000Z
"4/26/2022, 12:54:14 AM",3.657,67.3,83.2,11,2022-04-26T05:54:14.000Z
"4/26/2022, 12:57:14 AM",3.657,67.3,83.2,11,2022-04-26T05:57:14.000Z
"4/26/2022, 1:00:14 AM",3.657,67.3,83.3,11,2022-04-26T06:00:14.000Z
"4/26/2022, 1:03:14 AM",3.657,67.1,83.3,11,2022-04-26T06:03:14.000Z
"4/26/2022, 1:06:14 AM",3.657,67.1,83.3,11,2022-04-26T06:06:14.000Z
"4/26/2022, 1:09:14 AM",3.657,67.1,83.3,11,2022-04-26T06:09:14.000Z
"4/26/2022, 1:12:14 AM",3.657,66.9,83.3,10,2022-04-26T06:12:14.000Z
"4/26/2022, 1:15:14 AM",3.657,66.9,83.4,10,2022-04-26T06:15:14.000Z
"4/26/2022, 1:18:14 AM",3.657,66.9,83.4,10,2022-04-26T06:18:14.000Z
"4/26/2022, 1:21:14 AM",3.657,66.9,83.4,10,2022-04-26T06:21:14.000Z
"4/26/2022, 1:24:14 AM",3.657,66.9,83.4,10,2022-04-26T06:24:14.000Z
"4/26/2022, 1:27:14 AM",3.657,66.9,83.5,10,2022-04-26T06:27:14.000Z
"4/26/2022, 1:30:14 AM",3.657,66.7,83.5,10,2022-04-26T06:30:14.000Z
"4/26/2022, 1:33:14 AM",3.657,66.7,83.5,10,2022-04-26T06:33:14.000Z
"4/26/2022, 1:36:14 AM",3.657,66.7,83.5,10,2022-04-26T06:36:14.000Z
"4/26/2022, 1:39:14 AM",3.657,66.6,83.6,10,2022-04-26T06:39:14.000Z
"4/26/2022, 1:42:14 AM",3.657,66.6,83.6,10,2022-04-26T06:42:14.000Z
"4/26/2022, 1:45:14 AM",3.657,66.6,83.6,10,2022-04-26T06:45:14.000Z
"4/26/2022, 1:48:14 AM",3.657,66.4,83.7,10,2022-04-26T06:48:14.000Z
"4/26/2022, 1:51:14 AM",3.657,66.4,83.7,10,2022-04-26T06:51:14.000Z
"4/26/2022, 1:54:14 AM",3.657,66.2,83.7,10,2022-04-26T06:54:14.000Z
"4/26/2022, 1:57:14 AM",3.657,66.2,83.8,10,2022-04-26T06:57:14.000Z
"4/26/2022, 2:00:14 AM",3.657,66.2,83.7,10,2022-04-26T07:00:14.000Z
"4/26/2022, 2:03:14 AM",3.657,66.2,83.8,10,2022-04-26T07:03:14.000Z
"4/26/2022, 2:06:14 AM",3.657,66,83.8,11,2022-04-26T07:06:14.000Z
"4/26/2022, 2:09:14 AM",3.657,66,83.8,10,2022-04-26T07:09:14.000Z
"4/26/2022, 2:12:14 AM",3.657,65.8,83.9,11,2022-04-26T07:12:14.000Z
"4/26/2022, 2:15:14 AM",3.657,65.8,83.8,10,2022-04-26T07:15:14.000Z
"4/26/2022, 2:18:14 AM",3.657,65.8,83.9,10,2022-04-26T07:18:14.000Z
"4/26/2022, 2:21:14 AM",3.657,65.8,83.9,10,2022-04-26T07:21:14.000Z
"4/26/2022, 2:24:14 AM",3.657,65.7,83.9,10,2022-04-26T07:24:14.000Z
"4/26/2022, 2:27:14 AM",3.656,65.7,84,11,2022-04-26T07:27:14.000Z
"4/26/2022, 2:30:14 AM",3.657,65.7,84,11,2022-04-26T07:30:14.000Z
"4/26/2022, 2:33:14 AM",3.657,65.7,84,11,2022-04-26T07:33:14.000Z
"4/26/2022, 2:36:14 AM",3.656,65.7,84,11,2022-04-26T07:36:14.000Z
"4/26/2022, 2:39:14 AM",3.657,65.5,84,11,2022-04-26T07:39:14.000Z
"4/26/2022, 2:42:14 AM",3.657,65.5,84.1,11,2022-04-26T07:42:14.000Z
"4/26/2022, 2:45:14 AM",3.657,65.3,84.1,11,2022-04-26T07:45:14.000Z
"4/26/2022, 2:48:14 AM",3.656,65.3,84.1,11,2022-04-26T07:48:14.000Z
"4/26/2022, 2:51:14 AM",3.656,65.1,84.1,11,2022-04-26T07:51:14.000Z
"4/26/2022, 2:54:14 AM",3.656,65.1,84.2,11,2022-04-26T07:54:14.000Z
"4/26/2022, 2:57:14 AM",3.657,64.9,84.2,11,2022-04-26T07:57:14.000Z
"4/26/2022, 3:00:14 AM",3.657,64.9,84.2,11,2022-04-26T08:00:14.000Z
"4/26/2022, 3:03:14 AM",3.656,64.8,84.2,11,2022-04-26T08:03:14.000Z
"4/26/2022, 3:06:14 AM",3.657,64.8,84.3,11,2022-04-26T08:06:14.000Z
"4/26/2022, 3:09:14 AM",3.656,64.6,84.2,11,2022-04-26T08:09:14.000Z
"4/26/2022, 3:12:14 AM",3.656,64.6,84.3,11,2022-04-26T08:12:14.000Z
"4/26/2022, 3:15:14 AM",3.656,64.6,84.3,11,2022-04-26T08:15:14.000Z
"4/26/2022, 3:18:14 AM",3.656,64.4,84.3,11,2022-04-26T08:18:14.000Z
"4/26/2022, 3:21:14 AM",3.656,64.4,84.3,11,2022-04-26T08:21:14.000Z
"4/26/2022, 3:24:14 AM",3.656,64.2,84.3,11,2022-04-26T08:24:14.000Z
"4/26/2022, 3:27:14 AM",3.656,64.2,84.3,11,2022-04-26T08:27:14.000Z
"4/26/2022, 3:30:14 AM",3.656,64,84.4,11,2022-04-26T08:30:14.000Z
"4/26/2022, 3:33:14 AM",3.657,64,84.4,11,2022-04-26T08:33:14.000Z
"4/26/2022, 3:36:14 AM",3.657,64,84.4,11,2022-04-26T08:36:14.000Z
"4/26/2022, 3:39:14 AM",3.656,64,84.4,11,2022-04-26T08:39:14.000Z
"4/26/2022, 3:42:14 AM",3.656,63.9,84.4,11,2022-04-26T08:42:14.000Z
"4/26/2022, 3:45:14 AM",3.657,63.9,84.4,11,2022-04-26T08:45:14.000Z
"4/26/2022, 3:48:14 AM",3.656,63.9,84.4,11,2022-04-26T08:48:14.000Z
"4/26/2022, 3:51:14 AM",3.656,64,84.5,11,2022-04-26T08:51:14.000Z
"4/26/2022, 3:54:14 AM",3.656,64,84.5,11,2022-04-26T08:54:14.000Z
"4/26/2022, 3:57:14 AM",3.656,64,84.5,12,2022-04-26T08:57:14.000Z
"4/26/2022, 4:00:14 AM",3.656,64,84.5,11,2022-04-26T09:00:14.000Z
"4/26/2022, 4:03:14 AM",3.656,64,84.6,11,2022-04-26T09:03:14.000Z
