Instrument:,NH3-211205141,,,,
Name:,Biosolids Dewatering,,,,
Time Zone Offset (Minutes):,-300,,,,
Orignal File Name:,"C:\Users\Phil.Bennington\Documents\Aculog NH3\NH3-211205141_5_19_2022, 1_42_12 PM --- 5_31_2022, 8_12_12 AM.acrudata",,,,
Session ID:,31028,,,,
Session 1st Title:,"NH3-211205141_5_19_2022, 1_42_12 PM --- 5_31_2022, 8_12_12 AM",,,,
Session Start:,"5/19/2022, 12:42:12 PM",,,,
Session End:,"5/31/2022, 7:12:12 AM",,,,
,,,,,
Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),NH3 (PPM),ISO time
"5/21/2022, 9:00:12 AM",3.659,85.6,88.8,28,2022-05-21T14:00:12.000Z
"5/21/2022, 9:03:12 AM",3.658,85.6,88.8,30,2022-05-21T14:03:12.000Z
"5/21/2022, 9:06:12 AM",3.659,85.8,88.8,29,2022-05-21T14:06:12.000Z
"5/21/2022, 9:09:12 AM",3.658,85.8,88.8,30,2022-05-21T14:09:12.000Z
"5/21/2022, 9:12:12 AM",3.658,85.8,88.8,30,2022-05-21T14:12:12.000Z
"5/21/2022, 9:15:12 AM",3.658,85.8,88.8,30,2022-05-21T14:15:12.000Z
"5/21/2022, 9:18:12 AM",3.658,86,88.8,30,2022-05-21T14:18:12.000Z
"5/21/2022, 9:21:12 AM",3.658,86,88.9,29,2022-05-21T14:21:12.000Z
"5/21/2022, 9:24:12 AM",3.658,86.2,88.9,30,2022-05-21T14:24:12.000Z
"5/21/2022, 9:27:12 AM",3.658,86.2,88.9,29,2022-05-21T14:27:12.000Z
"5/21/2022, 9:30:12 AM",3.658,86.4,88.9,29,2022-05-21T14:30:12.000Z
"5/21/2022, 9:33:12 AM",3.658,86.4,88.9,30,2022-05-21T14:33:12.000Z
"5/21/2022, 9:36:12 AM",3.658,86.5,88.9,32,2022-05-21T14:36:12.000Z
"5/21/2022, 9:39:12 AM",3.658,86.7,88.9,33,2022-05-21T14:39:12.000Z
"5/21/2022, 9:42:12 AM",3.658,86.9,88.9,35,2022-05-21T14:42:12.000Z
"5/21/2022, 9:45:12 AM",3.658,87.1,88.9,32,2022-05-21T14:45:12.000Z
"5/21/2022, 9:48:12 AM",3.658,87.3,88.9,35,2022-05-21T14:48:12.000Z
"5/21/2022, 9:51:12 AM",3.658,87.3,88.9,36,2022-05-21T14:51:12.000Z
"5/21/2022, 9:54:12 AM",3.658,87.6,88.9,36,2022-05-21T14:54:12.000Z
"5/21/2022, 9:57:12 AM",3.658,87.8,89,34,2022-05-21T14:57:12.000Z
"5/21/2022, 10:00:12 AM",3.658,88,89,34,2022-05-21T15:00:12.000Z
"5/21/2022, 10:03:12 AM",3.658,88.2,88.9,36,2022-05-21T15:03:12.000Z
"5/21/2022, 10:06:12 AM",3.658,88.3,89,33,2022-05-21T15:06:12.000Z
"5/21/2022, 10:09:12 AM",3.658,88.5,88.9,34,2022-05-21T15:09:12.000Z
"5/21/2022, 10:12:12 AM",3.658,88.7,88.9,36,2022-05-21T15:12:12.000Z
"5/21/2022, 10:15:12 AM",3.658,88.9,88.9,35,2022-05-21T15:15:12.000Z
"5/21/2022, 10:18:12 AM",3.658,88.9,88.9,36,2022-05-21T15:18:12.000Z
"5/21/2022, 10:21:12 AM",3.658,89.1,88.9,35,2022-05-21T15:21:12.000Z
"5/21/2022, 10:24:12 AM",3.658,89.4,88.9,32,2022-05-21T15:24:12.000Z
"5/21/2022, 10:27:12 AM",3.658,89.6,88.8,32,2022-05-21T15:27:12.000Z
"5/21/2022, 10:30:12 AM",3.658,89.6,88.8,32,2022-05-21T15:30:12.000Z
"5/21/2022, 10:33:12 AM",3.657,89.8,88.8,32,2022-05-21T15:33:12.000Z
"5/21/2022, 10:36:12 AM",3.658,90,88.8,31,2022-05-21T15:36:12.000Z
"5/21/2022, 10:39:12 AM",3.658,90,88.7,32,2022-05-21T15:39:12.000Z
"5/21/2022, 10:42:12 AM",3.658,90.1,88.7,32,2022-05-21T15:42:12.000Z
"5/21/2022, 10:45:12 AM",3.658,90.3,88.7,32,2022-05-21T15:45:12.000Z
"5/21/2022, 10:48:12 AM",3.657,90.3,88.6,32,2022-05-21T15:48:12.000Z
"5/21/2022, 10:51:12 AM",3.657,90.5,88.6,34,2022-05-21T15:51:12.000Z
"5/21/2022, 10:54:12 AM",3.658,90.7,88.6,31,2022-05-21T15:54:12.000Z
"5/21/2022, 10:57:12 AM",3.657,90.9,88.5,31,2022-05-21T15:57:12.000Z
"5/21/2022, 11:00:12 AM",3.658,91.2,88.5,32,2022-05-21T16:00:12.000Z
"5/21/2022, 11:03:12 AM",3.657,91.4,88.5,27,2022-05-21T16:03:12.000Z
"5/21/2022, 11:06:12 AM",3.658,91.6,88.4,32,2022-05-21T16:06:12.000Z
"5/21/2022, 11:09:12 AM",3.658,91.8,88.4,32,2022-05-21T16:09:12.000Z
"5/21/2022, 11:12:12 AM",3.657,92.1,88.4,32,2022-05-21T16:12:12.000Z
"5/21/2022, 11:15:12 AM",3.657,92.3,88.3,28,2022-05-21T16:15:12.000Z
"5/21/2022, 11:18:12 AM",3.657,92.5,88.3,30,2022-05-21T16:18:12.000Z
"5/21/2022, 11:21:12 AM",3.657,92.7,88.2,28,2022-05-21T16:21:12.000Z
"5/21/2022, 11:24:12 AM",3.657,92.8,88.1,30,2022-05-21T16:24:12.000Z
"5/21/2022, 11:27:12 AM",3.657,92.8,88,29,2022-05-21T16:27:12.000Z
"5/21/2022, 11:30:12 AM",3.657,92.8,87.9,28,2022-05-21T16:30:12.000Z
"5/21/2022, 11:33:12 AM",3.657,92.8,87.8,29,2022-05-21T16:33:12.000Z
"5/21/2022, 11:36:12 AM",3.657,92.8,87.7,30,2022-05-21T16:36:12.000Z
"5/21/2022, 11:39:12 AM",3.657,92.8,87.7,31,2022-05-21T16:39:12.000Z
"5/21/2022, 11:42:12 AM",3.657,92.8,87.7,30,2022-05-21T16:42:12.000Z
"5/21/2022, 11:45:12 AM",3.657,92.8,87.6,32,2022-05-21T16:45:12.000Z
"5/21/2022, 11:48:12 AM",3.657,92.8,87.6,31,2022-05-21T16:48:12.000Z
"5/21/2022, 11:51:12 AM",3.657,92.8,87.5,32,2022-05-21T16:51:12.000Z
"5/21/2022, 11:54:12 AM",3.657,92.8,87.4,30,2022-05-21T16:54:12.000Z
"5/21/2022, 11:57:12 AM",3.657,92.8,87.4,30,2022-05-21T16:57:12.000Z
"5/21/2022, 12:00:12 PM",3.657,93,87.4,29,2022-05-21T17:00:12.000Z
"5/21/2022, 12:03:12 PM",3.657,93,87.3,27,2022-05-21T17:03:12.000Z
"5/21/2022, 12:06:12 PM",3.657,93,87.3,28,2022-05-21T17:06:12.000Z
"5/21/2022, 12:09:12 PM",3.657,93,87.2,30,2022-05-21T17:09:12.000Z
"5/21/2022, 12:12:12 PM",3.658,93,87.2,30,2022-05-21T17:12:12.000Z
"5/21/2022, 12:15:12 PM",3.658,93,87.1,31,2022-05-21T17:15:12.000Z
"5/21/2022, 12:18:12 PM",3.658,93,87.1,30,2022-05-21T17:18:12.000Z
"5/21/2022, 12:21:12 PM",3.658,93,87,29,2022-05-21T17:21:12.000Z
"5/21/2022, 12:24:12 PM",3.658,93,87,29,2022-05-21T17:24:12.000Z
"5/21/2022, 12:27:12 PM",3.658,92.8,86.9,29,2022-05-21T17:27:12.000Z
"5/21/2022, 12:30:12 PM",3.657,92.7,86.9,29,2022-05-21T17:30:12.000Z
"5/21/2022, 12:33:12 PM",3.658,92.7,86.9,30,2022-05-21T17:33:12.000Z
"5/21/2022, 12:36:12 PM",3.658,92.5,86.9,31,2022-05-21T17:36:12.000Z
"5/21/2022, 12:39:12 PM",3.658,92.5,86.9,32,2022-05-21T17:39:12.000Z
"5/21/2022, 12:42:12 PM",3.658,92.7,86.9,29,2022-05-21T17:42:12.000Z
"5/21/2022, 12:45:12 PM",3.658,92.7,86.9,33,2022-05-21T17:45:12.000Z
"5/21/2022, 12:48:12 PM",3.658,92.8,86.9,30,2022-05-21T17:48:12.000Z
"5/21/2022, 12:51:12 PM",3.658,93,86.9,32,2022-05-21T17:51:12.000Z
"5/21/2022, 12:54:12 PM",3.658,93,86.8,33,2022-05-21T17:54:12.000Z
"5/21/2022, 12:57:12 PM",3.658,93,86.8,31,2022-05-21T17:57:12.000Z
"5/21/2022, 1:00:12 PM",3.658,93,86.8,31,2022-05-21T18:00:12.000Z
"5/21/2022, 1:03:12 PM",3.658,92.8,86.7,30,2022-05-21T18:03:12.000Z
"5/21/2022, 1:06:12 PM",3.658,92.8,86.7,31,2022-05-21T18:06:12.000Z
"5/21/2022, 1:09:12 PM",3.658,92.7,86.7,32,2022-05-21T18:09:12.000Z
"5/21/2022, 1:12:12 PM",3.657,92.5,86.6,32,2022-05-21T18:12:12.000Z
"5/21/2022, 1:15:12 PM",3.658,92.5,86.6,32,2022-05-21T18:15:12.000Z
"5/21/2022, 1:18:12 PM",3.658,92.3,86.6,33,2022-05-21T18:18:12.000Z
"5/21/2022, 1:21:12 PM",3.658,92.3,86.6,34,2022-05-21T18:21:12.000Z
"5/21/2022, 1:24:12 PM",3.658,92.3,86.6,36,2022-05-21T18:24:12.000Z
"5/21/2022, 1:27:12 PM",3.658,92.5,86.6,38,2022-05-21T18:27:12.000Z
"5/21/2022, 1:30:12 PM",3.658,92.7,86.6,37,2022-05-21T18:30:12.000Z
"5/21/2022, 1:33:12 PM",3.658,92.8,86.6,42,2022-05-21T18:33:12.000Z
"5/21/2022, 1:36:12 PM",3.658,93,86.7,44,2022-05-21T18:36:12.000Z
"5/21/2022, 1:39:12 PM",3.658,93.2,86.7,45,2022-05-21T18:39:12.000Z
"5/21/2022, 1:42:12 PM",3.658,93.6,86.7,46,2022-05-21T18:42:12.000Z
"5/21/2022, 1:45:12 PM",3.658,93.7,86.7,44,2022-05-21T18:45:12.000Z
"5/21/2022, 1:48:12 PM",3.658,93.9,86.8,44,2022-05-21T18:48:12.000Z
"5/21/2022, 1:51:12 PM",3.658,94.1,86.8,45,2022-05-21T18:51:12.000Z
"5/21/2022, 1:54:12 PM",3.658,94.3,86.7,45,2022-05-21T18:54:12.000Z
"5/21/2022, 1:57:12 PM",3.658,94.5,86.7,43,2022-05-21T18:57:12.000Z
"5/21/2022, 2:00:12 PM",3.657,94.6,86.7,41,2022-05-21T19:00:12.000Z
"5/21/2022, 2:03:12 PM",3.658,94.6,86.7,41,2022-05-21T19:03:12.000Z
"5/21/2022, 2:06:12 PM",3.657,94.6,86.7,38,2022-05-21T19:06:12.000Z
"5/21/2022, 2:09:12 PM",3.657,94.5,86.7,38,2022-05-21T19:09:12.000Z
"5/21/2022, 2:12:12 PM",3.658,94.5,86.6,35,2022-05-21T19:12:12.000Z
"5/21/2022, 2:15:12 PM",3.658,94.3,86.6,36,2022-05-21T19:15:12.000Z
"5/21/2022, 2:18:12 PM",3.658,94.3,86.5,36,2022-05-21T19:18:12.000Z
"5/21/2022, 2:21:12 PM",3.657,94.1,86.5,39,2022-05-21T19:21:12.000Z
"5/21/2022, 2:24:12 PM",3.658,94.1,86.5,39,2022-05-21T19:24:12.000Z
"5/21/2022, 2:27:12 PM",3.658,93.9,86.4,35,2022-05-21T19:27:12.000Z
"5/21/2022, 2:30:12 PM",3.658,93.9,86.4,37,2022-05-21T19:30:12.000Z
"5/21/2022, 2:33:12 PM",3.657,93.7,86.4,39,2022-05-21T19:33:12.000Z
"5/21/2022, 2:36:12 PM",3.658,93.6,86.4,40,2022-05-21T19:36:12.000Z
"5/21/2022, 2:39:12 PM",3.658,93.4,86.3,33,2022-05-21T19:39:12.000Z
"5/21/2022, 2:42:12 PM",3.658,93.2,86.3,33,2022-05-21T19:42:12.000Z
"5/21/2022, 2:45:12 PM",3.658,93,86.3,35,2022-05-21T19:45:12.000Z
"5/21/2022, 2:48:12 PM",3.658,92.7,86.3,34,2022-05-21T19:48:12.000Z
"5/21/2022, 2:51:12 PM",3.658,92.5,86.2,34,2022-05-21T19:51:12.000Z
"5/21/2022, 2:54:12 PM",3.658,92.1,86.2,34,2022-05-21T19:54:12.000Z
"5/21/2022, 2:57:12 PM",3.658,91.8,86.2,32,2022-05-21T19:57:12.000Z
"5/21/2022, 3:00:12 PM",3.659,91.2,86.1,32,2022-05-21T20:00:12.000Z
"5/21/2022, 3:03:12 PM",3.659,90.7,86,31,2022-05-21T20:03:12.000Z
"5/21/2022, 3:06:12 PM",3.659,90.3,85.9,31,2022-05-21T20:06:12.000Z
"5/21/2022, 3:09:12 PM",3.659,89.8,85.8,29,2022-05-21T20:09:12.000Z
"5/21/2022, 3:12:12 PM",3.659,89.4,85.8,29,2022-05-21T20:12:12.000Z
"5/21/2022, 3:15:12 PM",3.66,88.9,85.8,28,2022-05-21T20:15:12.000Z
"5/21/2022, 3:18:12 PM",3.659,88.5,85.7,27,2022-05-21T20:18:12.000Z
"5/21/2022, 3:21:12 PM",3.66,88.2,85.7,29,2022-05-21T20:21:12.000Z
"5/21/2022, 3:24:12 PM",3.66,88,85.7,29,2022-05-21T20:24:12.000Z
"5/21/2022, 3:27:12 PM",3.66,87.6,85.7,30,2022-05-21T20:27:12.000Z
"5/21/2022, 3:30:12 PM",3.66,87.4,85.6,30,2022-05-21T20:30:12.000Z
"5/21/2022, 3:33:12 PM",3.66,87.3,85.7,29,2022-05-21T20:33:12.000Z
"5/21/2022, 3:36:12 PM",3.661,86.9,85.6,29,2022-05-21T20:36:12.000Z
"5/21/2022, 3:39:12 PM",3.66,86.7,85.7,31,2022-05-21T20:39:12.000Z
"5/21/2022, 3:42:12 PM",3.66,86.7,85.7,31,2022-05-21T20:42:12.000Z
"5/21/2022, 3:45:12 PM",3.661,86.5,85.7,31,2022-05-21T20:45:12.000Z
"5/21/2022, 3:48:12 PM",3.661,86.4,85.7,32,2022-05-21T20:48:12.000Z
"5/21/2022, 3:51:12 PM",3.66,86.4,85.8,33,2022-05-21T20:51:12.000Z
"5/21/2022, 3:54:12 PM",3.661,86.5,85.8,33,2022-05-21T20:54:12.000Z
"5/21/2022, 3:57:12 PM",3.66,86.5,85.8,34,2022-05-21T20:57:12.000Z
"5/21/2022, 4:00:12 PM",3.66,86.7,85.9,32,2022-05-21T21:00:12.000Z
"5/21/2022, 4:03:12 PM",3.66,86.7,86,30,2022-05-21T21:03:12.000Z
"5/21/2022, 4:06:12 PM",3.66,86.7,86,31,2022-05-21T21:06:12.000Z
"5/21/2022, 4:09:12 PM",3.66,86.7,86,30,2022-05-21T21:09:12.000Z
"5/21/2022, 4:12:12 PM",3.66,86.7,86.1,29,2022-05-21T21:12:12.000Z
"5/21/2022, 4:15:12 PM",3.66,86.5,86.1,30,2022-05-21T21:15:12.000Z
"5/21/2022, 4:18:12 PM",3.66,86.4,86.1,29,2022-05-21T21:18:12.000Z
"5/21/2022, 4:21:12 PM",3.66,86.2,86.1,28,2022-05-21T21:21:12.000Z
"5/21/2022, 4:24:12 PM",3.661,85.8,86.1,30,2022-05-21T21:24:12.000Z
"5/21/2022, 4:27:12 PM",3.661,85.5,86.1,29,2022-05-21T21:27:12.000Z
"5/21/2022, 4:30:12 PM",3.661,85.3,86.1,30,2022-05-21T21:30:12.000Z
"5/21/2022, 4:33:12 PM",3.66,84.9,86.1,28,2022-05-21T21:33:12.000Z
"5/21/2022, 4:36:12 PM",3.661,84.6,86.1,29,2022-05-21T21:36:12.000Z
"5/21/2022, 4:39:12 PM",3.66,84.4,86.1,27,2022-05-21T21:39:12.000Z
"5/21/2022, 4:42:12 PM",3.661,84,86.1,28,2022-05-21T21:42:12.000Z
"5/21/2022, 4:45:12 PM",3.661,83.8,86.1,29,2022-05-21T21:45:12.000Z
"5/21/2022, 4:48:12 PM",3.661,83.5,86.1,28,2022-05-21T21:48:12.000Z
"5/21/2022, 4:51:12 PM",3.661,83.1,86.1,27,2022-05-21T21:51:12.000Z
"5/21/2022, 4:54:12 PM",3.662,82.9,86,27,2022-05-21T21:54:12.000Z
"5/21/2022, 4:57:12 PM",3.661,82.6,86,29,2022-05-21T21:57:12.000Z
"5/21/2022, 5:00:12 PM",3.661,82.4,86.1,29,2022-05-21T22:00:12.000Z
"5/21/2022, 5:03:12 PM",3.662,82.2,86.1,27,2022-05-21T22:03:12.000Z
"5/21/2022, 5:06:12 PM",3.662,82,86.1,29,2022-05-21T22:06:12.000Z
"5/21/2022, 5:09:12 PM",3.662,81.9,86.1,30,2022-05-21T22:09:12.000Z
"5/21/2022, 5:12:12 PM",3.662,81.9,86.1,31,2022-05-21T22:12:12.000Z
"5/21/2022, 5:15:12 PM",3.662,81.7,86.1,29,2022-05-21T22:15:12.000Z
"5/21/2022, 5:18:12 PM",3.661,81.7,86.1,30,2022-05-21T22:18:12.000Z
"5/21/2022, 5:21:12 PM",3.662,81.5,86.2,30,2022-05-21T22:21:12.000Z
"5/21/2022, 5:24:12 PM",3.662,81.5,86.2,28,2022-05-21T22:24:12.000Z
"5/21/2022, 5:27:12 PM",3.662,81.3,86.2,29,2022-05-21T22:27:12.000Z
"5/21/2022, 5:30:12 PM",3.661,81.3,86.2,30,2022-05-21T22:30:12.000Z
"5/21/2022, 5:33:12 PM",3.662,81.1,86.3,30,2022-05-21T22:33:12.000Z
"5/21/2022, 5:36:12 PM",3.661,81.1,86.3,29,2022-05-21T22:36:12.000Z
"5/21/2022, 5:39:12 PM",3.662,81.1,86.3,31,2022-05-21T22:39:12.000Z
"5/21/2022, 5:42:12 PM",3.662,81,86.3,31,2022-05-21T22:42:12.000Z
"5/21/2022, 5:45:12 PM",3.661,81,86.4,29,2022-05-21T22:45:12.000Z
"5/21/2022, 5:48:12 PM",3.661,81,86.4,30,2022-05-21T22:48:12.000Z
"5/21/2022, 5:51:12 PM",3.661,80.8,86.4,31,2022-05-21T22:51:12.000Z
"5/21/2022, 5:54:12 PM",3.662,80.8,86.5,30,2022-05-21T22:54:12.000Z
"5/21/2022, 5:57:12 PM",3.661,80.8,86.5,29,2022-05-21T22:57:12.000Z
"5/21/2022, 6:00:12 PM",3.662,80.6,86.5,28,2022-05-21T23:00:12.000Z
"5/21/2022, 6:03:12 PM",3.661,80.6,86.5,29,2022-05-21T23:03:12.000Z
"5/21/2022, 6:06:12 PM",3.662,80.6,86.6,28,2022-05-21T23:06:12.000Z
"5/21/2022, 6:09:12 PM",3.661,80.4,86.5,29,2022-05-21T23:09:12.000Z
"5/21/2022, 6:12:12 PM",3.662,80.4,86.6,28,2022-05-21T23:12:12.000Z
"5/21/2022, 6:15:12 PM",3.661,80.4,86.6,29,2022-05-21T23:15:12.000Z
"5/21/2022, 6:18:12 PM",3.661,80.4,86.6,29,2022-05-21T23:18:12.000Z
"5/21/2022, 6:21:12 PM",3.661,80.4,86.7,30,2022-05-21T23:21:12.000Z
"5/21/2022, 6:24:12 PM",3.661,80.4,86.7,29,2022-05-21T23:24:12.000Z
"5/21/2022, 6:27:12 PM",3.661,80.4,86.7,31,2022-05-21T23:27:12.000Z
"5/21/2022, 6:30:12 PM",3.661,80.4,86.7,31,2022-05-21T23:30:12.000Z
"5/21/2022, 6:33:12 PM",3.661,80.6,86.8,30,2022-05-21T23:33:12.000Z
"5/21/2022, 6:36:12 PM",3.661,80.6,86.8,31,2022-05-21T23:36:12.000Z
"5/21/2022, 6:39:12 PM",3.661,80.6,86.8,31,2022-05-21T23:39:12.000Z
"5/21/2022, 6:42:12 PM",3.661,80.8,86.9,31,2022-05-21T23:42:12.000Z
"5/21/2022, 6:45:12 PM",3.661,80.8,86.9,31,2022-05-21T23:45:12.000Z
"5/21/2022, 6:48:12 PM",3.661,81,87,31,2022-05-21T23:48:12.000Z
"5/21/2022, 6:51:12 PM",3.661,81,87,31,2022-05-21T23:51:12.000Z
"5/21/2022, 6:54:12 PM",3.661,81.1,87,31,2022-05-21T23:54:12.000Z
"5/21/2022, 6:57:12 PM",3.66,81.1,87.1,31,2022-05-21T23:57:12.000Z
"5/21/2022, 7:00:12 PM",3.661,81.1,87.1,32,2022-05-22T00:00:12.000Z
"5/21/2022, 7:03:12 PM",3.661,81.3,87.1,32,2022-05-22T00:03:12.000Z
"5/21/2022, 7:06:12 PM",3.661,81.3,87.1,32,2022-05-22T00:06:12.000Z
"5/21/2022, 7:09:12 PM",3.661,81.3,87.1,31,2022-05-22T00:09:12.000Z
"5/21/2022, 7:12:12 PM",3.661,81.3,87.2,30,2022-05-22T00:12:12.000Z
"5/21/2022, 7:15:12 PM",3.66,81.3,87.2,30,2022-05-22T00:15:12.000Z
"5/21/2022, 7:18:12 PM",3.661,81.3,87.3,29,2022-05-22T00:18:12.000Z
"5/21/2022, 7:21:12 PM",3.661,81.3,87.3,30,2022-05-22T00:21:12.000Z
"5/21/2022, 7:24:12 PM",3.661,81.3,87.3,30,2022-05-22T00:24:12.000Z
"5/21/2022, 7:27:12 PM",3.661,81.1,87.3,31,2022-05-22T00:27:12.000Z
"5/21/2022, 7:30:12 PM",3.661,81.1,87.4,30,2022-05-22T00:30:12.000Z
"5/21/2022, 7:33:12 PM",3.66,81.1,87.4,29,2022-05-22T00:33:12.000Z
"5/21/2022, 7:36:12 PM",3.661,81.1,87.4,30,2022-05-22T00:36:12.000Z
"5/21/2022, 7:39:12 PM",3.661,81.1,87.4,29,2022-05-22T00:39:12.000Z
"5/21/2022, 7:42:12 PM",3.661,81.1,87.4,29,2022-05-22T00:42:12.000Z
"5/21/2022, 7:45:12 PM",3.66,81,87.5,28,2022-05-22T00:45:12.000Z
"5/21/2022, 7:48:12 PM",3.661,81,87.5,29,2022-05-22T00:48:12.000Z
"5/21/2022, 7:51:12 PM",3.66,81,87.5,28,2022-05-22T00:51:12.000Z
"5/21/2022, 7:54:12 PM",3.661,80.8,87.5,30,2022-05-22T00:54:12.000Z
"5/21/2022, 7:57:12 PM",3.661,80.8,87.5,30,2022-05-22T00:57:12.000Z
"5/21/2022, 8:00:12 PM",3.66,80.8,87.5,29,2022-05-22T01:00:12.000Z
"5/21/2022, 8:03:12 PM",3.66,80.8,87.5,29,2022-05-22T01:03:12.000Z
"5/21/2022, 8:06:12 PM",3.661,80.6,87.5,29,2022-05-22T01:06:12.000Z
"5/21/2022, 8:09:12 PM",3.661,80.6,87.5,28,2022-05-22T01:09:12.000Z
"5/21/2022, 8:12:12 PM",3.66,80.6,87.6,29,2022-05-22T01:12:12.000Z
"5/21/2022, 8:15:12 PM",3.661,80.6,87.6,28,2022-05-22T01:15:12.000Z
"5/21/2022, 8:18:12 PM",3.661,80.6,87.6,28,2022-05-22T01:18:12.000Z
"5/21/2022, 8:21:12 PM",3.66,80.6,87.6,28,2022-05-22T01:21:12.000Z
"5/21/2022, 8:24:12 PM",3.661,80.6,87.6,28,2022-05-22T01:24:12.000Z
"5/21/2022, 8:27:12 PM",3.661,80.6,87.7,28,2022-05-22T01:27:12.000Z
"5/21/2022, 8:30:12 PM",3.661,80.6,87.7,29,2022-05-22T01:30:12.000Z
"5/21/2022, 8:33:12 PM",3.66,80.4,87.6,28,2022-05-22T01:33:12.000Z
"5/21/2022, 8:36:12 PM",3.661,80.4,87.7,28,2022-05-22T01:36:12.000Z
"5/21/2022, 8:39:12 PM",3.66,80.4,87.7,28,2022-05-22T01:39:12.000Z
"5/21/2022, 8:42:12 PM",3.661,80.4,87.7,28,2022-05-22T01:42:12.000Z
"5/21/2022, 8:45:12 PM",3.66,80.4,87.7,28,2022-05-22T01:45:12.000Z
"5/21/2022, 8:48:12 PM",3.66,80.4,87.7,28,2022-05-22T01:48:12.000Z
"5/21/2022, 8:51:12 PM",3.66,80.2,87.7,28,2022-05-22T01:51:12.000Z
"5/21/2022, 8:54:12 PM",3.661,80.2,87.8,28,2022-05-22T01:54:12.000Z
"5/21/2022, 8:57:12 PM",3.661,80.2,87.8,28,2022-05-22T01:57:12.000Z
"5/21/2022, 9:00:12 PM",3.66,80.2,87.8,28,2022-05-22T02:00:12.000Z
"5/21/2022, 9:03:12 PM",3.66,80.2,87.8,27,2022-05-22T02:03:12.000Z
"5/21/2022, 9:06:12 PM",3.66,80.2,87.8,28,2022-05-22T02:06:12.000Z
"5/21/2022, 9:09:12 PM",3.661,80.2,87.8,27,2022-05-22T02:09:12.000Z
"5/21/2022, 9:12:12 PM",3.661,80.1,87.8,27,2022-05-22T02:12:12.000Z
"5/21/2022, 9:15:12 PM",3.661,80.1,87.8,27,2022-05-22T02:15:12.000Z
"5/21/2022, 9:18:12 PM",3.66,80.1,87.8,27,2022-05-22T02:18:12.000Z
"5/21/2022, 9:21:12 PM",3.66,80.1,87.8,27,2022-05-22T02:21:12.000Z
"5/21/2022, 9:24:12 PM",3.661,80.1,87.9,28,2022-05-22T02:24:12.000Z
"5/21/2022, 9:27:12 PM",3.661,80.1,87.9,27,2022-05-22T02:27:12.000Z
"5/21/2022, 9:30:12 PM",3.661,80.1,87.9,28,2022-05-22T02:30:12.000Z
"5/21/2022, 9:33:12 PM",3.66,79.9,87.9,27,2022-05-22T02:33:12.000Z
"5/21/2022, 9:36:12 PM",3.66,79.9,88,27,2022-05-22T02:36:12.000Z
"5/21/2022, 9:39:12 PM",3.661,79.9,87.9,27,2022-05-22T02:39:12.000Z
"5/21/2022, 9:42:12 PM",3.66,79.9,87.9,27,2022-05-22T02:42:12.000Z
"5/21/2022, 9:45:12 PM",3.661,79.9,88,28,2022-05-22T02:45:12.000Z
"5/21/2022, 9:48:12 PM",3.66,79.9,88,27,2022-05-22T02:48:12.000Z
"5/21/2022, 9:51:12 PM",3.661,79.9,88,27,2022-05-22T02:51:12.000Z
"5/21/2022, 9:54:12 PM",3.66,79.9,88,27,2022-05-22T02:54:12.000Z
"5/21/2022, 9:57:12 PM",3.661,79.9,88,28,2022-05-22T02:57:12.000Z
"5/21/2022, 10:00:12 PM",3.661,79.9,88,28,2022-05-22T03:00:12.000Z
"5/21/2022, 10:03:12 PM",3.66,79.9,88,29,2022-05-22T03:03:12.000Z
"5/21/2022, 10:06:12 PM",3.661,79.9,88,28,2022-05-22T03:06:12.000Z
"5/21/2022, 10:09:12 PM",3.661,79.9,88,29,2022-05-22T03:09:12.000Z
"5/21/2022, 10:12:12 PM",3.661,79.9,88,28,2022-05-22T03:12:12.000Z
"5/21/2022, 10:15:12 PM",3.661,79.9,88,28,2022-05-22T03:15:12.000Z
"5/21/2022, 10:18:12 PM",3.661,79.9,88,27,2022-05-22T03:18:12.000Z
"5/21/2022, 10:21:12 PM",3.661,79.9,88.1,28,2022-05-22T03:21:12.000Z
"5/21/2022, 10:24:12 PM",3.661,79.9,88.1,28,2022-05-22T03:24:12.000Z
"5/21/2022, 10:27:12 PM",3.66,79.7,88.1,28,2022-05-22T03:27:12.000Z
"5/21/2022, 10:30:12 PM",3.66,79.7,88.2,25,2022-05-22T03:30:12.000Z
"5/21/2022, 10:33:12 PM",3.661,79.7,88.2,28,2022-05-22T03:33:12.000Z
"5/21/2022, 10:36:12 PM",3.661,79.7,88.2,29,2022-05-22T03:36:12.000Z
"5/21/2022, 10:39:12 PM",3.66,79.7,88.2,29,2022-05-22T03:39:12.000Z
"5/21/2022, 10:42:12 PM",3.661,79.7,88.2,29,2022-05-22T03:42:12.000Z
"5/21/2022, 10:45:12 PM",3.66,79.9,88.2,28,2022-05-22T03:45:12.000Z
"5/21/2022, 10:48:12 PM",3.66,79.9,88.2,29,2022-05-22T03:48:12.000Z
"5/21/2022, 10:51:12 PM",3.66,79.9,88.3,29,2022-05-22T03:51:12.000Z
"5/21/2022, 10:54:12 PM",3.66,79.9,88.3,28,2022-05-22T03:54:12.000Z
"5/21/2022, 10:57:12 PM",3.66,79.9,88.3,28,2022-05-22T03:57:12.000Z
"5/21/2022, 11:00:12 PM",3.661,79.9,88.3,28,2022-05-22T04:00:12.000Z
