Instrument:,NH3-211205141,,,,
Name:,Biosolids Dewatering,,,,
Time Zone Offset (Minutes):,-300,,,,
Orignal File Name:,"C:\Users\Phil.Bennington\Documents\Aculog NH3\NH3-211205141_5_19_2022, 1_42_12 PM --- 5_31_2022, 8_12_12 AM.acrudata",,,,
Session ID:,31028,,,,
Session 1st Title:,"NH3-211205141_5_19_2022, 1_42_12 PM --- 5_31_2022, 8_12_12 AM",,,,
Session Start:,"5/19/2022, 12:42:12 PM",,,,
Session End:,"5/31/2022, 7:12:12 AM",,,,
,,,,,
Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),NH3 (PPM),ISO time
"5/21/2022, 11:03:12 PM",3.66,79.9,88.3,28,2022-05-22T04:03:12.000Z
"5/21/2022, 11:06:12 PM",3.66,79.9,88.3,28,2022-05-22T04:06:12.000Z
"5/21/2022, 11:09:12 PM",3.661,79.9,88.4,28,2022-05-22T04:09:12.000Z
"5/21/2022, 11:12:12 PM",3.66,79.7,88.4,27,2022-05-22T04:12:12.000Z
"5/21/2022, 11:15:12 PM",3.66,79.7,88.4,29,2022-05-22T04:15:12.000Z
"5/21/2022, 11:18:12 PM",3.66,79.7,88.4,29,2022-05-22T04:18:12.000Z
"5/21/2022, 11:21:12 PM",3.66,79.9,88.4,28,2022-05-22T04:21:12.000Z
"5/21/2022, 11:24:12 PM",3.66,79.9,88.4,28,2022-05-22T04:24:12.000Z
"5/21/2022, 11:27:12 PM",3.661,79.9,88.5,28,2022-05-22T04:27:12.000Z
"5/21/2022, 11:30:12 PM",3.66,79.9,88.5,28,2022-05-22T04:30:12.000Z
"5/21/2022, 11:33:12 PM",3.66,79.9,88.5,27,2022-05-22T04:33:12.000Z
"5/21/2022, 11:36:12 PM",3.66,79.7,88.5,27,2022-05-22T04:36:12.000Z
"5/21/2022, 11:39:12 PM",3.661,79.7,88.6,27,2022-05-22T04:39:12.000Z
"5/21/2022, 11:42:12 PM",3.66,79.7,88.6,27,2022-05-22T04:42:12.000Z
"5/21/2022, 11:45:12 PM",3.66,79.7,88.6,25,2022-05-22T04:45:12.000Z
"5/21/2022, 11:48:12 PM",3.66,79.7,88.6,29,2022-05-22T04:48:12.000Z
"5/21/2022, 11:51:12 PM",3.661,79.7,88.6,28,2022-05-22T04:51:12.000Z
"5/21/2022, 11:54:12 PM",3.661,79.5,88.6,29,2022-05-22T04:54:12.000Z
"5/21/2022, 11:57:12 PM",3.66,79.5,88.6,29,2022-05-22T04:57:12.000Z
"5/22/2022, 12:00:12 AM",3.66,79.5,88.6,28,2022-05-22T05:00:12.000Z
"5/22/2022, 12:03:12 AM",3.66,79.5,88.6,28,2022-05-22T05:03:12.000Z
"5/22/2022, 12:06:12 AM",3.66,79.5,88.7,28,2022-05-22T05:06:12.000Z
"5/22/2022, 12:09:12 AM",3.66,79.3,88.7,30,2022-05-22T05:09:12.000Z
"5/22/2022, 12:12:12 AM",3.661,79.3,88.7,30,2022-05-22T05:12:12.000Z
"5/22/2022, 12:15:12 AM",3.661,79.3,88.7,29,2022-05-22T05:15:12.000Z
"5/22/2022, 12:18:12 AM",3.66,79.2,88.7,28,2022-05-22T05:18:12.000Z
"5/22/2022, 12:21:12 AM",3.661,79.2,88.7,28,2022-05-22T05:21:12.000Z
"5/22/2022, 12:24:12 AM",3.661,79,88.7,26,2022-05-22T05:24:12.000Z
"5/22/2022, 12:27:12 AM",3.661,79,88.7,26,2022-05-22T05:27:12.000Z
"5/22/2022, 12:30:12 AM",3.661,79,88.7,26,2022-05-22T05:30:12.000Z
"5/22/2022, 12:33:12 AM",3.661,79,88.7,25,2022-05-22T05:33:12.000Z
"5/22/2022, 12:36:12 AM",3.661,79,88.8,25,2022-05-22T05:36:12.000Z
"5/22/2022, 12:39:12 AM",3.66,79,88.8,26,2022-05-22T05:39:12.000Z
"5/22/2022, 12:42:12 AM",3.66,79,88.8,26,2022-05-22T05:42:12.000Z
"5/22/2022, 12:45:12 AM",3.661,78.8,88.8,26,2022-05-22T05:45:12.000Z
"5/22/2022, 12:48:12 AM",3.661,78.8,88.8,26,2022-05-22T05:48:12.000Z
"5/22/2022, 12:51:12 AM",3.661,78.8,88.8,26,2022-05-22T05:51:12.000Z
"5/22/2022, 12:54:12 AM",3.661,78.6,88.8,26,2022-05-22T05:54:12.000Z
"5/22/2022, 12:57:12 AM",3.66,78.6,88.9,26,2022-05-22T05:57:12.000Z
"5/22/2022, 1:00:12 AM",3.66,78.6,88.9,26,2022-05-22T06:00:12.000Z
"5/22/2022, 1:03:12 AM",3.661,78.6,88.9,26,2022-05-22T06:03:12.000Z
"5/22/2022, 1:06:12 AM",3.661,78.6,88.9,27,2022-05-22T06:06:12.000Z
"5/22/2022, 1:09:12 AM",3.661,78.6,88.9,26,2022-05-22T06:09:12.000Z
"5/22/2022, 1:12:12 AM",3.66,78.6,88.9,26,2022-05-22T06:12:12.000Z
"5/22/2022, 1:15:12 AM",3.661,78.4,88.9,25,2022-05-22T06:15:12.000Z
"5/22/2022, 1:18:12 AM",3.661,78.4,88.9,26,2022-05-22T06:18:12.000Z
"5/22/2022, 1:21:12 AM",3.66,78.4,89,26,2022-05-22T06:21:12.000Z
"5/22/2022, 1:24:12 AM",3.66,78.4,89,27,2022-05-22T06:24:12.000Z
"5/22/2022, 1:27:12 AM",3.661,78.4,89,26,2022-05-22T06:27:12.000Z
"5/22/2022, 1:30:12 AM",3.661,78.3,89,26,2022-05-22T06:30:12.000Z
"5/22/2022, 1:33:12 AM",3.661,78.3,89,26,2022-05-22T06:33:12.000Z
"5/22/2022, 1:36:12 AM",3.66,78.3,89,27,2022-05-22T06:36:12.000Z
"5/22/2022, 1:39:12 AM",3.66,78.3,89,27,2022-05-22T06:39:12.000Z
"5/22/2022, 1:42:12 AM",3.661,78.3,89,27,2022-05-22T06:42:12.000Z
"5/22/2022, 1:45:12 AM",3.661,78.3,89,26,2022-05-22T06:45:12.000Z
"5/22/2022, 1:48:12 AM",3.66,78.3,89.1,25,2022-05-22T06:48:12.000Z
"5/22/2022, 1:51:12 AM",3.661,78.3,89.1,25,2022-05-22T06:51:12.000Z
"5/22/2022, 1:54:12 AM",3.66,78.1,89.1,25,2022-05-22T06:54:12.000Z
"5/22/2022, 1:57:12 AM",3.661,78.1,89.1,27,2022-05-22T06:57:12.000Z
"5/22/2022, 2:00:12 AM",3.661,78.1,89.1,27,2022-05-22T07:00:12.000Z
"5/22/2022, 2:03:12 AM",3.66,78.1,89.1,27,2022-05-22T07:03:12.000Z
"5/22/2022, 2:06:12 AM",3.66,77.9,89.2,27,2022-05-22T07:06:12.000Z
"5/22/2022, 2:09:12 AM",3.661,77.9,89.2,26,2022-05-22T07:09:12.000Z
"5/22/2022, 2:12:12 AM",3.66,77.9,89.2,27,2022-05-22T07:12:12.000Z
"5/22/2022, 2:15:12 AM",3.661,77.9,89.2,26,2022-05-22T07:15:12.000Z
"5/22/2022, 2:18:12 AM",3.661,77.9,89.2,27,2022-05-22T07:18:12.000Z
"5/22/2022, 2:21:12 AM",3.66,77.9,89.2,26,2022-05-22T07:21:12.000Z
"5/22/2022, 2:24:12 AM",3.66,77.9,89.2,27,2022-05-22T07:24:12.000Z
"5/22/2022, 2:27:12 AM",3.66,77.9,89.2,27,2022-05-22T07:27:12.000Z
"5/22/2022, 2:30:12 AM",3.66,77.9,89.2,27,2022-05-22T07:30:12.000Z
"5/22/2022, 2:33:12 AM",3.661,77.9,89.2,28,2022-05-22T07:33:12.000Z
"5/22/2022, 2:36:12 AM",3.66,77.9,89.2,28,2022-05-22T07:36:12.000Z
"5/22/2022, 2:39:12 AM",3.66,77.9,89.2,28,2022-05-22T07:39:12.000Z
"5/22/2022, 2:42:12 AM",3.66,77.9,89.3,28,2022-05-22T07:42:12.000Z
"5/22/2022, 2:45:12 AM",3.66,77.9,89.3,27,2022-05-22T07:45:12.000Z
"5/22/2022, 2:48:12 AM",3.661,77.9,89.3,27,2022-05-22T07:48:12.000Z
"5/22/2022, 2:51:12 AM",3.66,77.9,89.3,27,2022-05-22T07:51:12.000Z
"5/22/2022, 2:54:12 AM",3.66,77.9,89.3,28,2022-05-22T07:54:12.000Z
"5/22/2022, 2:57:12 AM",3.661,77.9,89.3,28,2022-05-22T07:57:12.000Z
"5/22/2022, 3:00:12 AM",3.66,77.9,89.3,28,2022-05-22T08:00:12.000Z
"5/22/2022, 3:03:12 AM",3.661,77.9,89.3,28,2022-05-22T08:03:12.000Z
"5/22/2022, 3:06:12 AM",3.66,77.9,89.4,28,2022-05-22T08:06:12.000Z
"5/22/2022, 3:09:12 AM",3.66,77.9,89.4,29,2022-05-22T08:09:12.000Z
"5/22/2022, 3:12:12 AM",3.661,78.1,89.4,29,2022-05-22T08:12:12.000Z
"5/22/2022, 3:15:12 AM",3.66,78.1,89.4,28,2022-05-22T08:15:12.000Z
"5/22/2022, 3:18:12 AM",3.66,78.1,89.4,28,2022-05-22T08:18:12.000Z
"5/22/2022, 3:21:12 AM",3.661,78.1,89.4,28,2022-05-22T08:21:12.000Z
"5/22/2022, 3:24:12 AM",3.66,78.1,89.4,28,2022-05-22T08:24:12.000Z
"5/22/2022, 3:27:12 AM",3.66,78.1,89.5,28,2022-05-22T08:27:12.000Z
"5/22/2022, 3:30:12 AM",3.66,78.1,89.5,28,2022-05-22T08:30:12.000Z
"5/22/2022, 3:33:12 AM",3.661,78.1,89.5,28,2022-05-22T08:33:12.000Z
"5/22/2022, 3:36:12 AM",3.66,78.1,89.5,28,2022-05-22T08:36:12.000Z
"5/22/2022, 3:39:12 AM",3.661,78.1,89.5,28,2022-05-22T08:39:12.000Z
"5/22/2022, 3:42:12 AM",3.661,78.1,89.6,29,2022-05-22T08:42:12.000Z
"5/22/2022, 3:45:12 AM",3.661,78.1,89.6,29,2022-05-22T08:45:12.000Z
"5/22/2022, 3:48:12 AM",3.66,78.1,89.6,29,2022-05-22T08:48:12.000Z
"5/22/2022, 3:51:12 AM",3.66,78.3,89.6,29,2022-05-22T08:51:12.000Z
"5/22/2022, 3:54:12 AM",3.66,78.3,89.6,29,2022-05-22T08:54:12.000Z
"5/22/2022, 3:57:12 AM",3.66,78.3,89.6,29,2022-05-22T08:57:12.000Z
"5/22/2022, 4:00:12 AM",3.66,78.3,89.6,29,2022-05-22T09:00:12.000Z
"5/22/2022, 4:03:12 AM",3.66,78.3,89.6,28,2022-05-22T09:03:12.000Z
"5/22/2022, 4:06:12 AM",3.661,78.4,89.7,28,2022-05-22T09:06:12.000Z
"5/22/2022, 4:09:12 AM",3.661,78.4,89.7,30,2022-05-22T09:09:12.000Z
"5/22/2022, 4:12:12 AM",3.66,78.4,89.7,30,2022-05-22T09:12:12.000Z
"5/22/2022, 4:15:12 AM",3.66,78.4,89.7,27,2022-05-22T09:15:12.000Z
"5/22/2022, 4:18:12 AM",3.66,78.4,89.7,28,2022-05-22T09:18:12.000Z
"5/22/2022, 4:21:12 AM",3.66,78.4,89.7,30,2022-05-22T09:21:12.000Z
"5/22/2022, 4:24:12 AM",3.66,78.4,89.7,30,2022-05-22T09:24:12.000Z
"5/22/2022, 4:27:12 AM",3.66,78.4,89.7,30,2022-05-22T09:27:12.000Z
"5/22/2022, 4:30:12 AM",3.66,78.6,89.7,30,2022-05-22T09:30:12.000Z
"5/22/2022, 4:33:12 AM",3.66,78.6,89.8,31,2022-05-22T09:33:12.000Z
"5/22/2022, 4:36:12 AM",3.66,78.6,89.8,32,2022-05-22T09:36:12.000Z
"5/22/2022, 4:39:12 AM",3.66,78.6,89.8,30,2022-05-22T09:39:12.000Z
"5/22/2022, 4:42:12 AM",3.66,78.8,89.8,31,2022-05-22T09:42:12.000Z
"5/22/2022, 4:45:12 AM",3.66,78.8,89.8,30,2022-05-22T09:45:12.000Z
"5/22/2022, 4:48:12 AM",3.66,78.8,89.8,30,2022-05-22T09:48:12.000Z
"5/22/2022, 4:51:12 AM",3.661,78.8,89.8,30,2022-05-22T09:51:12.000Z
"5/22/2022, 4:54:12 AM",3.66,78.6,89.9,28,2022-05-22T09:54:12.000Z
"5/22/2022, 4:57:12 AM",3.66,78.6,89.9,31,2022-05-22T09:57:12.000Z
"5/22/2022, 5:00:12 AM",3.66,78.6,89.9,30,2022-05-22T10:00:12.000Z
"5/22/2022, 5:03:12 AM",3.661,78.6,89.9,28,2022-05-22T10:03:12.000Z
"5/22/2022, 5:06:12 AM",3.66,78.6,89.9,30,2022-05-22T10:06:12.000Z
"5/22/2022, 5:09:12 AM",3.66,78.6,89.9,30,2022-05-22T10:09:12.000Z
"5/22/2022, 5:12:12 AM",3.66,78.6,89.9,30,2022-05-22T10:12:12.000Z
"5/22/2022, 5:15:12 AM",3.661,78.6,89.9,30,2022-05-22T10:15:12.000Z
"5/22/2022, 5:18:12 AM",3.66,78.6,89.9,30,2022-05-22T10:18:12.000Z
"5/22/2022, 5:21:12 AM",3.66,78.6,89.9,31,2022-05-22T10:21:12.000Z
"5/22/2022, 5:24:12 AM",3.66,78.6,89.9,31,2022-05-22T10:24:12.000Z
"5/22/2022, 5:27:12 AM",3.66,78.6,90,28,2022-05-22T10:27:12.000Z
"5/22/2022, 5:30:12 AM",3.66,78.6,90,30,2022-05-22T10:30:12.000Z
"5/22/2022, 5:33:12 AM",3.66,78.6,90,30,2022-05-22T10:33:12.000Z
"5/22/2022, 5:36:12 AM",3.66,78.4,90,30,2022-05-22T10:36:12.000Z
"5/22/2022, 5:39:12 AM",3.66,78.4,90,31,2022-05-22T10:39:12.000Z
"5/22/2022, 5:42:12 AM",3.66,78.4,90,31,2022-05-22T10:42:12.000Z
"5/22/2022, 5:45:12 AM",3.66,78.6,90,31,2022-05-22T10:45:12.000Z
"5/22/2022, 5:48:12 AM",3.66,78.6,90,32,2022-05-22T10:48:12.000Z
"5/22/2022, 5:51:12 AM",3.66,78.6,90,31,2022-05-22T10:51:12.000Z
"5/22/2022, 5:54:12 AM",3.66,78.6,90.1,31,2022-05-22T10:54:12.000Z
"5/22/2022, 5:57:12 AM",3.66,78.6,90.1,32,2022-05-22T10:57:12.000Z
"5/22/2022, 6:00:12 AM",3.66,78.6,90.1,32,2022-05-22T11:00:12.000Z
"5/22/2022, 6:03:12 AM",3.66,78.8,90.1,32,2022-05-22T11:03:12.000Z
"5/22/2022, 6:06:12 AM",3.66,78.8,90.1,32,2022-05-22T11:06:12.000Z
"5/22/2022, 6:09:12 AM",3.66,79,90.1,32,2022-05-22T11:09:12.000Z
"5/22/2022, 6:12:12 AM",3.66,79,90.1,32,2022-05-22T11:12:12.000Z
"5/22/2022, 6:15:12 AM",3.66,79,90.1,32,2022-05-22T11:15:12.000Z
"5/22/2022, 6:18:12 AM",3.66,79,90.1,31,2022-05-22T11:18:12.000Z
"5/22/2022, 6:21:12 AM",3.66,79,90.1,31,2022-05-22T11:21:12.000Z
"5/22/2022, 6:24:12 AM",3.66,79,90.1,31,2022-05-22T11:24:12.000Z
"5/22/2022, 6:27:12 AM",3.66,79,90.1,31,2022-05-22T11:27:12.000Z
"5/22/2022, 6:30:12 AM",3.66,79,90.1,31,2022-05-22T11:30:12.000Z
"5/22/2022, 6:33:12 AM",3.66,79,90.1,31,2022-05-22T11:33:12.000Z
"5/22/2022, 6:36:12 AM",3.66,79,90.1,31,2022-05-22T11:36:12.000Z
"5/22/2022, 6:39:12 AM",3.66,79,90.1,31,2022-05-22T11:39:12.000Z
"5/22/2022, 6:42:12 AM",3.66,79,90.1,31,2022-05-22T11:42:12.000Z
"5/22/2022, 6:45:12 AM",3.66,79,90.2,30,2022-05-22T11:45:12.000Z
"5/22/2022, 6:48:12 AM",3.66,78.8,90.2,31,2022-05-22T11:48:12.000Z
"5/22/2022, 6:51:12 AM",3.66,78.8,90.2,31,2022-05-22T11:51:12.000Z
"5/22/2022, 6:54:12 AM",3.66,78.8,90.2,31,2022-05-22T11:54:12.000Z
"5/22/2022, 6:57:12 AM",3.66,78.8,90.2,33,2022-05-22T11:57:12.000Z
"5/22/2022, 7:00:12 AM",3.661,79,90.2,33,2022-05-22T12:00:12.000Z
"5/22/2022, 7:03:12 AM",3.66,79,90.2,33,2022-05-22T12:03:12.000Z
"5/22/2022, 7:06:12 AM",3.66,79,90.2,34,2022-05-22T12:06:12.000Z
"5/22/2022, 7:09:12 AM",3.66,79,90.2,33,2022-05-22T12:09:12.000Z
"5/22/2022, 7:12:12 AM",3.66,79,90.3,35,2022-05-22T12:12:12.000Z
"5/22/2022, 7:15:12 AM",3.66,79.2,90.3,33,2022-05-22T12:15:12.000Z
"5/22/2022, 7:18:12 AM",3.66,79.2,90.3,33,2022-05-22T12:18:12.000Z
"5/22/2022, 7:21:12 AM",3.66,79.3,90.3,32,2022-05-22T12:21:12.000Z
"5/22/2022, 7:24:12 AM",3.66,79.3,90.3,31,2022-05-22T12:24:12.000Z
"5/22/2022, 7:27:12 AM",3.66,79.3,90.4,32,2022-05-22T12:27:12.000Z
"5/22/2022, 7:30:12 AM",3.66,79.3,90.4,33,2022-05-22T12:30:12.000Z
"5/22/2022, 7:33:12 AM",3.66,79.3,90.4,31,2022-05-22T12:33:12.000Z
"5/22/2022, 7:36:12 AM",3.66,79.3,90.4,32,2022-05-22T12:36:12.000Z
"5/22/2022, 7:39:12 AM",3.66,79.2,90.5,31,2022-05-22T12:39:12.000Z
"5/22/2022, 7:42:12 AM",3.66,79,90.5,32,2022-05-22T12:42:12.000Z
"5/22/2022, 7:45:12 AM",3.66,79,90.5,32,2022-05-22T12:45:12.000Z
"5/22/2022, 7:48:12 AM",3.66,79,90.5,34,2022-05-22T12:48:12.000Z
"5/22/2022, 7:51:12 AM",3.66,79,90.6,32,2022-05-22T12:51:12.000Z
"5/22/2022, 7:54:12 AM",3.66,79,90.6,33,2022-05-22T12:54:12.000Z
"5/22/2022, 7:57:12 AM",3.66,79,90.6,34,2022-05-22T12:57:12.000Z
"5/22/2022, 8:00:12 AM",3.66,79,90.6,33,2022-05-22T13:00:12.000Z
"5/22/2022, 8:03:12 AM",3.66,79,90.6,34,2022-05-22T13:03:12.000Z
"5/22/2022, 8:06:12 AM",3.661,79,90.6,32,2022-05-22T13:06:12.000Z
"5/22/2022, 8:09:12 AM",3.66,79,90.6,32,2022-05-22T13:09:12.000Z
"5/22/2022, 8:12:12 AM",3.66,79,90.7,31,2022-05-22T13:12:12.000Z
"5/22/2022, 8:15:12 AM",3.66,78.8,90.7,31,2022-05-22T13:15:12.000Z
"5/22/2022, 8:18:12 AM",3.66,78.8,90.7,32,2022-05-22T13:18:12.000Z
"5/22/2022, 8:21:12 AM",3.66,78.8,90.8,32,2022-05-22T13:21:12.000Z
"5/22/2022, 8:24:12 AM",3.66,78.8,90.8,33,2022-05-22T13:24:12.000Z
"5/22/2022, 8:27:12 AM",3.66,78.6,90.8,31,2022-05-22T13:27:12.000Z
"5/22/2022, 8:30:12 AM",3.66,78.6,90.8,33,2022-05-22T13:30:12.000Z
"5/22/2022, 8:33:12 AM",3.66,78.6,90.8,33,2022-05-22T13:33:12.000Z
"5/22/2022, 8:36:12 AM",3.66,78.6,90.8,34,2022-05-22T13:36:12.000Z
"5/22/2022, 8:39:12 AM",3.661,78.6,90.8,34,2022-05-22T13:39:12.000Z
"5/22/2022, 8:42:12 AM",3.66,78.6,90.8,33,2022-05-22T13:42:12.000Z
"5/22/2022, 8:45:12 AM",3.66,78.6,90.8,34,2022-05-22T13:45:12.000Z
"5/22/2022, 8:48:12 AM",3.66,78.6,90.8,35,2022-05-22T13:48:12.000Z
"5/22/2022, 8:51:12 AM",3.66,78.6,90.8,34,2022-05-22T13:51:12.000Z
"5/22/2022, 8:54:12 AM",3.66,78.6,90.9,32,2022-05-22T13:54:12.000Z
"5/22/2022, 8:57:12 AM",3.66,78.6,90.9,33,2022-05-22T13:57:12.000Z
"5/22/2022, 9:00:12 AM",3.66,78.6,90.9,33,2022-05-22T14:00:12.000Z
"5/22/2022, 9:03:12 AM",3.66,78.4,90.9,31,2022-05-22T14:03:12.000Z
"5/22/2022, 9:06:12 AM",3.661,78.4,91,33,2022-05-22T14:06:12.000Z
"5/22/2022, 9:09:12 AM",3.66,78.4,91,32,2022-05-22T14:09:12.000Z
"5/22/2022, 9:12:12 AM",3.66,78.4,91,33,2022-05-22T14:12:12.000Z
"5/22/2022, 9:15:12 AM",3.66,78.6,91,33,2022-05-22T14:15:12.000Z
"5/22/2022, 9:18:12 AM",3.66,78.6,91,33,2022-05-22T14:18:12.000Z
"5/22/2022, 9:21:12 AM",3.661,78.6,91.1,34,2022-05-22T14:21:12.000Z
"5/22/2022, 9:24:12 AM",3.66,78.6,91.1,33,2022-05-22T14:24:12.000Z
"5/22/2022, 9:27:12 AM",3.66,78.4,91.1,31,2022-05-22T14:27:12.000Z
"5/22/2022, 9:30:12 AM",3.66,78.4,91.1,32,2022-05-22T14:30:12.000Z
"5/22/2022, 9:33:12 AM",3.66,78.6,91.1,32,2022-05-22T14:33:12.000Z
"5/22/2022, 9:36:12 AM",3.661,78.6,91.1,32,2022-05-22T14:36:12.000Z
"5/22/2022, 9:39:12 AM",3.66,78.6,91.2,32,2022-05-22T14:39:12.000Z
"5/22/2022, 9:42:12 AM",3.661,78.6,91.2,31,2022-05-22T14:42:12.000Z
"5/22/2022, 9:45:12 AM",3.66,78.6,91.2,31,2022-05-22T14:45:12.000Z
"5/22/2022, 9:48:12 AM",3.66,78.6,91.2,28,2022-05-22T14:48:12.000Z
"5/22/2022, 9:51:12 AM",3.66,78.6,91.3,31,2022-05-22T14:51:12.000Z
"5/22/2022, 9:54:12 AM",3.66,78.6,91.3,33,2022-05-22T14:54:12.000Z
"5/22/2022, 9:57:12 AM",3.66,78.8,91.3,34,2022-05-22T14:57:12.000Z
"5/22/2022, 10:00:12 AM",3.66,79,91.3,32,2022-05-22T15:00:12.000Z
"5/22/2022, 10:03:12 AM",3.66,79,91.3,32,2022-05-22T15:03:12.000Z
"5/22/2022, 10:06:12 AM",3.66,79,91.3,35,2022-05-22T15:06:12.000Z
"5/22/2022, 10:09:12 AM",3.66,79.2,91.3,35,2022-05-22T15:09:12.000Z
"5/22/2022, 10:12:12 AM",3.66,79.3,91.3,35,2022-05-22T15:12:12.000Z
"5/22/2022, 10:15:12 AM",3.661,79.5,91.4,32,2022-05-22T15:15:12.000Z
"5/22/2022, 10:18:12 AM",3.66,79.5,91.3,36,2022-05-22T15:18:12.000Z
"5/22/2022, 10:21:12 AM",3.66,79.7,91.4,35,2022-05-22T15:21:12.000Z
"5/22/2022, 10:24:12 AM",3.66,79.9,91.4,36,2022-05-22T15:24:12.000Z
"5/22/2022, 10:27:12 AM",3.66,80.1,91.4,37,2022-05-22T15:27:12.000Z
"5/22/2022, 10:30:12 AM",3.66,80.2,91.4,34,2022-05-22T15:30:12.000Z
"5/22/2022, 10:33:12 AM",3.66,80.2,91.4,34,2022-05-22T15:33:12.000Z
"5/22/2022, 10:36:12 AM",3.66,80.4,91.4,35,2022-05-22T15:36:12.000Z
"5/22/2022, 10:39:12 AM",3.659,80.6,91.5,35,2022-05-22T15:39:12.000Z
"5/22/2022, 10:42:12 AM",3.66,80.6,91.5,38,2022-05-22T15:42:12.000Z
"5/22/2022, 10:45:12 AM",3.659,80.8,91.5,35,2022-05-22T15:45:12.000Z
"5/22/2022, 10:48:12 AM",3.66,80.8,91.5,35,2022-05-22T15:48:12.000Z
"5/22/2022, 10:51:12 AM",3.66,81,91.5,35,2022-05-22T15:51:12.000Z
"5/22/2022, 10:54:12 AM",3.66,80.8,91.6,37,2022-05-22T15:54:12.000Z
"5/22/2022, 10:57:12 AM",3.659,80.8,91.6,37,2022-05-22T15:57:12.000Z
"5/22/2022, 11:00:12 AM",3.66,80.8,91.6,35,2022-05-22T16:00:12.000Z
"5/22/2022, 11:03:12 AM",3.659,80.8,91.6,34,2022-05-22T16:03:12.000Z
"5/22/2022, 11:06:12 AM",3.66,80.8,91.6,33,2022-05-22T16:06:12.000Z
"5/22/2022, 11:09:12 AM",3.66,80.8,91.6,34,2022-05-22T16:09:12.000Z
"5/22/2022, 11:12:12 AM",3.659,80.8,91.6,34,2022-05-22T16:12:12.000Z
"5/22/2022, 11:15:12 AM",3.66,80.8,91.6,32,2022-05-22T16:15:12.000Z
"5/22/2022, 11:18:12 AM",3.659,80.8,91.7,31,2022-05-22T16:18:12.000Z
"5/22/2022, 11:21:12 AM",3.659,80.8,91.6,31,2022-05-22T16:21:12.000Z
"5/22/2022, 11:24:12 AM",3.66,80.8,91.6,30,2022-05-22T16:24:12.000Z
"5/22/2022, 11:27:12 AM",3.66,80.8,91.6,30,2022-05-22T16:27:12.000Z
"5/22/2022, 11:30:12 AM",3.66,80.8,91.6,33,2022-05-22T16:30:12.000Z
"5/22/2022, 11:33:12 AM",3.66,80.8,91.6,33,2022-05-22T16:33:12.000Z
"5/22/2022, 11:36:12 AM",3.66,80.8,91.6,31,2022-05-22T16:36:12.000Z
"5/22/2022, 11:39:12 AM",3.66,80.6,91.7,32,2022-05-22T16:39:12.000Z
"5/22/2022, 11:42:12 AM",3.66,80.6,91.7,36,2022-05-22T16:42:12.000Z
"5/22/2022, 11:45:12 AM",3.66,80.8,91.7,38,2022-05-22T16:45:12.000Z
"5/22/2022, 11:48:12 AM",3.659,81,91.6,39,2022-05-22T16:48:12.000Z
"5/22/2022, 11:51:12 AM",3.66,81.1,91.7,33,2022-05-22T16:51:12.000Z
"5/22/2022, 11:54:12 AM",3.659,81.1,91.6,37,2022-05-22T16:54:12.000Z
"5/22/2022, 11:57:12 AM",3.659,81.3,91.6,35,2022-05-22T16:57:12.000Z
"5/22/2022, 12:00:12 PM",3.659,81.3,91.6,35,2022-05-22T17:00:12.000Z
"5/22/2022, 12:03:12 PM",3.659,81.3,91.6,33,2022-05-22T17:03:12.000Z
"5/22/2022, 12:06:12 PM",3.659,81.3,91.6,34,2022-05-22T17:06:12.000Z
"5/22/2022, 12:09:12 PM",3.659,81.3,91.6,34,2022-05-22T17:09:12.000Z
"5/22/2022, 12:12:12 PM",3.659,81.3,91.7,34,2022-05-22T17:12:12.000Z
"5/22/2022, 12:15:12 PM",3.659,81.3,91.7,33,2022-05-22T17:15:12.000Z
"5/22/2022, 12:18:12 PM",3.659,81.3,91.7,34,2022-05-22T17:18:12.000Z
"5/22/2022, 12:21:12 PM",3.659,81.3,91.7,33,2022-05-22T17:21:12.000Z
"5/22/2022, 12:24:12 PM",3.66,81.3,91.7,35,2022-05-22T17:24:12.000Z
"5/22/2022, 12:27:12 PM",3.659,81.3,91.7,36,2022-05-22T17:27:12.000Z
"5/22/2022, 12:30:12 PM",3.659,81.3,91.7,34,2022-05-22T17:30:12.000Z
"5/22/2022, 12:33:12 PM",3.659,81.5,91.7,36,2022-05-22T17:33:12.000Z
"5/22/2022, 12:36:12 PM",3.66,81.5,91.7,35,2022-05-22T17:36:12.000Z
"5/22/2022, 12:39:12 PM",3.659,81.7,91.7,38,2022-05-22T17:39:12.000Z
"5/22/2022, 12:42:12 PM",3.66,81.7,91.7,36,2022-05-22T17:42:12.000Z
"5/22/2022, 12:45:12 PM",3.66,81.9,91.7,38,2022-05-22T17:45:12.000Z
"5/22/2022, 12:48:12 PM",3.66,81.9,91.7,36,2022-05-22T17:48:12.000Z
"5/22/2022, 12:51:12 PM",3.659,82,91.8,37,2022-05-22T17:51:12.000Z
"5/22/2022, 12:54:12 PM",3.659,82.2,91.7,40,2022-05-22T17:54:12.000Z
"5/22/2022, 12:57:12 PM",3.66,82.6,91.8,39,2022-05-22T17:57:12.000Z
"5/22/2022, 1:00:12 PM",3.659,82.8,91.8,39,2022-05-22T18:00:12.000Z
"5/22/2022, 1:03:12 PM",3.659,82.9,91.7,40,2022-05-22T18:03:12.000Z
