Instrument:,H2S-230807479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Zone Offset (Minutes):,-240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orignal File Name:,F:\Pretreat\H2S Odalog Data\Acrulog Raw Data\phils 06-03 to 07-01.acrudata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Session ID:,13921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Session 1st Title:,phils 06-03 to 07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Session Start:,"6/3/2024, 12:17:27 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Session End:,"7/1/2024, 1:12:27 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Every 5 mins,,,,,,,,,Every 3 mins,,,,,,,,,,,,,,,,,,,,,
Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),H2S (PPM),ISO time,,,,NH3,,,,,,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 6:47:27 AM",3.673,79.2,83.6,0,2024-06-25T10:47:27.000Z,,,,"6/16/2024, 1:48:27 PM",3.665,104.2,98.6,10,2024-06-16T17:48:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 6:52:27 AM",3.673,79.3,83.7,0,2024-06-25T10:52:27.000Z,,,,"6/16/2024, 1:51:27 PM",3.664,104.4,98.6,10,2024-06-16T17:51:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 6:57:27 AM",3.672,79.5,83.9,0,2024-06-25T10:57:27.000Z,,,,"6/16/2024, 1:54:27 PM",3.664,104.5,98.5,12,2024-06-16T17:54:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:02:27 AM",3.673,79.7,84,0,2024-06-25T11:02:27.000Z,,,,"6/16/2024, 1:57:27 PM",3.664,104.5,98.5,12,2024-06-16T17:57:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:07:27 AM",3.672,80.1,84.1,0,2024-06-25T11:07:27.000Z,,,,"6/16/2024, 2:00:27 PM",3.664,104.7,98.5,10,2024-06-16T18:00:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:12:27 AM",3.673,80.2,84.3,0,2024-06-25T11:12:27.000Z,,,,"6/16/2024, 2:03:27 PM",3.665,104.7,98.4,10,2024-06-16T18:03:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:17:27 AM",3.672,80.6,84.5,0,2024-06-25T11:17:27.000Z,,,,"6/16/2024, 2:06:27 PM",3.664,104.9,98.4,12,2024-06-16T18:06:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:22:27 AM",3.672,80.8,84.5,0,2024-06-25T11:22:27.000Z,,,,"6/16/2024, 2:09:27 PM",3.665,105.1,98.4,14,2024-06-16T18:09:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:27:27 AM",3.672,81.1,84.7,0,2024-06-25T11:27:27.000Z,,,,"6/16/2024, 2:12:27 PM",3.664,105.3,98.3,15,2024-06-16T18:12:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:32:27 AM",3.672,81.3,84.8,0,2024-06-25T11:32:27.000Z,,,,"6/16/2024, 2:15:27 PM",3.664,105.4,98.3,14,2024-06-16T18:15:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:37:27 AM",3.672,81.7,85,0,2024-06-25T11:37:27.000Z,,,,"6/16/2024, 2:18:27 PM",3.664,105.4,98.3,13,2024-06-16T18:18:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:42:27 AM",3.672,82,85.1,0,2024-06-25T11:42:27.000Z,,,,"6/16/2024, 2:21:27 PM",3.664,105.6,98.3,9,2024-06-16T18:21:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:47:27 AM",3.672,82.4,85.3,0,2024-06-25T11:47:27.000Z,,,,"6/16/2024, 2:24:27 PM",3.664,105.6,98.2,9,2024-06-16T18:24:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:52:27 AM",3.672,82.6,85.4,0,2024-06-25T11:52:27.000Z,,,,"6/16/2024, 2:27:27 PM",3.664,105.8,98.2,11,2024-06-16T18:27:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:57:27 AM",3.672,82.8,85.6,0,2024-06-25T11:57:27.000Z,,,,"6/16/2024, 2:30:27 PM",3.664,106,98.2,12,2024-06-16T18:30:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:02:27 AM",3.671,82.9,85.7,0,2024-06-25T12:02:27.000Z,,,,"6/16/2024, 2:33:27 PM",3.664,106.2,98.2,13,2024-06-16T18:33:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:07:27 AM",3.672,83.1,85.8,0,2024-06-25T12:07:27.000Z,,,,"6/16/2024, 2:36:27 PM",3.664,106.2,98.1,12,2024-06-16T18:36:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:12:27 AM",3.672,83.3,85.9,0,2024-06-25T12:12:27.000Z,,,,"6/16/2024, 2:39:27 PM",3.664,106.3,98.1,12,2024-06-16T18:39:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:17:27 AM",3.672,83.5,86,0,2024-06-25T12:17:27.000Z,,,,"6/16/2024, 2:42:27 PM",3.664,106.3,98.1,11,2024-06-16T18:42:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:22:27 AM",3.672,83.7,86.2,0,2024-06-25T12:22:27.000Z,,,,"6/16/2024, 2:45:27 PM",3.664,106.5,98.1,9,2024-06-16T18:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:27:27 AM",3.672,84.2,86.3,0,2024-06-25T12:27:27.000Z,,,,"6/16/2024, 2:48:27 PM",3.664,106.5,98,11,2024-06-16T18:48:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:32:27 AM",3.672,84.4,86.4,0,2024-06-25T12:32:27.000Z,,,,"6/16/2024, 2:51:27 PM",3.664,106.7,98,11,2024-06-16T18:51:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:37:27 AM",3.672,84.6,86.5,0,2024-06-25T12:37:27.000Z,,,,"6/16/2024, 2:54:27 PM",3.664,106.9,98,11,2024-06-16T18:54:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:42:27 AM",3.672,84.7,86.6,0,2024-06-25T12:42:27.000Z,,,,"6/16/2024, 2:57:27 PM",3.664,106.9,98,11,2024-06-16T18:57:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:47:27 AM",3.671,85.1,86.7,0,2024-06-25T12:47:27.000Z,,,,"6/16/2024, 3:00:27 PM",3.664,107.1,97.9,12,2024-06-16T19:00:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:52:27 AM",3.672,85.3,86.8,0,2024-06-25T12:52:27.000Z,,,,"6/16/2024, 3:03:27 PM",3.664,107.2,97.9,16,2024-06-16T19:03:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:57:27 AM",3.672,85.3,86.9,0,2024-06-25T12:57:27.000Z,,,,"6/16/2024, 3:06:27 PM",3.664,107.2,97.9,18,2024-06-16T19:06:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:02:27 AM",3.671,85.5,87,0,2024-06-25T13:02:27.000Z,,,,"6/16/2024, 3:09:27 PM",3.664,107.2,97.9,18,2024-06-16T19:09:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:07:27 AM",3.671,86,87.1,0,2024-06-25T13:07:27.000Z,,,,"6/16/2024, 3:12:27 PM",3.664,107.4,97.8,16,2024-06-16T19:12:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:12:27 AM",3.671,86.4,87.2,0,2024-06-25T13:12:27.000Z,,,,"6/16/2024, 3:15:27 PM",3.664,107.4,97.8,13,2024-06-16T19:15:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:17:27 AM",3.671,86.7,87.3,0,2024-06-25T13:17:27.000Z,,,,"6/16/2024, 3:18:27 PM",3.664,107.6,97.8,12,2024-06-16T19:18:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:22:27 AM",3.671,87.3,87.4,0,2024-06-25T13:22:27.000Z,,,,"6/16/2024, 3:21:27 PM",3.664,107.6,97.8,12,2024-06-16T19:21:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:27:27 AM",3.671,87.6,87.4,0,2024-06-25T13:27:27.000Z,,,,"6/16/2024, 3:24:27 PM",3.664,107.8,97.8,13,2024-06-16T19:24:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:32:27 AM",3.671,88,87.5,0,2024-06-25T13:32:27.000Z,,,,"6/16/2024, 3:27:27 PM",3.664,107.8,97.8,16,2024-06-16T19:27:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:37:27 AM",3.671,88.3,87.6,0,2024-06-25T13:37:27.000Z,,,,"6/16/2024, 3:30:27 PM",3.664,108,97.7,15,2024-06-16T19:30:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:42:27 AM",3.671,88.9,87.6,0,2024-06-25T13:42:27.000Z,,,,"6/16/2024, 3:33:27 PM",3.664,108.1,97.7,15,2024-06-16T19:33:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:47:27 AM",3.671,89.2,87.7,0,2024-06-25T13:47:27.000Z,,,,"6/16/2024, 3:36:27 PM",3.664,108.1,97.7,15,2024-06-16T19:36:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:52:27 AM",3.671,89.8,87.7,0,2024-06-25T13:52:27.000Z,,,,"6/16/2024, 3:39:27 PM",3.664,108.3,97.7,12,2024-06-16T19:39:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:57:27 AM",3.671,90.3,87.8,0,2024-06-25T13:57:27.000Z,,,,"6/16/2024, 3:42:27 PM",3.664,108.5,97.7,12,2024-06-16T19:42:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:02:27 AM",3.671,90.9,87.9,0,2024-06-25T14:02:27.000Z,,,,"6/16/2024, 3:45:27 PM",3.664,108.5,97.6,11,2024-06-16T19:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:07:27 AM",3.67,91.4,87.9,0,2024-06-25T14:07:27.000Z,,,,"6/16/2024, 3:48:27 PM",3.663,108.5,97.6,11,2024-06-16T19:48:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:12:27 AM",3.67,91.9,87.9,0,2024-06-25T14:12:27.000Z,,,,"6/16/2024, 3:51:27 PM",3.664,108.5,97.6,8,2024-06-16T19:51:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:17:27 AM",3.67,92.3,87.9,0,2024-06-25T14:17:27.000Z,,,,"6/16/2024, 3:54:27 PM",3.664,108.5,97.5,8,2024-06-16T19:54:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:22:27 AM",3.67,92.3,87.9,0,2024-06-25T14:22:27.000Z,,,,"6/16/2024, 3:57:27 PM",3.663,108.7,97.5,7,2024-06-16T19:57:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:27:27 AM",3.67,91.9,87.8,0,2024-06-25T14:27:27.000Z,,,,"6/16/2024, 4:00:27 PM",3.663,108.7,97.4,7,2024-06-16T20:00:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:32:27 AM",3.671,91.9,87.7,0,2024-06-25T14:32:27.000Z,,,,"6/16/2024, 4:03:27 PM",3.664,108.7,97.5,8,2024-06-16T20:03:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:37:27 AM",3.67,92.1,87.5,0,2024-06-25T14:37:27.000Z,,,,"6/16/2024, 4:06:27 PM",3.664,108.7,97.4,9,2024-06-16T20:06:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:42:27 AM",3.67,92.3,87.3,0,2024-06-25T14:42:27.000Z,,,,"6/16/2024, 4:09:27 PM",3.663,108.7,97.3,9,2024-06-16T20:09:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:47:27 AM",3.67,92.7,87.1,0,2024-06-25T14:47:27.000Z,,,,"6/16/2024, 4:12:27 PM",3.664,108.9,97.3,11,2024-06-16T20:12:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:52:27 AM",3.67,93,87,0,2024-06-25T14:52:27.000Z,,,,"6/16/2024, 4:15:27 PM",3.664,109,97.3,9,2024-06-16T20:15:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:57:27 AM",3.67,93.2,86.7,0,2024-06-25T14:57:27.000Z,,,,"6/16/2024, 4:18:27 PM",3.664,109,97.2,8,2024-06-16T20:18:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:02:27 AM",3.67,93.6,86.5,0,2024-06-25T15:02:27.000Z,,,,"6/16/2024, 4:21:27 PM",3.664,109,97.2,8,2024-06-16T20:21:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:07:27 AM",3.67,93.7,86.3,0,2024-06-25T15:07:27.000Z,,,,"6/16/2024, 4:24:27 PM",3.664,109.2,97.2,8,2024-06-16T20:24:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:12:27 AM",3.669,93.9,86,0,2024-06-25T15:12:27.000Z,,,,"6/16/2024, 4:27:27 PM",3.663,109.2,97.2,8,2024-06-16T20:27:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:17:27 AM",3.67,94.1,85.8,0,2024-06-25T15:17:27.000Z,,,,"6/16/2024, 4:30:27 PM",3.664,109.2,97.1,8,2024-06-16T20:30:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:22:27 AM",3.669,94.3,85.6,0,2024-06-25T15:22:27.000Z,,,,"6/16/2024, 4:33:27 PM",3.663,109.2,97.1,8,2024-06-16T20:33:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:27:27 AM",3.669,94.6,85.4,0,2024-06-25T15:27:27.000Z,,,,"6/16/2024, 4:36:27 PM",3.663,109.4,97.1,13,2024-06-16T20:36:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:32:27 AM",3.669,95,85.2,0,2024-06-25T15:32:27.000Z,,,,"6/16/2024, 4:39:27 PM",3.663,109.2,97,11,2024-06-16T20:39:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:37:27 AM",3.669,95,85,0,2024-06-25T15:37:27.000Z,,,,"6/16/2024, 4:42:27 PM",3.663,109.2,97,8,2024-06-16T20:42:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:42:27 AM",3.669,94.6,84.7,0,2024-06-25T15:42:27.000Z,,,,"6/16/2024, 4:45:27 PM",3.664,109.2,96.9,11,2024-06-16T20:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:47:27 AM",3.669,94.5,84.4,0,2024-06-25T15:47:27.000Z,,,,"6/16/2024, 4:48:27 PM",3.664,109.2,96.9,11,2024-06-16T20:48:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:52:27 AM",3.669,94.3,84.1,0,2024-06-25T15:52:27.000Z,,,,"6/16/2024, 4:51:27 PM",3.663,109.2,96.9,11,2024-06-16T20:51:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:57:27 AM",3.67,94.3,83.9,0,2024-06-25T15:57:27.000Z,,,,"6/16/2024, 4:54:27 PM",3.663,109.2,96.9,9,2024-06-16T20:54:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 12:02:27 PM",3.669,94.5,83.6,0,2024-06-25T16:02:27.000Z,,,,"6/16/2024, 4:57:27 PM",3.663,109.2,96.8,8,2024-06-16T20:57:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 12:07:27 PM",3.669,94.8,83.4,0,2024-06-25T16:07:27.000Z,,,,"6/16/2024, 5:00:27 PM",3.663,109.2,96.8,8,2024-06-16T21:00:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 12:12:27 PM",3.669,95.2,83.2,0,2024-06-25T16:12:27.000Z,,,,"6/16/2024, 5:03:27 PM",3.663,109,96.7,8,2024-06-16T21:03:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 12:17:27 PM",3.67,95.4,82.9,0,2024-06-25T16:17:27.000Z,,,,"6/16/2024, 5:06:27 PM",3.664,109,96.7,7,2024-06-16T21:06:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 12:22:27 PM",3.669,95.4,82.7,0,2024-06-25T16:22:27.000Z,,,,"6/16/2024, 5:09:27 PM",3.664,108.9,96.6,7,2024-06-16T21:09:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 12:27:27 PM",3.669,95.2,82.3,0,2024-06-25T16:27:27.000Z,,,,"6/16/2024, 5:12:27 PM",3.664,108.9,96.6,8,2024-06-16T21:12:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 12:32:27 PM",3.669,94.8,82,0,2024-06-25T16:32:27.000Z,,,,"6/16/2024, 5:15:27 PM",3.664,108.9,96.6,7,2024-06-16T21:15:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 12:37:27 PM",3.669,94.3,81.7,0,2024-06-25T16:37:27.000Z,,,,"6/16/2024, 5:18:27 PM",3.664,108.7,96.6,8,2024-06-16T21:18:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 12:42:27 PM",3.669,93.6,81.4,0,2024-06-25T16:42:27.000Z,,,,"6/16/2024, 5:21:27 PM",3.664,108.7,96.5,8,2024-06-16T21:21:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 12:47:27 PM",3.669,92.8,81.2,0,2024-06-25T16:47:27.000Z,,,,"6/16/2024, 5:24:27 PM",3.664,108.7,96.5,9,2024-06-16T21:24:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 12:52:27 PM",3.67,92.3,81.1,0,2024-06-25T16:52:27.000Z,,,,"6/16/2024, 5:27:27 PM",3.664,108.7,96.4,8,2024-06-16T21:27:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 12:57:27 PM",3.67,91.9,81.1,0,2024-06-25T16:57:27.000Z,,,,"6/16/2024, 5:30:27 PM",3.664,108.7,96.4,8,2024-06-16T21:30:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 1:02:27 PM",3.67,91.8,81.1,0,2024-06-25T17:02:27.000Z,,,,"6/16/2024, 5:33:27 PM",3.664,108.7,96.4,9,2024-06-16T21:33:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 1:07:27 PM",3.67,91.6,81.2,0,2024-06-25T17:07:27.000Z,,,,"6/16/2024, 5:36:27 PM",3.664,108.5,96.3,9,2024-06-16T21:36:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 1:12:27 PM",3.67,91.2,81.4,0,2024-06-25T17:12:27.000Z,,,,"6/16/2024, 5:39:27 PM",3.664,108.5,96.3,9,2024-06-16T21:39:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 1:17:27 PM",3.67,90.7,81.5,0,2024-06-25T17:17:27.000Z,,,,"6/16/2024, 5:42:27 PM",3.664,108.5,96.3,13,2024-06-16T21:42:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 1:22:27 PM",3.67,89.4,81.5,0,2024-06-25T17:22:27.000Z,,,,"6/16/2024, 5:45:27 PM",3.664,108.3,96.2,16,2024-06-16T21:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 1:27:27 PM",3.67,88.2,81.4,0,2024-06-25T17:27:27.000Z,,,,"6/16/2024, 5:48:27 PM",3.664,108.1,96.2,12,2024-06-16T21:48:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 1:32:27 PM",3.671,86.9,81.3,0,2024-06-25T17:32:27.000Z,,,,"6/16/2024, 5:51:27 PM",3.664,108.1,96.1,11,2024-06-16T21:51:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 1:37:27 PM",3.671,86,81.2,0,2024-06-25T17:37:27.000Z,,,,"6/16/2024, 5:54:27 PM",3.664,108,96.1,11,2024-06-16T21:54:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 1:42:27 PM",3.671,85.1,81.2,0,2024-06-25T17:42:27.000Z,,,,"6/16/2024, 5:57:27 PM",3.665,107.8,96,9,2024-06-16T21:57:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 1:47:27 PM",3.671,84.4,81.3,0,2024-06-25T17:47:27.000Z,,,,"6/16/2024, 6:00:27 PM",3.664,107.6,96,8,2024-06-16T22:00:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 1:52:27 PM",3.671,84,81.4,0,2024-06-25T17:52:27.000Z,,,,"6/16/2024, 6:03:27 PM",3.664,107.6,96,8,2024-06-16T22:03:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 1:57:27 PM",3.672,84.2,81.6,0,2024-06-25T17:57:27.000Z,,,,"6/16/2024, 6:06:27 PM",3.664,107.4,95.9,7,2024-06-16T22:06:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 2:02:27 PM",3.672,84.4,81.8,0,2024-06-25T18:02:27.000Z,,,,"6/16/2024, 6:09:27 PM",3.665,107.2,95.9,8,2024-06-16T22:09:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 2:07:27 PM",3.672,84.7,82.1,0,2024-06-25T18:07:27.000Z,,,,"6/16/2024, 6:12:27 PM",3.664,107.2,95.9,7,2024-06-16T22:12:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 2:12:27 PM",3.672,84.7,82.3,0,2024-06-25T18:12:27.000Z,,,,"6/16/2024, 6:15:27 PM",3.665,107.1,95.8,7,2024-06-16T22:15:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 2:17:27 PM",3.671,84.7,82.6,0,2024-06-25T18:17:27.000Z,,,,"6/16/2024, 6:18:27 PM",3.665,106.9,95.8,7,2024-06-16T22:18:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 2:22:27 PM",3.672,84.9,82.9,0,2024-06-25T18:22:27.000Z,,,,"6/16/2024, 6:21:27 PM",3.665,106.7,95.7,7,2024-06-16T22:21:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 2:27:27 PM",3.672,84.9,83.2,0,2024-06-25T18:27:27.000Z,,,,"6/16/2024, 6:24:27 PM",3.665,106.7,95.7,7,2024-06-16T22:24:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 2:32:27 PM",3.671,85.1,83.4,0,2024-06-25T18:32:27.000Z,,,,"6/16/2024, 6:27:27 PM",3.665,106.5,95.7,7,2024-06-16T22:27:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 2:37:27 PM",3.671,85.3,83.7,0,2024-06-25T18:37:27.000Z,,,,"6/16/2024, 6:30:27 PM",3.665,106.5,95.6,7,2024-06-16T22:30:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 2:42:27 PM",3.672,85.5,83.9,0,2024-06-25T18:42:27.000Z,,,,"6/16/2024, 6:33:27 PM",3.665,106.3,95.6,7,2024-06-16T22:33:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 2:47:27 PM",3.672,85.5,84.1,0,2024-06-25T18:47:27.000Z,,,,"6/16/2024, 6:36:27 PM",3.666,106.2,95.5,6,2024-06-16T22:36:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 2:52:27 PM",3.672,85.5,84.3,0,2024-06-25T18:52:27.000Z,,,,"6/16/2024, 6:39:27 PM",3.666,106.2,95.5,6,2024-06-16T22:39:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 2:57:27 PM",3.672,85.6,84.4,0,2024-06-25T18:57:27.000Z,,,,"6/16/2024, 6:42:27 PM",3.666,106.2,95.4,6,2024-06-16T22:42:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 3:02:27 PM",3.672,86,84.5,0,2024-06-25T19:02:27.000Z,,,,"6/16/2024, 6:45:27 PM",3.665,106,95.4,6,2024-06-16T22:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 3:07:27 PM",3.672,86.4,84.7,0,2024-06-25T19:07:27.000Z,,,,"6/16/2024, 6:48:27 PM",3.665,106,95.4,6,2024-06-16T22:48:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 3:12:27 PM",3.671,86.9,84.8,0,2024-06-25T19:12:27.000Z,,,,"6/16/2024, 6:51:27 PM",3.665,105.8,95.3,6,2024-06-16T22:51:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 3:17:27 PM",3.671,87.6,85,0,2024-06-25T19:17:27.000Z,,,,"6/16/2024, 6:54:27 PM",3.665,105.8,95.3,6,2024-06-16T22:54:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 3:22:27 PM",3.671,88.9,85.1,0,2024-06-25T19:22:27.000Z,,,,"6/16/2024, 6:57:27 PM",3.665,105.8,95.2,6,2024-06-16T22:57:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 3:27:27 PM",3.671,90.3,85.3,0,2024-06-25T19:27:27.000Z,,,,"6/16/2024, 7:00:27 PM",3.666,105.6,95.2,6,2024-06-16T23:00:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 3:32:27 PM",3.671,91.2,85.5,0,2024-06-25T19:32:27.000Z,,,,"6/16/2024, 7:03:27 PM",3.666,105.6,95.2,6,2024-06-16T23:03:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 3:37:27 PM",3.67,91.8,85.7,0,2024-06-25T19:37:27.000Z,,,,"6/16/2024, 7:06:27 PM",3.665,105.4,95.2,6,2024-06-16T23:06:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 3:42:27 PM",3.67,92.3,85.8,0,2024-06-25T19:42:27.000Z,,,,"6/16/2024, 7:09:27 PM",3.666,105.3,95.1,7,2024-06-16T23:09:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 3:47:27 PM",3.67,93.6,86,0,2024-06-25T19:47:27.000Z,,,,"6/16/2024, 7:12:27 PM",3.666,105.1,95.1,7,2024-06-16T23:12:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 3:52:27 PM",3.67,94.3,86.1,0,2024-06-25T19:52:27.000Z,,,,"6/16/2024, 7:15:27 PM",3.666,104.9,95,7,2024-06-16T23:15:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 3:57:27 PM",3.67,95,86.1,0,2024-06-25T19:57:27.000Z,,,,"6/16/2024, 7:18:27 PM",3.666,104.5,95,7,2024-06-16T23:18:27.000Z,,,,,,,,,,,,,,,,,,,,,
