Instrument:,NH3-211205141
Name:,Biosolids Dewatering
Time Zone Offset (Minutes):,-240
Orignal File Name:,"C:\Users\Phil.Bennington\OneDrive - City of Dayton\G-Drive\Phil.Bennington\CLARKSON_UNIVERSITY_PhD Program\Dessertation\NH3-211205141_6_3_2024, 12_18_27 PM --- 7_1_2024, 1_18_27 PM.acrudata"
Session ID:,37388
Session 1st Title:,"NH3-211205141_6_3_2024, 12_18_27 PM --- 7_1_2024, 1_18_27 PM"
Session Start:,"6/3/2024, 12:18:27 PM"
Session End:,"7/1/2024, 1:18:27 PM"

Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),NH3 (PPM),ISO time
"6/3/2024, 6:48:27 PM",3.658,100.2,88.2,37,2024-06-03T22:48:27.000Z
"6/3/2024, 6:51:27 PM",3.659,100.2,88.2,38,2024-06-03T22:51:27.000Z
"6/3/2024, 6:54:27 PM",3.659,100,88.2,38,2024-06-03T22:54:27.000Z
"6/3/2024, 6:57:27 PM",3.659,99.9,88.2,37,2024-06-03T22:57:27.000Z
"6/3/2024, 7:00:27 PM",3.659,99.7,88.1,37,2024-06-03T23:00:27.000Z
"6/3/2024, 7:03:27 PM",3.659,99.5,88.1,38,2024-06-03T23:03:27.000Z
"6/3/2024, 7:06:27 PM",3.659,99.5,88.1,37,2024-06-03T23:06:27.000Z
"6/3/2024, 7:09:27 PM",3.659,99.3,88.1,38,2024-06-03T23:09:27.000Z
"6/3/2024, 7:12:27 PM",3.659,99,88.1,37,2024-06-03T23:12:27.000Z
"6/3/2024, 7:15:27 PM",3.66,98.8,88,37,2024-06-03T23:15:27.000Z
"6/3/2024, 7:18:27 PM",3.659,98.4,88,36,2024-06-03T23:18:27.000Z
"6/3/2024, 7:21:27 PM",3.659,98.1,88,34,2024-06-03T23:21:27.000Z
"6/3/2024, 7:24:27 PM",3.659,97.7,88,34,2024-06-03T23:24:27.000Z
"6/3/2024, 7:27:27 PM",3.659,97.5,87.9,34,2024-06-03T23:27:27.000Z
"6/3/2024, 7:30:27 PM",3.659,97.2,87.9,33,2024-06-03T23:30:27.000Z
"6/3/2024, 7:33:27 PM",3.659,96.8,87.9,33,2024-06-03T23:33:27.000Z
"6/3/2024, 7:36:27 PM",3.66,96.6,87.9,32,2024-06-03T23:36:27.000Z
"6/3/2024, 7:39:27 PM",3.66,96.3,87.8,32,2024-06-03T23:39:27.000Z
"6/3/2024, 7:42:27 PM",3.66,95.9,87.8,32,2024-06-03T23:42:27.000Z
"6/3/2024, 7:45:27 PM",3.66,95.7,87.8,33,2024-06-03T23:45:27.000Z
"6/3/2024, 7:48:27 PM",3.66,95.4,87.8,33,2024-06-03T23:48:27.000Z
"6/3/2024, 7:51:27 PM",3.661,95.2,87.8,32,2024-06-03T23:51:27.000Z
"6/3/2024, 7:54:27 PM",3.66,94.8,87.8,32,2024-06-03T23:54:27.000Z
"6/3/2024, 7:57:27 PM",3.66,94.6,87.7,32,2024-06-03T23:57:27.000Z
"6/3/2024, 8:00:27 PM",3.66,94.3,87.7,32,2024-06-04T00:00:27.000Z
"6/3/2024, 8:03:27 PM",3.661,94.1,87.7,32,2024-06-04T00:03:27.000Z
"6/3/2024, 8:06:27 PM",3.661,93.9,87.7,31,2024-06-04T00:06:27.000Z
"6/3/2024, 8:09:27 PM",3.661,93.6,87.7,31,2024-06-04T00:09:27.000Z
"6/3/2024, 8:12:27 PM",3.661,93.4,87.7,31,2024-06-04T00:12:27.000Z
"6/3/2024, 8:15:27 PM",3.661,93,87.7,31,2024-06-04T00:15:27.000Z
"6/3/2024, 8:18:27 PM",3.661,92.8,87.6,30,2024-06-04T00:18:27.000Z
"6/3/2024, 8:21:27 PM",3.661,92.5,87.6,30,2024-06-04T00:21:27.000Z
"6/3/2024, 8:24:27 PM",3.661,92.1,87.6,30,2024-06-04T00:24:27.000Z
"6/3/2024, 8:27:27 PM",3.661,91.9,87.6,29,2024-06-04T00:27:27.000Z
"6/3/2024, 8:30:27 PM",3.661,91.6,87.6,29,2024-06-04T00:30:27.000Z
"6/3/2024, 8:33:27 PM",3.661,91.2,87.5,28,2024-06-04T00:33:27.000Z
"6/3/2024, 8:36:27 PM",3.662,91,87.5,28,2024-06-04T00:36:27.000Z
"6/3/2024, 8:39:27 PM",3.661,90.7,87.5,28,2024-06-04T00:39:27.000Z
"6/3/2024, 8:42:27 PM",3.661,90.3,87.5,27,2024-06-04T00:42:27.000Z
"6/3/2024, 8:45:27 PM",3.661,90.1,87.4,27,2024-06-04T00:45:27.000Z
"6/3/2024, 8:48:27 PM",3.662,89.8,87.5,27,2024-06-04T00:48:27.000Z
"6/3/2024, 8:51:27 PM",3.662,89.6,87.5,26,2024-06-04T00:51:27.000Z
"6/3/2024, 8:54:27 PM",3.662,89.2,87.5,25,2024-06-04T00:54:27.000Z
"6/3/2024, 8:57:27 PM",3.662,88.9,87.4,25,2024-06-04T00:57:27.000Z
"6/3/2024, 9:00:27 PM",3.663,88.9,87.4,25,2024-06-04T01:00:27.000Z
"6/3/2024, 9:03:27 PM",3.662,88.5,87.4,25,2024-06-04T01:03:27.000Z
"6/3/2024, 9:06:27 PM",3.662,88.2,87.4,24,2024-06-04T01:06:27.000Z
"6/3/2024, 9:09:27 PM",3.662,88,87.4,24,2024-06-04T01:09:27.000Z
"6/3/2024, 9:12:27 PM",3.662,87.6,87.4,24,2024-06-04T01:12:27.000Z
"6/3/2024, 9:15:27 PM",3.662,87.4,87.4,24,2024-06-04T01:15:27.000Z
"6/3/2024, 9:18:27 PM",3.663,87.3,87.4,24,2024-06-04T01:18:27.000Z
"6/3/2024, 9:21:27 PM",3.663,86.9,87.3,23,2024-06-04T01:21:27.000Z
"6/3/2024, 9:24:27 PM",3.663,86.7,87.4,23,2024-06-04T01:24:27.000Z
"6/3/2024, 9:27:27 PM",3.663,86.5,87.3,23,2024-06-04T01:27:27.000Z
"6/3/2024, 9:30:27 PM",3.663,86.4,87.3,23,2024-06-04T01:30:27.000Z
"6/3/2024, 9:33:27 PM",3.663,86,87.4,22,2024-06-04T01:33:27.000Z
"6/3/2024, 9:36:27 PM",3.663,85.8,87.3,22,2024-06-04T01:36:27.000Z
"6/3/2024, 9:39:27 PM",3.663,85.6,87.3,22,2024-06-04T01:39:27.000Z
"6/3/2024, 9:42:27 PM",3.663,85.5,87.3,22,2024-06-04T01:42:27.000Z
"6/3/2024, 9:45:27 PM",3.663,85.3,87.3,22,2024-06-04T01:45:27.000Z
"6/3/2024, 9:48:27 PM",3.662,85.1,87.3,22,2024-06-04T01:48:27.000Z
"6/3/2024, 9:51:27 PM",3.663,84.9,87.3,21,2024-06-04T01:51:27.000Z
"6/3/2024, 9:54:27 PM",3.663,84.7,87.3,21,2024-06-04T01:54:27.000Z
"6/3/2024, 9:57:27 PM",3.663,84.6,87.3,21,2024-06-04T01:57:27.000Z
"6/3/2024, 10:00:27 PM",3.663,84.4,87.3,21,2024-06-04T02:00:27.000Z
"6/3/2024, 10:03:27 PM",3.664,84.4,87.3,20,2024-06-04T02:03:27.000Z
"6/3/2024, 10:06:27 PM",3.663,84.2,87.3,20,2024-06-04T02:06:27.000Z
"6/3/2024, 10:09:27 PM",3.663,84,87.3,20,2024-06-04T02:09:27.000Z
"6/3/2024, 10:12:27 PM",3.663,83.8,87.3,20,2024-06-04T02:12:27.000Z
"6/3/2024, 10:15:27 PM",3.663,83.7,87.3,19,2024-06-04T02:15:27.000Z
"6/3/2024, 10:18:27 PM",3.664,83.7,87.3,19,2024-06-04T02:18:27.000Z
"6/3/2024, 10:21:27 PM",3.663,83.5,87.3,19,2024-06-04T02:21:27.000Z
"6/3/2024, 10:24:27 PM",3.663,83.3,87.3,18,2024-06-04T02:24:27.000Z
"6/3/2024, 10:27:27 PM",3.663,83.1,87.3,18,2024-06-04T02:27:27.000Z
"6/3/2024, 10:30:27 PM",3.663,83.1,87.3,18,2024-06-04T02:30:27.000Z
"6/3/2024, 10:33:27 PM",3.663,82.9,87.3,18,2024-06-04T02:33:27.000Z
"6/3/2024, 10:36:27 PM",3.664,82.9,87.3,18,2024-06-04T02:36:27.000Z
"6/3/2024, 10:39:27 PM",3.664,82.8,87.3,18,2024-06-04T02:39:27.000Z
"6/3/2024, 10:42:27 PM",3.664,82.8,87.4,18,2024-06-04T02:42:27.000Z
"6/3/2024, 10:45:27 PM",3.664,82.6,87.3,18,2024-06-04T02:45:27.000Z
"6/3/2024, 10:48:27 PM",3.664,82.4,87.3,18,2024-06-04T02:48:27.000Z
"6/3/2024, 10:51:27 PM",3.663,82.4,87.4,18,2024-06-04T02:51:27.000Z
"6/3/2024, 10:54:27 PM",3.663,82.2,87.3,17,2024-06-04T02:54:27.000Z
"6/3/2024, 10:57:27 PM",3.664,82.2,87.4,17,2024-06-04T02:57:27.000Z
"6/3/2024, 11:00:27 PM",3.664,82,87.4,17,2024-06-04T03:00:27.000Z
"6/3/2024, 11:03:27 PM",3.664,82,87.4,17,2024-06-04T03:03:27.000Z
"6/3/2024, 11:06:27 PM",3.664,81.9,87.4,17,2024-06-04T03:06:27.000Z
"6/3/2024, 11:09:27 PM",3.664,81.9,87.4,17,2024-06-04T03:09:27.000Z
