Instrument:,H2S-200602855,,,,
Time Zone Offset (Minutes):,-300,,,,
Orignal File Name:,"C:\Users\Phil.Bennington\Documents\Aculog NH3\H2S-200602855_4_22_2022, 1_34_43 PM --- 4_29_2022, 9_09_43 AM.acrudata",,,,
Session ID:,45880,,,,
Session 1st Title:,"H2S-200602855_4_22_2022, 1_34_43 PM --- 4_29_2022, 9_09_43 AM",,,,
Session Start:,"4/22/2022, 12:34:43 PM",,,,
Session End:,"4/29/2022, 8:09:43 AM",,,,
,,,,,
Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),H2S (PPM),ISO time
"4/28/2022, 3:34:43 PM",3.626,79.7,78.8,3,2022-04-28T20:34:43.000Z
"4/28/2022, 3:39:43 PM",3.627,79.3,78.8,3,2022-04-28T20:39:43.000Z
"4/28/2022, 3:44:43 PM",3.627,79.3,78.9,3,2022-04-28T20:44:43.000Z
"4/28/2022, 3:49:43 PM",3.627,79.3,78.9,3,2022-04-28T20:49:43.000Z
"4/28/2022, 3:54:43 PM",3.626,79.7,78.9,3,2022-04-28T20:54:43.000Z
"4/28/2022, 3:59:43 PM",3.626,80.1,79,3,2022-04-28T20:59:43.000Z
"4/28/2022, 4:04:43 PM",3.627,80.1,78.9,3,2022-04-28T21:04:43.000Z
"4/28/2022, 4:09:43 PM",3.626,80.1,78.9,3,2022-04-28T21:09:43.000Z
"4/28/2022, 4:14:43 PM",3.626,79.5,78.8,3,2022-04-28T21:14:43.000Z
"4/28/2022, 4:19:43 PM",3.627,79.2,78.9,3,2022-04-28T21:19:43.000Z
"4/28/2022, 4:24:43 PM",3.627,79,78.9,3,2022-04-28T21:24:43.000Z
"4/28/2022, 4:29:43 PM",3.627,78.4,78.9,3,2022-04-28T21:29:43.000Z
"4/28/2022, 4:34:43 PM",3.627,78.1,78.9,3,2022-04-28T21:34:43.000Z
"4/28/2022, 4:39:43 PM",3.627,77.5,78.9,3,2022-04-28T21:39:43.000Z
"4/28/2022, 4:44:43 PM",3.627,77,78.9,3,2022-04-28T21:44:43.000Z
"4/28/2022, 4:49:43 PM",3.627,76.6,78.9,3,2022-04-28T21:49:43.000Z
"4/28/2022, 4:54:43 PM",3.627,76.3,78.9,3,2022-04-28T21:54:43.000Z
"4/28/2022, 4:59:43 PM",3.628,75.9,78.9,3,2022-04-28T21:59:43.000Z
"4/28/2022, 5:04:43 PM",3.628,75.6,78.9,3,2022-04-28T22:04:43.000Z
"4/28/2022, 5:09:43 PM",3.628,75.4,78.9,3,2022-04-28T22:09:43.000Z
"4/28/2022, 5:14:43 PM",3.628,75,78.9,3,2022-04-28T22:14:43.000Z
"4/28/2022, 5:19:43 PM",3.628,74.7,78.9,3,2022-04-28T22:19:43.000Z
"4/28/2022, 5:24:43 PM",3.628,74.7,79,3,2022-04-28T22:24:43.000Z
"4/28/2022, 5:29:43 PM",3.628,74.3,79,3,2022-04-28T22:29:43.000Z
"4/28/2022, 5:34:43 PM",3.628,74.1,79,3,2022-04-28T22:34:43.000Z
"4/28/2022, 5:39:43 PM",3.628,74.1,79,3,2022-04-28T22:39:43.000Z
"4/28/2022, 5:44:43 PM",3.628,73.9,79,3,2022-04-28T22:44:43.000Z
"4/28/2022, 5:49:43 PM",3.628,73.6,79,3,2022-04-28T22:49:43.000Z
"4/28/2022, 5:54:43 PM",3.628,73.6,79.1,3,2022-04-28T22:54:43.000Z
"4/28/2022, 5:59:43 PM",3.628,73.4,79,3,2022-04-28T22:59:43.000Z
"4/28/2022, 6:04:43 PM",3.628,73.2,79,3,2022-04-28T23:04:43.000Z
"4/28/2022, 6:09:43 PM",3.628,72.9,79,3,2022-04-28T23:09:43.000Z
"4/28/2022, 6:14:43 PM",3.628,72.7,79,3,2022-04-28T23:14:43.000Z
"4/28/2022, 6:19:43 PM",3.628,72.5,79,3,2022-04-28T23:19:43.000Z
"4/28/2022, 6:24:43 PM",3.629,72.3,79,3,2022-04-28T23:24:43.000Z
"4/28/2022, 6:29:43 PM",3.628,72,79,3,2022-04-28T23:29:43.000Z
"4/28/2022, 6:34:43 PM",3.628,71.8,79,3,2022-04-28T23:34:43.000Z
"4/28/2022, 6:39:43 PM",3.628,71.6,79,4,2022-04-28T23:39:43.000Z
"4/28/2022, 6:44:43 PM",3.628,71.6,79,4,2022-04-28T23:44:43.000Z
"4/28/2022, 6:49:43 PM",3.628,71.8,79,4,2022-04-28T23:49:43.000Z
"4/28/2022, 6:54:43 PM",3.628,71.8,79,4,2022-04-28T23:54:43.000Z
"4/28/2022, 6:59:43 PM",3.628,71.8,79,3,2022-04-28T23:59:43.000Z
"4/28/2022, 7:04:43 PM",3.628,71.8,79,4,2022-04-29T00:04:43.000Z
"4/28/2022, 7:09:43 PM",3.629,71.8,79,3,2022-04-29T00:09:43.000Z
"4/28/2022, 7:14:43 PM",3.629,71.8,79,3,2022-04-29T00:14:43.000Z
"4/28/2022, 7:19:43 PM",3.628,71.8,79,3,2022-04-29T00:19:43.000Z
"4/28/2022, 7:24:43 PM",3.628,71.8,79,3,2022-04-29T00:24:43.000Z
"4/28/2022, 7:29:43 PM",3.628,71.8,79,3,2022-04-29T00:29:43.000Z
"4/28/2022, 7:34:43 PM",3.628,71.8,79,3,2022-04-29T00:34:43.000Z
"4/28/2022, 7:39:43 PM",3.628,71.6,79,3,2022-04-29T00:39:43.000Z
"4/28/2022, 7:44:43 PM",3.628,71.6,79,3,2022-04-29T00:44:43.000Z
"4/28/2022, 7:49:43 PM",3.628,71.4,79,3,2022-04-29T00:49:43.000Z
"4/28/2022, 7:54:43 PM",3.628,71.4,79,3,2022-04-29T00:54:43.000Z
"4/28/2022, 7:59:43 PM",3.628,71.4,79,3,2022-04-29T00:59:43.000Z
"4/28/2022, 8:04:43 PM",3.628,71.2,79,3,2022-04-29T01:04:43.000Z
"4/28/2022, 8:09:43 PM",3.628,71.2,79,3,2022-04-29T01:09:43.000Z
"4/28/2022, 8:14:43 PM",3.628,71.2,79,3,2022-04-29T01:14:43.000Z
"4/28/2022, 8:19:43 PM",3.628,71.2,79.1,3,2022-04-29T01:19:43.000Z
"4/28/2022, 8:24:43 PM",3.628,71.1,79.1,3,2022-04-29T01:24:43.000Z
"4/28/2022, 8:29:43 PM",3.628,71.1,79.1,3,2022-04-29T01:29:43.000Z
"4/28/2022, 8:34:43 PM",3.628,70.9,79.1,3,2022-04-29T01:34:43.000Z
"4/28/2022, 8:39:43 PM",3.628,70.7,79.1,3,2022-04-29T01:39:43.000Z
"4/28/2022, 8:44:43 PM",3.628,70.5,79.1,3,2022-04-29T01:44:43.000Z
"4/28/2022, 8:49:43 PM",3.628,70.3,79.1,3,2022-04-29T01:49:43.000Z
"4/28/2022, 8:54:43 PM",3.628,70.2,79.2,3,2022-04-29T01:54:43.000Z
"4/28/2022, 8:59:43 PM",3.628,70,79.2,3,2022-04-29T01:59:43.000Z
"4/28/2022, 9:04:43 PM",3.628,69.8,79.2,3,2022-04-29T02:04:43.000Z
"4/28/2022, 9:09:43 PM",3.628,69.8,79.2,3,2022-04-29T02:09:43.000Z
"4/28/2022, 9:14:43 PM",3.628,70,79.2,3,2022-04-29T02:14:43.000Z
"4/28/2022, 9:19:43 PM",3.628,70.2,79.2,3,2022-04-29T02:19:43.000Z
"4/28/2022, 9:24:43 PM",3.627,70.2,79.2,3,2022-04-29T02:24:43.000Z
"4/28/2022, 9:29:43 PM",3.628,70.2,79.2,3,2022-04-29T02:29:43.000Z
"4/28/2022, 9:34:43 PM",3.628,70.3,79.2,3,2022-04-29T02:34:43.000Z
"4/28/2022, 9:39:43 PM",3.627,70.2,79.2,3,2022-04-29T02:39:43.000Z
"4/28/2022, 9:44:43 PM",3.628,70.2,79.2,3,2022-04-29T02:44:43.000Z
"4/28/2022, 9:49:43 PM",3.628,70,79.2,3,2022-04-29T02:49:43.000Z
"4/28/2022, 9:54:43 PM",3.628,69.6,79.2,2,2022-04-29T02:54:43.000Z
"4/28/2022, 9:59:43 PM",3.628,69.6,79.2,3,2022-04-29T02:59:43.000Z
"4/28/2022, 10:04:43 PM",3.628,70,79.3,3,2022-04-29T03:04:43.000Z
"4/28/2022, 10:09:43 PM",3.628,69.8,79.2,3,2022-04-29T03:09:43.000Z
"4/28/2022, 10:14:43 PM",3.628,70.2,79.3,3,2022-04-29T03:14:43.000Z
"4/28/2022, 10:19:43 PM",3.628,70.2,79.2,3,2022-04-29T03:19:43.000Z
"4/28/2022, 10:24:43 PM",3.628,70,79.2,3,2022-04-29T03:24:43.000Z
"4/28/2022, 10:29:43 PM",3.628,69.8,79.2,3,2022-04-29T03:29:43.000Z
"4/28/2022, 10:34:43 PM",3.628,69.4,79.2,2,2022-04-29T03:34:43.000Z
"4/28/2022, 10:39:43 PM",3.628,70,79.3,3,2022-04-29T03:39:43.000Z
"4/28/2022, 10:44:43 PM",3.627,70.2,79.3,3,2022-04-29T03:44:43.000Z
"4/28/2022, 10:49:43 PM",3.628,70.2,79.2,3,2022-04-29T03:49:43.000Z
"4/28/2022, 10:54:43 PM",3.627,70.2,79.2,2,2022-04-29T03:54:43.000Z
"4/28/2022, 10:59:43 PM",3.627,70.3,79.2,3,2022-04-29T03:59:43.000Z
"4/28/2022, 11:04:43 PM",3.627,70.5,79.3,3,2022-04-29T04:04:43.000Z
"4/28/2022, 11:09:43 PM",3.627,70.5,79.3,3,2022-04-29T04:09:43.000Z
"4/28/2022, 11:14:43 PM",3.628,70.5,79.3,3,2022-04-29T04:14:43.000Z
"4/28/2022, 11:19:43 PM",3.627,70.3,79.2,2,2022-04-29T04:19:43.000Z
"4/28/2022, 11:24:43 PM",3.627,70.2,79.2,3,2022-04-29T04:24:43.000Z
"4/28/2022, 11:29:43 PM",3.627,70.3,79.3,3,2022-04-29T04:29:43.000Z
"4/28/2022, 11:34:43 PM",3.627,70.3,79.2,3,2022-04-29T04:34:43.000Z
"4/28/2022, 11:39:43 PM",3.627,70.5,79.3,3,2022-04-29T04:39:43.000Z
"4/28/2022, 11:44:43 PM",3.628,70.5,79.3,3,2022-04-29T04:44:43.000Z
"4/28/2022, 11:49:43 PM",3.627,70.3,79.3,3,2022-04-29T04:49:43.000Z
"4/28/2022, 11:54:43 PM",3.628,70.5,79.3,3,2022-04-29T04:54:43.000Z
"4/28/2022, 11:59:43 PM",3.627,70.5,79.3,3,2022-04-29T04:59:43.000Z
"4/29/2022, 12:04:43 AM",3.627,70.2,79.3,3,2022-04-29T05:04:43.000Z
"4/29/2022, 12:09:43 AM",3.627,70.3,79.3,3,2022-04-29T05:09:43.000Z
"4/29/2022, 12:14:43 AM",3.628,70.2,79.3,3,2022-04-29T05:14:43.000Z
"4/29/2022, 12:19:43 AM",3.628,70,79.3,3,2022-04-29T05:19:43.000Z
"4/29/2022, 12:24:43 AM",3.628,69.6,79.2,3,2022-04-29T05:24:43.000Z
"4/29/2022, 12:29:43 AM",3.628,69.4,79.3,3,2022-04-29T05:29:43.000Z
"4/29/2022, 12:34:43 AM",3.627,69.6,79.4,3,2022-04-29T05:34:43.000Z
"4/29/2022, 12:39:43 AM",3.628,69.6,79.4,3,2022-04-29T05:39:43.000Z
"4/29/2022, 12:44:43 AM",3.628,69.4,79.3,3,2022-04-29T05:44:43.000Z
"4/29/2022, 12:49:43 AM",3.628,69.4,79.4,3,2022-04-29T05:49:43.000Z
"4/29/2022, 12:54:43 AM",3.628,69.4,79.3,3,2022-04-29T05:54:43.000Z
"4/29/2022, 12:59:43 AM",3.627,69.4,79.4,3,2022-04-29T05:59:43.000Z
"4/29/2022, 1:04:43 AM",3.628,69.3,79.4,3,2022-04-29T06:04:43.000Z
"4/29/2022, 1:09:43 AM",3.628,69.4,79.4,3,2022-04-29T06:09:43.000Z
"4/29/2022, 1:14:43 AM",3.628,69.3,79.4,2,2022-04-29T06:14:43.000Z
"4/29/2022, 1:19:43 AM",3.627,69.1,79.4,3,2022-04-29T06:19:43.000Z
"4/29/2022, 1:24:43 AM",3.628,69.1,79.4,3,2022-04-29T06:24:43.000Z
"4/29/2022, 1:29:43 AM",3.627,69.4,79.5,3,2022-04-29T06:29:43.000Z
"4/29/2022, 1:34:43 AM",3.628,69.1,79.4,3,2022-04-29T06:34:43.000Z
"4/29/2022, 1:39:43 AM",3.627,68.9,79.4,2,2022-04-29T06:39:43.000Z
"4/29/2022, 1:44:43 AM",3.628,68.5,79.4,3,2022-04-29T06:44:43.000Z
"4/29/2022, 1:49:43 AM",3.627,68.5,79.5,3,2022-04-29T06:49:43.000Z
"4/29/2022, 1:54:43 AM",3.627,68,79.4,3,2022-04-29T06:54:43.000Z
"4/29/2022, 1:59:43 AM",3.627,68.2,79.5,3,2022-04-29T06:59:43.000Z
"4/29/2022, 2:04:43 AM",3.627,68.2,79.6,3,2022-04-29T07:04:43.000Z
"4/29/2022, 2:09:43 AM",3.628,68.4,79.6,3,2022-04-29T07:09:43.000Z
"4/29/2022, 2:14:43 AM",3.627,68.4,79.6,3,2022-04-29T07:14:43.000Z
"4/29/2022, 2:19:43 AM",3.628,68.2,79.5,3,2022-04-29T07:19:43.000Z
"4/29/2022, 2:24:43 AM",3.628,68.2,79.7,3,2022-04-29T07:24:43.000Z
"4/29/2022, 2:29:43 AM",3.627,67.8,79.7,3,2022-04-29T07:29:43.000Z
"4/29/2022, 2:34:43 AM",3.627,68,79.7,3,2022-04-29T07:34:43.000Z
"4/29/2022, 2:39:43 AM",3.627,68.4,79.7,3,2022-04-29T07:39:43.000Z
"4/29/2022, 2:44:43 AM",3.627,68.2,79.7,3,2022-04-29T07:44:43.000Z
"4/29/2022, 2:49:43 AM",3.627,68.4,79.7,3,2022-04-29T07:49:43.000Z
"4/29/2022, 2:54:43 AM",3.627,68.4,79.7,3,2022-04-29T07:54:43.000Z
"4/29/2022, 2:59:43 AM",3.627,68.2,79.7,3,2022-04-29T07:59:43.000Z
"4/29/2022, 3:04:43 AM",3.627,68,79.7,3,2022-04-29T08:04:43.000Z
"4/29/2022, 3:09:43 AM",3.627,68.2,79.8,3,2022-04-29T08:09:43.000Z
"4/29/2022, 3:14:43 AM",3.627,68,79.8,3,2022-04-29T08:14:43.000Z
"4/29/2022, 3:19:43 AM",3.627,67.8,79.8,3,2022-04-29T08:19:43.000Z
"4/29/2022, 3:24:43 AM",3.627,67.8,79.8,3,2022-04-29T08:24:43.000Z
"4/29/2022, 3:29:43 AM",3.628,68,79.8,3,2022-04-29T08:29:43.000Z
"4/29/2022, 3:34:43 AM",3.627,67.6,79.8,2,2022-04-29T08:34:43.000Z
"4/29/2022, 3:39:43 AM",3.627,67.6,79.9,3,2022-04-29T08:39:43.000Z
"4/29/2022, 3:44:43 AM",3.627,67.8,79.9,3,2022-04-29T08:44:43.000Z
"4/29/2022, 3:49:43 AM",3.627,68,79.9,3,2022-04-29T08:49:43.000Z
"4/29/2022, 3:54:43 AM",3.627,67.8,79.9,2,2022-04-29T08:54:43.000Z
"4/29/2022, 3:59:43 AM",3.627,68,79.9,3,2022-04-29T08:59:43.000Z
"4/29/2022, 4:04:43 AM",3.627,67.8,79.9,3,2022-04-29T09:04:43.000Z
"4/29/2022, 4:09:43 AM",3.627,67.8,79.9,3,2022-04-29T09:09:43.000Z
"4/29/2022, 4:14:43 AM",3.627,67.6,79.9,3,2022-04-29T09:14:43.000Z
"4/29/2022, 4:19:43 AM",3.627,67.6,79.9,3,2022-04-29T09:19:43.000Z
"4/29/2022, 4:24:43 AM",3.627,67.6,79.9,3,2022-04-29T09:24:43.000Z
"4/29/2022, 4:29:43 AM",3.627,68,80,3,2022-04-29T09:29:43.000Z
"4/29/2022, 4:34:43 AM",3.627,67.5,79.9,3,2022-04-29T09:34:43.000Z
"4/29/2022, 4:39:43 AM",3.627,67.3,79.9,3,2022-04-29T09:39:43.000Z
"4/29/2022, 4:44:43 AM",3.627,67.3,80,3,2022-04-29T09:44:43.000Z
"4/29/2022, 4:49:43 AM",3.627,67.5,80,3,2022-04-29T09:49:43.000Z
"4/29/2022, 4:54:43 AM",3.627,67.5,80,3,2022-04-29T09:54:43.000Z
"4/29/2022, 4:59:43 AM",3.627,67.5,80,3,2022-04-29T09:59:43.000Z
"4/29/2022, 5:04:43 AM",3.627,67.5,80,3,2022-04-29T10:04:43.000Z
"4/29/2022, 5:09:43 AM",3.627,67.5,80,3,2022-04-29T10:09:43.000Z
"4/29/2022, 5:14:43 AM",3.627,67.1,80,3,2022-04-29T10:14:43.000Z
"4/29/2022, 5:19:43 AM",3.627,67.5,80.1,3,2022-04-29T10:19:43.000Z
"4/29/2022, 5:24:43 AM",3.627,67.5,80.1,3,2022-04-29T10:24:43.000Z
"4/29/2022, 5:29:43 AM",3.627,67.1,80,3,2022-04-29T10:29:43.000Z
"4/29/2022, 5:34:43 AM",3.627,67.5,80.1,3,2022-04-29T10:34:43.000Z
"4/29/2022, 5:39:43 AM",3.627,67.3,80.1,3,2022-04-29T10:39:43.000Z
"4/29/2022, 5:44:43 AM",3.627,67.3,80.1,3,2022-04-29T10:44:43.000Z
"4/29/2022, 5:49:43 AM",3.627,67.3,80.1,3,2022-04-29T10:49:43.000Z
"4/29/2022, 5:54:43 AM",3.627,67.5,80.1,3,2022-04-29T10:54:43.000Z
"4/29/2022, 5:59:43 AM",3.627,67.3,80.1,3,2022-04-29T10:59:43.000Z
"4/29/2022, 6:04:43 AM",3.627,67.1,80.1,3,2022-04-29T11:04:43.000Z
"4/29/2022, 6:09:43 AM",3.627,66.7,80.1,3,2022-04-29T11:09:43.000Z
"4/29/2022, 6:14:43 AM",3.627,66.6,80.1,3,2022-04-29T11:14:43.000Z
"4/29/2022, 6:19:43 AM",3.627,66.6,80.1,3,2022-04-29T11:19:43.000Z
"4/29/2022, 6:24:43 AM",3.627,66.6,80.2,3,2022-04-29T11:24:43.000Z
"4/29/2022, 6:29:43 AM",3.627,66.4,80.2,3,2022-04-29T11:29:43.000Z
"4/29/2022, 6:34:43 AM",3.627,66.2,80.2,3,2022-04-29T11:34:43.000Z
"4/29/2022, 6:39:43 AM",3.627,66,80.2,3,2022-04-29T11:39:43.000Z
"4/29/2022, 6:44:43 AM",3.627,66.2,80.2,3,2022-04-29T11:44:43.000Z
"4/29/2022, 6:49:43 AM",3.627,66.2,80.3,3,2022-04-29T11:49:43.000Z
"4/29/2022, 6:54:43 AM",3.627,66,80.3,3,2022-04-29T11:54:43.000Z
"4/29/2022, 6:59:43 AM",3.627,66.2,80.3,3,2022-04-29T11:59:43.000Z
"4/29/2022, 7:04:43 AM",3.627,66.6,80.4,3,2022-04-29T12:04:43.000Z
"4/29/2022, 7:09:43 AM",3.627,66.6,80.3,3,2022-04-29T12:09:43.000Z
"4/29/2022, 7:14:43 AM",3.627,66.6,80.3,3,2022-04-29T12:14:43.000Z
"4/29/2022, 7:19:43 AM",3.627,66.4,80.3,3,2022-04-29T12:19:43.000Z
"4/29/2022, 7:24:43 AM",3.627,66.7,80.4,3,2022-04-29T12:24:43.000Z
"4/29/2022, 7:29:43 AM",3.627,66.7,80.4,3,2022-04-29T12:29:43.000Z
"4/29/2022, 7:34:43 AM",3.626,67.3,80.4,3,2022-04-29T12:34:43.000Z
"4/29/2022, 7:39:43 AM",3.626,67.3,80.4,3,2022-04-29T12:39:43.000Z
"4/29/2022, 7:44:43 AM",3.626,67.5,80.4,3,2022-04-29T12:44:43.000Z
"4/29/2022, 7:49:43 AM",3.626,67.6,80.4,3,2022-04-29T12:49:43.000Z
"4/29/2022, 7:54:43 AM",3.626,67.6,80.4,3,2022-04-29T12:54:43.000Z
"4/29/2022, 7:59:43 AM",3.626,67.8,80.4,3,2022-04-29T12:59:43.000Z
"4/29/2022, 8:04:43 AM",3.626,66,79.9,1,2022-04-29T13:04:43.000Z
"4/29/2022, 8:09:43 AM",3.627,63.5,80.1,2,2022-04-29T13:09:43.000Z
EVENTS:,,,,,
"4/29/2022, 8:09:43 AM",Stop Log,H2S (PPM),,,
LABELS:,,,,,
